landscape	model	rep	simulation_year	target	empirical_year	locality	n_draws	mean_FROH	median_draw_FROH	sd_sampling	q025_sampling	q975_sampling	min_draw_FROH	max_draw_FROH	empirical_FROH
skane_only	Kexp1p3_D120	rep005	2020	ESkane_mod	2021	Fästan	100	0.0178569417133067	0.0137909296855749	0.0131431546901915	0.00232673552129425	0.0473942825018133	0	0.0538245982806473	0.016125
skane_only	Kexp1p3_D120	rep005	2020	SESkane_mod	2022	SE Skåne	100	0.0491671361713722	0.0237358211810876	0.0574884467007776	0.00270806138011562	0.200297886006596	0.00132459612247144	0.218266139505094	0.1537142857
skane_only	Kexp1p3_D120	rep005	2020	WSkane_mod	2021	Silvåkra	100	0.0211775218320149	0.016820458925143	0.0211186857788203	0.00489064746958527	0.0832158697692627	0.00232963188093705	0.140917850285945	0.061375
skane_only	Kexp1p5_D120	rep001	1951	WSkane_hist	1951	Torna Hällestad	100	0.0263029163567102	0.0188324883871876	0.0224007633556444	0.00307143101736123	0.0880318849346507	0	0.104061035486292	0.0082
skane_only	Kexp1p5_D120	rep001	1956	ESkane_hist	1956	Degeberga	100	0.0301291090312887	0.0175423205192508	0.0356843971215349	0.00221107239700213	0.138346155628032	0	0.149515517553854	0.0084
skane_only	Kexp1p5_D120	rep001	2020	ESkane_mod	2021	Fästan	100	0.0344463534862764	0.0272301804619445	0.0252445690688434	0.00572102159332068	0.0940296317815134	0.00436518924144088	0.108202773284775	0.016125
skane_only	Kexp1p5_D120	rep001	2020	SESkane_mod	2022	SE Skåne	100	0.0389925168700919	0.0287514993880778	0.029652751146233	0.00897126632677574	0.106524567607987	0.00801782628186442	0.124486889996477	0.1537142857
skane_only	Kexp1p5_D120	rep001	2020	WSkane_mod	2021	Silvåkra	100	0.0273000431421202	0.0191186432322265	0.0272287066701302	0.00566767160097242	0.10848437885186	0.00425371853518841	0.124700069813485	0.061375
skane_only	Kexp1p5_D120	rep002	1951	WSkane_hist	1951	Torna Hällestad	100	0.0268883705774356	0.015903937429929	0.0390063251586772	0.00446017886238573	0.160803810833914	0.00181653478957745	0.219497573262195	0.0082
skane_only	Kexp1p5_D120	rep002	1956	ESkane_hist	1956	Degeberga	100	0.0182467133250272	0.0158992632267941	0.0148435751638785	0.0030687961613068	0.0465261885271916	0.00222078879992753	0.107659025300041	0.0084
skane_only	Kexp1p5_D120	rep002	2020	ESkane_mod	2021	Fästan	100	0.0878090316476607	0.0706960699351691	0.0622520498314255	0.00708091094692693	0.193757259863847	0.00592909755495791	0.261081928761116	0.016125
skane_only	Kexp1p5_D120	rep002	2020	SESkane_mod	2022	SE Skåne	100	0.037926449336659	0.0302483327021499	0.0254536572782294	0.00971494182188693	0.0955750383253298	0.00236180438053332	0.101570397228982	0.1537142857
skane_only	Kexp1p5_D120	rep002	2020	WSkane_mod	2021	Silvåkra	100	0.0329548988721948	0.0194817945985735	0.0367343756283044	0.00404883413752869	0.129243256616231	0.0012082234056306	0.149287178857066	0.061375
skane_only	Kexp1p5_D120	rep003	1951	WSkane_hist	1951	Torna Hällestad	100	0.0257794757444753	0.0147400350250179	0.040377601538273	0.00278533414793589	0.205786167912148	0	0.218124958648797	0.0082
skane_only	Kexp1p5_D120	rep003	1956	ESkane_hist	1956	Degeberga	100	0.035627113456442	0.017681322540211	0.0508639399099921	0.00221120590877122	0.165440360292743	0	0.289433134852723	0.0084
skane_only	Kexp1p5_D120	rep003	2020	ESkane_mod	2021	Fästan	100	0.0228581694017986	0.0172439520588935	0.0176223244176295	0.00414810284940973	0.0650029804178263	0.00314990933853621	0.0670208227744118	0.016125
skane_only	Kexp1p5_D120	rep003	2020	SESkane_mod	2022	SE Skåne	100	0.0367084945499935	0.0181070992822807	0.0365262774779116	0.00422469309872095	0.119755555150237	0.00108730745188321	0.143675228013864	0.1537142857
skane_only	Kexp1p5_D120	rep003	2020	WSkane_mod	2021	Silvåkra	100	0.0216222742616838	0.0161393003435824	0.0168174746706181	0.00488940305984184	0.0616725099693522	0.00373674779482201	0.0692328442154205	0.061375
skane_only	Kexp1p5_D120	rep004	1951	WSkane_hist	1951	Torna Hällestad	100	0.0401864989490274	0.0214088936605358	0.0566060980539772	0.00292510495910228	0.224444337187407	0	0.33746027766626	0.0082
skane_only	Kexp1p5_D120	rep004	1956	ESkane_hist	1956	Degeberga	100	0.0270750667210217	0.0209444689689467	0.0336632758673746	0.00295069273498162	0.155572978281896	0	0.171878206897172	0.0084
skane_only	Kexp1p5_D120	rep004	2020	ESkane_mod	2021	Fästan	100	0.0226733287489989	0.0210747359113965	0.00926386596440717	0.00845197400249535	0.0463329231720082	0.00646630811138487	0.0575277938189887	0.016125
skane_only	Kexp1p5_D120	rep004	2020	SESkane_mod	2022	SE Skåne	100	0.0537585487283242	0.0419683270830715	0.0413344541310459	0.00980840485620415	0.141924741153366	0.00602619517880037	0.175108996920213	0.1537142857
skane_only	Kexp1p5_D120	rep004	2020	WSkane_mod	2021	Silvåkra	100	0.0297559908435201	0.0163983022002998	0.0366006537441581	0.00465458229564733	0.129829139572428	0.00188107623811248	0.203141145853266	0.061375
skane_only	Kexp1p5_D120	rep005	1951	WSkane_hist	1951	Torna Hällestad	100	0.0183802833538094	0.0129934686662339	0.0182268499374367	0.00357812599988565	0.071800732625819	0.00225133381356251	0.093563043818356	0.0082
skane_only	Kexp1p5_D120	rep005	1956	ESkane_hist	1956	Degeberga	100	0.0278864871059911	0.0177810767494341	0.036074695257234	0.00399801509060026	0.158076797054208	0	0.170842331174368	0.0084
skane_only	Kexp1p5_D120	rep005	2020	ESkane_mod	2021	Fästan	100	0.0492750203121242	0.0350797976860267	0.0499868897756319	0.00417882685790924	0.189395129513904	0.00309144951894186	0.250578032360877	0.016125
skane_only	Kexp1p5_D120	rep005	2020	SESkane_mod	2022	SE Skåne	100	0.0344591861014831	0.0318861225697952	0.0176220132579113	0.0114339349936619	0.072432503565989	0.00701745089207296	0.0957998333711143	0.1537142857
skane_only	Kexp1p5_D120	rep005	2020	WSkane_mod	2021	Silvåkra	100	0.0268809429200258	0.0190253270276525	0.0276059372649834	0.00368321735499085	0.120579756683452	0.00125343534562168	0.152753087569414	0.061375
