CORINE	HILDA	n	row_total	proportion	percent	label
Grassland	Grassland	17	95	0.17894736842105263	17.894736842105264	17.9%
(n = 17)
Grassland	Cropland	36	95	0.37894736842105264	37.89473684210527	37.9%
(n = 36)
Grassland	Forest	29	95	0.30526315789473685	30.526315789473685	30.5%
(n = 29)
Grassland	Urban	5	95	0.05263157894736842	5.263157894736842	5.3%
(n = 5)
Grassland	Other	8	95	0.08421052631578947	8.421052631578947	8.4%
(n = 8)
Cropland	Grassland	2	170	0.011764705882352941	1.1764705882352942	1.2%
(n = 2)
Cropland	Cropland	84	170	0.49411764705882355	49.411764705882355	49.4%
(n = 84)
Cropland	Forest	74	170	0.43529411764705883	43.529411764705884	43.5%
(n = 74)
Cropland	Urban	3	170	0.01764705882352941	1.7647058823529411	1.8%
(n = 3)
Cropland	Other	7	170	0.041176470588235294	4.117647058823529	4.1%
(n = 7)
Forest	Grassland	11	253	0.043478260869565216	4.3478260869565215	4.3%
(n = 11)
Forest	Cropland	31	253	0.1225296442687747	12.25296442687747	12.3%
(n = 31)
Forest	Forest	198	253	0.782608695652174	78.26086956521739	78.3%
(n = 198)
Forest	Urban	7	253	0.02766798418972332	2.766798418972332	2.8%
(n = 7)
Forest	Other	6	253	0.023715415019762844	2.371541501976284	2.4%
(n = 6)
Urban	Grassland	0	114	0	0	
Urban	Cropland	26	114	0.22807017543859648	22.807017543859647	22.8%
(n = 26)
Urban	Forest	17	114	0.14912280701754385	14.912280701754385	14.9%
(n = 17)
Urban	Urban	65	114	0.5701754385964912	57.01754385964912	57.0%
(n = 65)
Urban	Other	6	114	0.05263157894736842	5.263157894736842	5.3%
(n = 6)
Other	Grassland	3	14	0.21428571428571427	21.428571428571427	21.4%
(n = 3)
Other	Cropland	0	14	0	0	
Other	Forest	3	14	0.21428571428571427	21.428571428571427	21.4%
(n = 3)
Other	Urban	1	14	0.07142857142857142	7.142857142857142	7.1%
(n = 1)
Other	Other	7	14	0.5	50	50.0%
(n = 7)
