state	scenario	rep	year	region	roh_class	FROH_contribution
2140 R4	restore_4km	rep005	2140	E	100-250kb	0.00462060732721886
2140 R4	restore_4km	rep005	2140	SE	100-250kb	0.000829823419968268
2140 R4	restore_4km	rep008	2140	NW	100-250kb	0.00617174292874412
2140 R4	restore_4km	rep008	2140	NE	100-250kb	0.00476439717835143
2140 R4	restore_4km	rep008	2140	W	100-250kb	0.00523590290032497
2140 R4	restore_4km	rep008	2140	E	100-250kb	0.00632131742906019
2140 R4	restore_4km	rep008	2140	SE	100-250kb	0.00273207689720095
2140 R4	restore_4km	rep009	2140	NW	100-250kb	0.00417277993040757
2140 R4	restore_4km	rep009	2140	NE	100-250kb	0.00595537638982007
2140 R4	restore_4km	rep009	2140	W	100-250kb	0.00388449005915785
