comparison	scenario	rep	pair	start_fst	end_fst	delta_fst
2140_restoration_vs_statusquo	restore_4km	rep001	NW-E	0.011391686281815187	0.012594607657924252	0.001202921376109065
2140_restoration_vs_statusquo	restore_6km	rep001	NW-E	0.011391686281815187	0.013992086462339631	0.0026004001805244436
1900_to_2020	shared_history	rep001	NW-SE	0.010152133213987951	0.015381339434871045	0.005229206220883093
2020_to_2140	status_quo	rep001	NW-SE	0.015381339434871045	0.014074207709645665	-0.0013071317252253793
2020_to_2140	restore_2km	rep001	NW-SE	0.015381339434871045	0.01750499183548983	0.0021236524006187866
2020_to_2140	restore_4km	rep001	NW-SE	0.015381339434871045	0.014819735910350247	-0.0005616035245207974
2020_to_2140	restore_6km	rep001	NW-SE	0.015381339434871045	0.012670326605662951	-0.0027110128292080933
2140_restoration_vs_statusquo	restore_2km	rep001	NW-SE	0.014074207709645665	0.01750499183548983	0.003430784125844166
2140_restoration_vs_statusquo	restore_4km	rep001	NW-SE	0.014074207709645665	0.014819735910350247	0.0007455282007045819
2140_restoration_vs_statusquo	restore_6km	rep001	NW-SE	0.014074207709645665	0.012670326605662951	-0.001403881103982714
1900_to_2020	shared_history	rep001	NW-NEW01	0.7810535565482072	0.7823520175051923	0.001298460956985159
2020_to_2140	status_quo	rep001	NW-NEW01	0.7823520175051923	0.7835990089568865	0.0012469914516941571
2020_to_2140	restore_2km	rep001	NW-NEW01	0.7823520175051923	0.7832300501808651	0.0008780326756727685
2020_to_2140	restore_4km	rep001	NW-NEW01	0.7823520175051923	0.7842546984274025	0.0019026809222101315
2020_to_2140	restore_6km	rep001	NW-NEW01	0.7823520175051923	0.7828701119964384	0.0005180944912460683
2140_restoration_vs_statusquo	restore_2km	rep001	NW-NEW01	0.7835990089568865	0.7832300501808651	-0.0003689587760213886
2140_restoration_vs_statusquo	restore_4km	rep001	NW-NEW01	0.7835990089568865	0.7842546984274025	0.0006556894705159744
2140_restoration_vs_statusquo	restore_6km	rep001	NW-NEW01	0.7835990089568865	0.7828701119964384	-0.0007288969604480888
1900_to_2020	shared_history	rep001	NW-NEW02	0.01756271263888494	0.0264211503544712	0.00885843771558626
2020_to_2140	status_quo	rep001	NW-NEW02	0.0264211503544712	0.03351925519187549	0.007098104837404293
2020_to_2140	restore_2km	rep001	NW-NEW02	0.0264211503544712	0.03851486590266296	0.01209371554819176
2020_to_2140	restore_4km	rep001	NW-NEW02	0.0264211503544712	0.037983249375304985	0.011562099020833785
2020_to_2140	restore_6km	rep001	NW-NEW02	0.0264211503544712	0.03390200827371737	0.007480857919246173
2140_restoration_vs_statusquo	restore_2km	rep001	NW-NEW02	0.03351925519187549	0.03851486590266296	0.004995610710787468
2140_restoration_vs_statusquo	restore_4km	rep001	NW-NEW02	0.03351925519187549	0.037983249375304985	0.004463994183429493
2140_restoration_vs_statusquo	restore_6km	rep001	NW-NEW02	0.03351925519187549	0.03390200827371737	0.00038275308184188006
1900_to_2020	shared_history	rep001	NE-W	0.004897107061237602	0.008860759279112668	0.003963652217875066
2020_to_2140	status_quo	rep001	NE-W	0.008860759279112668	0.009323592425567495	0.00046283314645482673
2020_to_2140	restore_2km	rep001	NE-W	0.008860759279112668	0.006842482679364506	-0.002018276599748162
2020_to_2140	restore_4km	rep001	NE-W	0.008860759279112668	0.006339767846139524	-0.0025209914329731437
2020_to_2140	restore_6km	rep001	NE-W	0.008860759279112668	0.006070702788216496	-0.0027900564908961718
2140_restoration_vs_statusquo	restore_2km	rep001	NE-W	0.009323592425567495	0.006842482679364506	-0.0024811097462029887
2140_restoration_vs_statusquo	restore_4km	rep001	NE-W	0.009323592425567495	0.006339767846139524	-0.0029838245794279704
2140_restoration_vs_statusquo	restore_6km	rep001	NE-W	0.009323592425567495	0.006070702788216496	-0.0032528896373509985
1900_to_2020	shared_history	rep001	NE-E	0.004478090287759221	0.00876450528262101	0.00428641499486179
2020_to_2140	status_quo	rep001	NE-E	0.00876450528262101	0.006728691276147592	-0.0020358140064734185
2020_to_2140	restore_2km	rep001	NE-E	0.00876450528262101	0.006329403249360545	-0.0024351020332604653
2020_to_2140	restore_4km	rep001	NE-E	0.00876450528262101	0.006925495958272585	-0.0018390093243484257
2020_to_2140	restore_6km	rep001	NE-E	0.00876450528262101	0.007034169954346687	-0.001730335328274324
2140_restoration_vs_statusquo	restore_2km	rep001	NE-E	0.006728691276147592	0.006329403249360545	-0.0003992880267870468
2140_restoration_vs_statusquo	restore_4km	rep001	NE-E	0.006728691276147592	0.006925495958272585	0.00019680468212499285
2140_restoration_vs_statusquo	restore_6km	rep001	NE-E	0.006728691276147592	0.007034169954346687	0.0003054786781990946
1900_to_2020	shared_history	rep001	NE-SE	0.0070913928597528255	0.012503542043634033	0.005412149183881208
2020_to_2140	status_quo	rep001	NE-SE	0.012503542043634033	0.009793882419351994	-0.002709659624282039
2020_to_2140	restore_2km	rep001	NE-SE	0.012503542043634033	0.011087672650008061	-0.0014158693936259723
2020_to_2140	restore_4km	rep001	NE-SE	0.012503542043634033	0.00901588599944103	-0.003487656044193004
2020_to_2140	restore_6km	rep001	NE-SE	0.012503542043634033	0.006985129733588831	-0.0055184123100452025
2140_restoration_vs_statusquo	restore_2km	rep001	NE-SE	0.009793882419351994	0.011087672650008061	0.0012937902306560667
2140_restoration_vs_statusquo	restore_4km	rep001	NE-SE	0.009793882419351994	0.00901588599944103	-0.0007779964199109649
2140_restoration_vs_statusquo	restore_6km	rep001	NE-SE	0.009793882419351994	0.006985129733588831	-0.0028087526857631636
1900_to_2020	shared_history	rep001	NE-NEW01	0.7805861839921394	0.7832712866644423	0.0026851026723029303
2020_to_2140	status_quo	rep001	NE-NEW01	0.7832712866644423	0.7841547771070331	0.0008834904425907286
2020_to_2140	restore_2km	rep001	NE-NEW01	0.7832712866644423	0.7830733878854566	-0.00019789877898579444
2020_to_2140	restore_4km	rep001	NE-NEW01	0.7832712866644423	0.7830691235147624	-0.00020216314967991256
2020_to_2140	restore_6km	rep001	NE-NEW01	0.7832712866644423	0.7834089689382451	0.00013768227380273057
2140_restoration_vs_statusquo	restore_2km	rep001	NE-NEW01	0.7841547771070331	0.7830733878854566	-0.001081389221576523
2140_restoration_vs_statusquo	restore_4km	rep001	NE-NEW01	0.7841547771070331	0.7830691235147624	-0.0010856535922706412
2140_restoration_vs_statusquo	restore_6km	rep001	NE-NEW01	0.7841547771070331	0.7834089689382451	-0.000745808168787998
1900_to_2020	shared_history	rep001	NE-NEW02	0.020153400969027752	0.03222399506455477	0.012070594095527017
2020_to_2140	status_quo	rep001	NE-NEW02	0.03222399506455477	0.04191160263050168	0.009687607565946908
2020_to_2140	restore_2km	rep001	NE-NEW02	0.03222399506455477	0.04292980356663946	0.01070580850208469
2020_to_2140	restore_4km	rep001	NE-NEW02	0.03222399506455477	0.0400297131625127	0.00780571809795793
2020_to_2140	restore_6km	rep001	NE-NEW02	0.03222399506455477	0.0396491784667836	0.0074251834022288285
2140_restoration_vs_statusquo	restore_2km	rep001	NE-NEW02	0.04191160263050168	0.04292980356663946	0.0010182009361377822
2140_restoration_vs_statusquo	restore_4km	rep001	NE-NEW02	0.04191160263050168	0.0400297131625127	-0.0018818894679889786
2140_restoration_vs_statusquo	restore_6km	rep001	NE-NEW02	0.04191160263050168	0.0396491784667836	-0.0022624241637180798
1900_to_2020	shared_history	rep001	W-E	0.002290828090011675	0.005804409521511864	0.003513581431500189
2020_to_2140	status_quo	rep001	W-E	0.005804409521511864	0.005497369726696184	-0.0003070397948156797
2020_to_2140	restore_2km	rep001	W-E	0.005804409521511864	0.0034784873139514652	-0.002325922207560399
2020_to_2140	restore_4km	rep001	W-E	0.005804409521511864	0.0042859019882114675	-0.0015185075333003966
2020_to_2140	restore_6km	rep001	W-E	0.005804409521511864	0.0039580487098036556	-0.0018463608117082085
2140_restoration_vs_statusquo	restore_2km	rep001	W-E	0.005497369726696184	0.0034784873139514652	-0.002018882412744719
2140_restoration_vs_statusquo	restore_4km	rep001	W-E	0.005497369726696184	0.0042859019882114675	-0.0012114677384847169
2140_restoration_vs_statusquo	restore_6km	rep001	W-E	0.005497369726696184	0.0039580487098036556	-0.0015393210168925288
1900_to_2020	shared_history	rep001	W-SE	0.003445198868574158	0.007104840600174455	0.0036596417316002968
2020_to_2140	status_quo	rep001	W-SE	0.007104840600174455	0.0051857751747741414	-0.0019190654254003132
