comparison	scenario	rep	region	start_pi	end_pi	delta_pi	retention	percent_change
1900_to_2020	shared_history	rep004	W	0.00021893736149879747	0.00021770065113008342	-1.236710368714047e-06	0.9943513050479471	-0.5648694952052891
2020_to_2140	status_quo	rep004	W	0.00021770065113008342	0.00021680437338425355	-8.962777458298749e-07	0.9958829808676396	-0.41170191323604
2020_to_2140	restore_2km	rep004	W	0.00021770065113008342	0.00021765706082398184	-4.3590306101579665e-08	0.9997997695189459	-0.02002304810541089
2020_to_2140	restore_4km	rep004	W	0.00021770065113008342	0.00021792633549117056	2.2568436108713315e-07	1.0010366728804696	0.10366728804696024
2020_to_2140	restore_6km	rep004	W	0.00021770065113008342	0.0002177164857102398	1.5834580156386417e-08	1.0000727355663577	0.007273556635767342
2140_restoration_vs_statusquo	restore_2km	rep004	W	0.00021680437338425355	0.00021765706082398184	8.526874397282952e-07	1.0039329808085422	0.3932980808542208
2140_restoration_vs_statusquo	restore_4km	rep004	W	0.00021680437338425355	0.00021792633549117056	1.121962106917008e-06	1.0051749975768638	0.5174997576863793
2140_restoration_vs_statusquo	restore_6km	rep004	W	0.00021680437338425355	0.0002177164857102398	9.121123259862613e-07	1.0042070753082535	0.4207075308253483
1900_to_2020	shared_history	rep004	E	0.00021921446303475322	0.00021741626525322957	-1.798197781523647e-06	0.991797084204072	-0.8202915795928023
2020_to_2140	status_quo	rep004	E	0.00021741626525322957	0.0002161875191936743	-1.2287460595552624e-06	0.9943484170417327	-0.5651582958267287
2020_to_2140	restore_2km	rep004	E	0.00021741626525322957	0.0002173620703356585	-5.419491757108013e-08	0.9997507320001658	-0.024926799983415737
2020_to_2140	restore_4km	rep004	E	0.00021741626525322957	0.000217346257456613	-7.000779661656045e-08	0.9996780011075297	-0.03219988924703099
2020_to_2140	restore_6km	rep004	E	0.00021741626525322957	0.00021862103881454292	1.2047735613133505e-06	1.0055413221265213	0.5541322126521253
2140_restoration_vs_statusquo	restore_2km	rep004	E	0.0002161875191936743	0.0002173620703356585	1.1745511419841822e-06	1.0054330201223687	0.5433020122368681
2140_restoration_vs_statusquo	restore_4km	rep004	E	0.0002161875191936743	0.000217346257456613	1.158738262938702e-06	1.0053598758488025	0.5359875848802487
2140_restoration_vs_statusquo	restore_6km	rep004	E	0.0002161875191936743	0.00021862103881454292	2.433519620868613e-06	1.0112565222541294	1.125652225412943
1900_to_2020	shared_history	rep004	SE	0.00021709746140817236	0.0002158396286209684	-1.2578327872039483e-06	0.9942061377454845	-0.5793862254515503
2020_to_2140	status_quo	rep004	SE	0.0002158396286209684	0.00021488341239583249	-9.562162251359227e-07	0.995569783773048	-0.4430216226952055
2020_to_2140	restore_2km	rep004	SE	0.0002158396286209684	0.00021719309098776018	1.3534623667917707e-06	1.0062706852093808	0.6270685209380789
2020_to_2140	restore_4km	rep004	SE	0.0002158396286209684	0.00021580204952369243	-3.7579097275977896e-08	0.9998258934306176	-0.01741065693824373
2020_to_2140	restore_6km	rep004	SE	0.0002158396286209684	0.00021708703040561642	1.2474017846480156e-06	1.0057792991612238	0.5779299161223772
2140_restoration_vs_statusquo	restore_2km	rep004	SE	0.00021488341239583249	0.00021719309098776018	2.3096785919276934e-06	1.0107485197027357	1.0748519702735715
2140_restoration_vs_statusquo	restore_4km	rep004	SE	0.00021488341239583249	0.00021580204952369243	9.186371278599448e-07	1.0042750490492385	0.42750490492384774
2140_restoration_vs_statusquo	restore_6km	rep004	SE	0.00021488341239583249	0.00021708703040561642	2.2036180097839383e-06	1.0102549470208744	1.0254947020874372
1900_to_2020	shared_history	rep004	NEW01	3.8702882274790745e-05	3.810845980329669e-05	-5.944224714940553e-07	0.9846413900837242	-1.53586099162758
2020_to_2140	status_quo	rep004	NEW01	3.810845980329669e-05	3.7251678086559294e-05	-8.567817167373957e-07	0.9775172830085546	-2.248271699144544
2020_to_2140	restore_2km	rep004	NEW01	3.810845980329669e-05	3.709618959841506e-05	-1.012270204881632e-06	0.9734371262940923	-2.656287370590771
2020_to_2140	restore_4km	rep004	NEW01	3.810845980329669e-05	3.8585059688380436e-05	4.765998850837463e-07	1.012506406387028	1.2506406387027935
2020_to_2140	restore_6km	rep004	NEW01	3.810845980329669e-05	3.789084102323939e-05	-2.1761878005729858e-07	0.9942894889696258	-0.5710511030374232
2140_restoration_vs_statusquo	restore_2km	rep004	NEW01	3.7251678086559294e-05	3.709618959841506e-05	-1.5548848814423636e-07	0.9958260004345861	-0.4173999565413866
2140_restoration_vs_statusquo	restore_4km	rep004	NEW01	3.7251678086559294e-05	3.8585059688380436e-05	1.333381601821142e-06	1.03579386675475	3.5793866754749937
2140_restoration_vs_statusquo	restore_6km	rep004	NEW01	3.7251678086559294e-05	3.789084102323939e-05	6.391629366800971e-07	1.017157963600859	1.7157963600858972
1900_to_2020	shared_history	rep004	NEW02	0.00021849933896226877	0.00021548783908128375	-3.0114998809850234e-06	0.9862173501517776	-1.3782649848222417
2020_to_2140	status_quo	rep004	NEW02	0.00021548783908128375	0.0002054991638794334	-9.98867520185035e-06	0.9536462231723316	-4.635377682766839
2020_to_2140	restore_2km	rep004	NEW02	0.00021548783908128375	0.0002072562042958825	-8.231634785401255e-06	0.9618000030976401	-3.8199996902359867
2020_to_2140	restore_4km	rep004	NEW02	0.00021548783908128375	0.0001850718819765102	-3.0415957104773555e-05	0.858850702506231	-14.114929749376904
2020_to_2140	restore_6km	rep004	NEW02	0.00021548783908128375	0.0002057418542127085	-9.745984868575252e-06	0.9547724599674555	-4.522754003254448
2140_restoration_vs_statusquo	restore_2km	rep004	NEW02	0.0002054991638794334	0.0002072562042958825	1.7570404164490947e-06	1.0085501098071619	0.8550109807161865
2140_restoration_vs_statusquo	restore_4km	rep004	NEW02	0.0002054991638794334	0.0001850718819765102	-2.0427281902923205e-05	0.9005967639123441	-9.940323608765588
2140_restoration_vs_statusquo	restore_6km	rep004	NEW02	0.0002054991638794334	0.0002057418542127085	2.4269033327509746e-07	1.001180979662854	0.11809796628539093
1900_to_2020	shared_history	rep005	NW	0.0002202740416700796	0.00021924021502441312	-1.033826645666471e-06	0.9953066342369342	-0.4693365763065782
2020_to_2140	status_quo	rep005	NW	0.00021924021502441312	0.0002184835477843421	-7.566672400710064e-07	0.9965486840998274	-0.3451315900172558
2020_to_2140	restore_2km	rep005	NW	0.00021924021502441312	0.00021749851247863827	-1.7417025457748471e-06	0.9920557341837085	-0.7944265816291485
2020_to_2140	restore_4km	rep005	NW	0.00021924021502441312	0.0002202728119402357	1.0325969158225833e-06	1.0047098882643752	0.47098882643752393
2020_to_2140	restore_6km	rep005	NW	0.00021924021502441312	0.00021853942815516956	-7.00786869243554e-07	0.9968035660375286	-0.3196433962471379
2140_restoration_vs_statusquo	restore_2km	rep005	NW	0.0002184835477843421	0.00021749851247863827	-9.850353057038407e-07	0.9954914897909103	-0.4508510209089711
2140_restoration_vs_statusquo	restore_4km	rep005	NW	0.0002184835477843421	0.0002202728119402357	1.7892641558935897e-06	1.0081894686077677	0.8189468607767703
2140_restoration_vs_statusquo	restore_6km	rep005	NW	0.0002184835477843421	0.00021853942815516956	5.588037082745242e-08	1.0002557646623471	0.025576466234711326
1900_to_2020	shared_history	rep005	NE	0.00021988300928098807	0.00021836357678755954	-1.519432493428532e-06	0.9930898139951921	-0.6910186004807861
2020_to_2140	status_quo	rep005	NE	0.00021836357678755954	0.00021705258350259102	-1.3109932849685165e-06	0.993996282236007	-0.6003717763993
2020_to_2140	restore_2km	rep005	NE	0.00021836357678755954	0.00021689150336051143	-1.4720734270481082e-06	0.9932586127746009	-0.6741387225399076
2020_to_2140	restore_4km	rep005	NE	0.00021836357678755954	0.00021895073661927207	5.871598317125349e-07	1.002688909205237	0.26889092052369
2020_to_2140	restore_6km	rep005	NE	0.00021836357678755954	0.00021984868535094467	1.4851085633851326e-06	1.0068010818710391	0.6801081871039116
2140_restoration_vs_statusquo	restore_2km	rep005	NE	0.00021705258350259102	0.00021689150336051143	-1.6108014207959166e-07	0.9992578750297267	-0.07421249702732613
2140_restoration_vs_statusquo	restore_4km	rep005	NE	0.00021705258350259102	0.00021895073661927207	1.8981531166810514e-06	1.0087451302631392	0.8745130263139167
2140_restoration_vs_statusquo	restore_6km	rep005	NE	0.00021705258350259102	0.00021984868535094467	2.796101848353649e-06	1.01288214037001	1.2882140370009898
1900_to_2020	shared_history	rep005	W	0.00021950491075636158	0.00021924845421436687	-2.564565419947121e-07	0.9988316592047485	-0.11683407952515212
2020_to_2140	status_quo	rep005	W	0.00021924845421436687	0.00021959049995346454	3.420457390976674e-07	1.0015600827851823	0.15600827851822707
2020_to_2140	restore_2km	rep005	W	0.00021924845421436687	0.00021876146672895796	-4.869874854089085e-07	0.9977788327532163	-0.2221167246783673
2020_to_2140	restore_4km	rep005	W	0.00021924845421436687	0.00022028091368979152	1.0324594754246535e-06	1.004709084399816	0.4709084399816099
2020_to_2140	restore_6km	rep005	W	0.00021924845421436687	0.00021928402957536634	3.557536099946723e-08	1.0001622604872036	0.016226048720358044
2140_restoration_vs_statusquo	restore_2km	rep005	W	0.00021959049995346454	0.00021876146672895796	-8.290332245065759e-07	0.9962246398424237	-0.3775360157576291
2140_restoration_vs_statusquo	restore_4km	rep005	W	0.00021959049995346454	0.00022028091368979152	6.904137363269861e-07	1.0031440965637097	0.31440965637097307
2140_restoration_vs_statusquo	restore_6km	rep005	W	0.00021959049995346454	0.00021928402957536634	-3.064703780982002e-07	0.998604355023723	-0.13956449762769774
1900_to_2020	shared_history	rep005	E	0.00021832307527348133	0.00021936891710308722	1.0458418296058897e-06	1.004790340316963	0.47903403169629044
2020_to_2140	status_quo	rep005	E	0.00021936891710308722	0.0002178896244384906	-1.4792926645966085e-06	0.9932565985913973	-0.6743401408602745
2020_to_2140	restore_2km	rep005	E	0.00021936891710308722	0.00021829436469848762	-1.074552404599599e-06	0.9951016195968427	-0.48983804031572653
2020_to_2140	restore_4km	rep005	E	0.00021936891710308722	0.00021953726711865305	1.6835001556583622e-07	1.0007674287578614	0.07674287578613992
2020_to_2140	restore_6km	rep005	E	0.00021936891710308722	0.0002183772050877071	-9.917120153801046e-07	0.995479250075734	-0.45207499242659877
2140_restoration_vs_statusquo	restore_2km	rep005	E	0.0002178896244384906	0.00021829436469848762	4.047402599970096e-07	1.0018575471917952	0.18575471917952058
2140_restoration_vs_statusquo	restore_4km	rep005	E	0.0002178896244384906	0.00021953726711865305	1.6476426801624448e-06	1.007561822571444	0.7561822571443999
2140_restoration_vs_statusquo	restore_6km	rep005	E	0.0002178896244384906	0.0002183772050877071	4.87580649216504e-07	1.00223774147334	0.22377414733401046
1900_to_2020	shared_history	rep005	SE	0.0002176983652793139	0.00021814621842088105	4.478531415671484e-07	1.0020572186703953	0.2057218670395322
2020_to_2140	status_quo	rep005	SE	0.00021814621842088105	0.0002162991931308698	-1.8470252900112667e-06	0.9915330859119103	-0.846691408808975
2020_to_2140	restore_2km	rep005	SE	0.00021814621842088105	0.0002161620565522096	-1.984161868671448e-06	0.9909044406864606	-0.9095559313539447
2020_to_2140	restore_4km	rep005	SE	0.00021814621842088105	0.00021848124023246093	3.3502181157987515e-07	1.0015357672207432	0.15357672207432227
2020_to_2140	restore_6km	rep005	SE	0.00021814621842088105	0.00021807329544116285	-7.292297971820284e-08	0.9996657151325103	-0.03342848674896537
2140_restoration_vs_statusquo	restore_2km	rep005	SE	0.0002162991931308698	0.0002161620565522096	-1.3713657866018113e-07	0.9993659866378826	-0.0634013362117436
2140_restoration_vs_statusquo	restore_4km	rep005	SE	0.0002162991931308698	0.00021848124023246093	2.182047101591142e-06	1.0100880963539745	1.0088096353974452
2140_restoration_vs_statusquo	restore_6km	rep005	SE	0.0002162991931308698	0.00021807329544116285	1.7741023102930639e-06	1.0082020754891103	0.8202075489110339
1900_to_2020	shared_history	rep005	NEW01	3.871975850846557e-05	3.87084883961359e-05	-1.1270112329669674e-08	0.9997089312339795	-0.02910687660204747
2020_to_2140	status_quo	rep005	NEW01	3.87084883961359e-05	3.707061845137667e-05	-1.6378699447592332e-06	0.9576870600577951	-4.231293994220486
2020_to_2140	restore_2km	rep005	NEW01	3.87084883961359e-05	3.820421958957514e-05	-5.04268806560758e-07	0.9869726556769627	-1.3027344323037315
2020_to_2140	restore_4km	rep005	NEW01	3.87084883961359e-05	3.8100951217546866e-05	-6.075371785890348e-07	0.9843048074527838	-1.5695192547216186
2020_to_2140	restore_6km	rep005	NEW01	3.87084883961359e-05	3.843258042149999e-05	-2.759079746359139e-07	0.9928721583800348	-0.7127841619965158
2140_restoration_vs_statusquo	restore_2km	rep005	NEW01	3.707061845137667e-05	3.820421958957514e-05	1.1336011381984752e-06	1.0305795043502	3.057950435019996
2140_restoration_vs_statusquo	restore_4km	rep005	NEW01	3.707061845137667e-05	3.8100951217546866e-05	1.0303327661701983e-06	1.0277937841129257	2.7793784112925657
2140_restoration_vs_statusquo	restore_6km	rep005	NEW01	3.707061845137667e-05	3.843258042149999e-05	1.3619619701233193e-06	1.0367396614089328	3.673966140893281
1900_to_2020	shared_history	rep005	NEW02	0.00021880112913326194	0.00021647345308338303	-2.327676049878913e-06	0.9893616817285197	-1.0638318271480318
2020_to_2140	status_quo	rep005	NEW02	0.00021647345308338303	0.00020488395592781582	-1.1589497155567203e-05	0.9464622705902739	-5.353772940972612
2020_to_2140	restore_2km	rep005	NEW02	0.00021647345308338303	0.0002064851345042168	-9.988318579166221e-06	0.9538589215587611	-4.614107844123893
2020_to_2140	restore_4km	rep005	NEW02	0.00021647345308338303	0.0002117433512979135	-4.730101785469529e-06	0.9781492754973168	-2.1850724502683216
2020_to_2140	restore_6km	rep005	NEW02	0.00021647345308338303	0.00020931651943278446	-7.1569336505985625e-06	0.9669385157918565	-3.3061484208143477
2140_restoration_vs_statusquo	restore_2km	rep005	NEW02	0.00020488395592781582	0.0002064851345042168	1.6011785764009814e-06	1.0078150510573172	0.7815051057317168
2140_restoration_vs_statusquo	restore_4km	rep005	NEW02	0.00020488395592781582	0.0002117433512979135	6.859395370097674e-06	1.0334794168681238	3.3479416868123835
2140_restoration_vs_statusquo	restore_6km	rep005	NEW02	0.00020488395592781582	0.00020931651943278446	4.43256350496864e-06	1.0216345076162543	2.1634507616254295
