sit_uid	site	site_category	total_sum	lat	lon	county	datasource	clc_code	clc_name	habitat_hilda	presence	in_study_region	clc_index_extracted	hilda_code	hilda_class	clc_code_extracted	clc_name_extracted
1025	Härön 4280	T	24	6435670.85182727	292397.436067036	Västra Götalands län	Länsstyrelsen i Västra Götalands län	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	0	ocean / no data	333	Sparsely vegetated areas
1027	Härön slåtteräng	T	16	6435388.5569679	292274.886167735	Västra Götalands län	Länsstyrelsen i Västra Götalands län	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	77	water	333	Sparsely vegetated areas
3899	Fårö, Skärsviken	P	72	6434555.30604906	754130.035774973	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	0	ocean / no data	312	Coniferous forest
3705	Kråkvik	T	284	6434525.24897744	600517.231932972	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	211	Non-irrigated arable land	Cropland	0	FALSE	12	44	forest	211	Non-irrigated arable land
3743	Tomåla	T	188	6434093.97368096	599815.555395581	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	211	Non-irrigated arable land	Cropland	0	FALSE	12	44	forest	211	Non-irrigated arable land
2656	Kalbjärga	T	1300	6433851.25339415	748262.851612179	Gotlands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	44	forest	333	Sparsely vegetated areas
2654	Ekeviken, Fårö	P	702	6433636.13684235	750930.233174877	Gotlands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	FALSE	12	22	cropland	211	Non-irrigated arable land
3700	Hökdalen	T	288	6433506.90957523	601640.120760958	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	211	Non-irrigated arable land	Cropland	0	FALSE	12	44	forest	211	Non-irrigated arable land
3167	Södra Anrås	P	2	6433274.16670079	312544.145809107	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	0	FALSE	18	22	cropland	231	Pastures
3751	Östra Ed	T	253	6433106.56028982	599174.50640103	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
447	Svedjan	T	1037	6432969.76031884	338262.219434352	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
3704	Kleva, Edsbruk	T	334	6432749.78627314	586625.952263932	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	211	Non-irrigated arable land	Cropland	0	FALSE	12	44	forest	211	Non-irrigated arable land
2833	Skärhamn	P	270	6432617.21189287	297208.053173677	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	FALSE	2	22	cropland	112	Discontinuous urban fabric
3664	Skalasandsvik, Fårö	P	24	6432044.29348295	755956.917716216	Gotlands län	Svensk Dagfjärilsövervakning, LU	523	Sea and ocean	Other	0	FALSE	44	44	forest	523	Sea and ocean
809	Elinstigen	T	65	6431616.42267676	310728.020044271	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	77	water	312	Coniferous forest
794	Sudersand, Gotland	T	560	6431352.27645314	751598.470293935	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	0	ocean / no data	312	Coniferous forest
2919	Svalsjö Fjärilsruta	P	1373	6430683.57341992	525090.908982977	Östergötlands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	FALSE	12	44	forest	211	Non-irrigated arable land
3657	Sudersand södra, Fårö	P	138	6430587.99219207	750230.693443774	Gotlands län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0	FALSE	21	22	cropland	243	Land principally occupied by agriculture with significant areas of natural vegetation
4340	Ringvida	T	2158	6430232.69283986	749449.991793996	Gotlands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	FALSE	12	77	water	211	Non-irrigated arable land
785	Ranebolund	T	111	6430229.21132212	316667.153958593	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	0	FALSE	23	44	forest	311	Broad-leaved forest
3661	Fårö, St. Hoburga punkt	P	98	6430153.72906373	748698.988287304	Gotlands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	55	unmanaged grass / shrubland	333	Sparsely vegetated areas
3677	Björnhällen	T	145	6430061.82983523	600390.565303245	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	0	FALSE	24	0	ocean / no data	312	Coniferous forest
798	Fårö, Gåsmorahammaren	T	3840	6429614.59826072	749773.350857029	Gotlands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	77	water	333	Sparsely vegetated areas
2814	Asklanda	P	1	6429409.53640886	377838.850803829	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	0	FALSE	23	44	forest	311	Broad-leaved forest
2759	Brobacka	P	576	6428999.26492255	348500.080783775	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
3662	Alnäsaudden 2	T	914	6428988.99325658	748462.915016179	Gotlands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	55	unmanaged grass / shrubland	333	Sparsely vegetated areas
2854	Alnäsaudden, Fårö	T	2770	6428971.80892169	748531.115334662	Gotlands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	55	unmanaged grass / shrubland	333	Sparsely vegetated areas
2664	Friggars, Fårö	P	2	6428950.61245767	746588.509950982	Gotlands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	55	unmanaged grass / shrubland	333	Sparsely vegetated areas
3730	Stora Askö	T	145	6428545.88123114	603965.794894936	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0	FALSE	21	44	forest	243	Land principally occupied by agriculture with significant areas of natural vegetation
3685	Flatvarp	T	177	6428503.39085533	606520.690559191	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
3660	St. Hoburga - Fårö museum	T	46	6428426.95855326	747786.675313129	Gotlands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	0	ocean / no data	333	Sparsely vegetated areas
1034	Kurebo	T	114	6427865.24482653	408395.399368508	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
443	Hedebacke 1:2	P	183	6427721.79487093	358783.853004164	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	FALSE	12	22	cropland	211	Non-irrigated arable land
3707	Lilla Askö	T	148	6427467.42560426	603151.864895585	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
361	Ådala fjärilssträcka	T	62	6427456.40707992	489635.985197455	Jönköpings län	Svensk Dagfjärilsövervakning, LU	313	Mixed forest	Forest	0	FALSE	25	22	cropland	313	Mixed forest
848	Föllingsö	P	23	6426501.20563325	535667.381282589	Östergötlands län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	0	FALSE	18	55	unmanaged grass / shrubland	231	Pastures
3693	Hellerö	T	645	6426341.20302408	597496.693408254	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	211	Non-irrigated arable land	Cropland	0	FALSE	12	44	forest	211	Non-irrigated arable land
3733	Stora Sandered	T	368	6426108.70271791	602477.245479799	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
2754	Varden	T	121	6425808.86119358	744328.191711719	Gotlands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	22	cropland	333	Sparsely vegetated areas
602	Blomsholm punkt	P	167	6425755.54401501	414451.76681333	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	324	Transitional woodland-shrub	Unmanaged grass/shrubland	0	FALSE	29	44	forest	324	Transitional woodland-shrub
2722	Tolleröd	P	28	6425579.04210441	316260.949182068	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	313	Mixed forest	Forest	0	FALSE	25	44	forest	313	Mixed forest
3695	Horsö brygga	T	173	6425230.8902537	603564.458492795	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
435	Älebräckevägen 12	P	111	6424756.41254843	328894.57042182	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	0	FALSE	18	22	cropland	231	Pastures
3722	Sandered	T	155	6424171.62088121	603688.069112183	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
3727	Snörum	T	494	6424000.49792375	597975.507873057	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
3659	Klintängarna, Fårö	T	2	6423852.65248235	744549.525534868	Gotlands län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0	FALSE	21	55	unmanaged grass / shrubland	243	Land principally occupied by agriculture with significant areas of natural vegetation
3710	Mistekärr A	T	419	6423331.31635736	601382.654792679	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0	FALSE	21	44	forest	243	Land principally occupied by agriculture with significant areas of natural vegetation
2685	Kattkroken	P	38	6422669.71603078	301858.141811144	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	0	FALSE	23	77	water	311	Broad-leaved forest
2693	Smörholmen	P	140	6422549.6859617	298835.378506911	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	0	ocean / no data	333	Sparsely vegetated areas
425	Sjöhagsvägen 8	P	107	6422478.40536667	344364.204096789	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	FALSE	2	44	forest	112	Discontinuous urban fabric
883	Linneberg, 200 m SSV	T	190	6422057.02383773	528575.719226513	Östergötlands län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	0	FALSE	18	44	forest	231	Pastures
424	Torstövägen 5	P	86	6422055.79392721	344042.425234418	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	FALSE	2	22	cropland	112	Discontinuous urban fabric
844	Koön, Marstrand	T	1322	6421334.8391839	298954.81549198	Västra Götalands län	Trafikverket	311	Broad-leaved forest	Forest	0	FALSE	23	44	forest	311	Broad-leaved forest
3697	Hulöhamn B	T	338	6420864.66952521	606307.895276197	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
299	Målvik	P	535	6420636.82095138	521980.858535559	Östergötlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
1042	Nol 5668	T	9	6418392.53426706	330447.679700928	Västra Götalands län	Länsstyrelsen i Västra Götalands län	313	Mixed forest	Forest	0	TRUE	25	44	forest	313	Mixed forest
1043	Nol 6363	T	73	6418319.13467636	330494.529476409	Västra Götalands län	Länsstyrelsen i Västra Götalands län	313	Mixed forest	Forest	0	TRUE	25	44	forest	313	Mixed forest
891	Stora Viken	T	1327	6418237.51083812	323568.421121421	Västra Götalands län	Trafikverket	231	Pastures	Pasture/Rangeland	0	TRUE	18	11	urban	231	Pastures
2704	Lyckan 6	P	224	6418055.59052465	319126.134779665	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	TRUE	2	11	urban	112	Discontinuous urban fabric
2699	Runneröd	P	537	6417776.01660804	310435.512443636	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	TRUE	12	44	forest	211	Non-irrigated arable land
2703	Bräcke 200	P	202	6416654.06906174	307368.70431253	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
1055	Åfärd	T	7	6416237.78140698	413263.897768228	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211	Non-irrigated arable land	Cropland	0	TRUE	12	22	cropland	211	Non-irrigated arable land
450	Hällen, Jennylund	P	29	6416049.02281109	325266.574613871	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	412	Peat bogs	Other	0	TRUE	36	44	forest	412	Peat bogs
3731	Stora Hallmare A	T	171	6415909.43572109	604092.52060199	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
3732	Stora Hallmare B	T	252	6415635.67914951	604610.659975514	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	0	TRUE	24	0	ocean / no data	312	Coniferous forest
3624	Bondegatan 82, Alingsås	P	46	6415633.14880702	349226.268109398	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	TRUE	2	44	forest	112	Discontinuous urban fabric
2710	Hållsungamyren	P	329	6415382.99283638	307132.013952142	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	324	Transitional woodland-shrub	Unmanaged grass/shrubland	0	TRUE	29	44	forest	324	Transitional woodland-shrub
2709	Åkerhög 350	P	321	6415101.66681182	305163.53342097503	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	TRUE	32	44	forest	333	Sparsely vegetated areas
59	Uppegårds-Nyhamn Lärbro	P	523	6415093.76773586	724125.814747577	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
1048	Sandslätt, vägen	T	8	6415029.87750591	402073.577692846	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
2822	Klangstorp 11	P	214	6414257.10326632	361985.8921354	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
3176	Rute Valleviksvägen	P	236	6413973.91942563	734361.208797422	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
734	Glöskär 6:46	P	59	6413842.59134171	306351.856153189	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
479	Flateby Harestad	P	156	6413464.54194772	310854.721188649	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	TRUE	12	22	cropland	211	Non-irrigated arable land
106	Lärbo, Angelbos 1920	P	1930	6413383.69448905	724944.123541723	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
629	Blåbärsåsvägen 72	P	314	6413201.97324901	343736.253473609	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	313	Mixed forest	Forest	0	TRUE	25	44	forest	313	Mixed forest
3724	Segersgärde B	T	5	6413196.19155992	590426.26458028	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0	TRUE	21	0	ocean / no data	243	Land principally occupied by agriculture with significant areas of natural vegetation
3723	Segersgärde A	T	684	6412814.27044433	590256.860369302	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	231	Pastures	Pasture/Rangeland	0	TRUE	18	0	ocean / no data	231	Pastures
3640	Nääs	T	799	6411740.51733687	345391.782484399	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	TRUE	12	44	forest	211	Non-irrigated arable land
36	Granshult 7:2	P	948	6411183.42115179	446590.331719637	Jönköpings län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	TRUE	12	22	cropland	211	Non-irrigated arable land
677	Lingonvägen, Floda	P	497	6411027.61986219	342600.809383686	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	TRUE	2	11	urban	112	Discontinuous urban fabric
1028	Höga	T	10	6410717.31812386	307599.4069013	Västra Götalands län	Länsstyrelsen i Västra Götalands län	231	Pastures	Pasture/Rangeland	0	TRUE	18	44	forest	231	Pastures
1035	Lilla Rydet	T	1	6410530.42344602	424419.842703387	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
1058	Önnarp	T	90	6410496.89566087	415482.327026478	Västra Götalands län	Länsstyrelsen i Västra Götalands län	311	Broad-leaved forest	Forest	0	TRUE	23	44	forest	311	Broad-leaved forest
309	Lärbro Kajlungs	T	230	6410286.75210412	727020.838911476	Gotlands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	FALSE	12	22	cropland	211	Non-irrigated arable land
1014	Bryngelsgärde 9055	T	2	6409933.71067704	353459.973975198	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211	Non-irrigated arable land	Cropland	0	TRUE	12	44	forest	211	Non-irrigated arable land
1015	Bryngelsgärde 9074	T	1	6409909.54937174	353529.225020239	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211	Non-irrigated arable land	Cropland	0	TRUE	12	44	forest	211	Non-irrigated arable land
1016	Bryngelsgärde slåtteräng	T	18	6409880.72273084	353458.606546089	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211	Non-irrigated arable land	Cropland	0	TRUE	12	44	forest	211	Non-irrigated arable land
1041	Mölarps ö	T	50	6409539.3451709	382431.663516676	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211	Non-irrigated arable land	Cropland	0	TRUE	12	44	forest	211	Non-irrigated arable land
4202	Furilden	T	64	6409336.88914766	738268.153236146	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	55	unmanaged grass / shrubland	312	Coniferous forest
3973	Mölarp övre	P	53	6409335.92881061	382472.068343566	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	TRUE	12	44	forest	211	Non-irrigated arable land
3602	Forsvidens naturreservat, slinga	T	1450	6409301.47877084	719186.370711258	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
4085	Forsvidens naturreservat, slinga 2	T	273	6409066.81275132	719380.146915268	Gotlands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	FALSE	32	44	forest	333	Sparsely vegetated areas
344	Sundsö	P	326	6408686.05085302	509744.550741056	Östergötlands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	0	TRUE	23	77	water	311	Broad-leaved forest
423	Flylidenvägen 27	P	61	6407182.43179213	340730.686740917	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
3656	Visby - Fårö, väg 148	T	116	6406501.83023388	719778.668657559	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	FALSE	24	44	forest	312	Coniferous forest
2889	Aspenäs	P	237	6406257.76082544	336856.851161001	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	TRUE	2	11	urban	112	Discontinuous urban fabric
706	Åtorps Udde 12	P	162	6406112.99600245	337205.383547472	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	TRUE	2	11	urban	112	Discontinuous urban fabric
3189	Lindvägen 17	P	244	6405862.39654376	406532.749134795	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	TRUE	2	44	forest	112	Discontinuous urban fabric
3774	Trulsegårdsslingan	T	69	6405382.79566512	312660.056030489	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	0	TRUE	23	22	cropland	311	Broad-leaved forest
967	Bergsjön	T	8	6404493.73055846	325278.384778127	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	TRUE	24	11	urban	312	Coniferous forest
3813	Bohus-Björkö	P	60	6404491.74126208	302881.441684273	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	0	TRUE	23	55	unmanaged grass / shrubland	311	Broad-leaved forest
789	Toleredsskogen	T	498	6402402.83803499	316125.561905827	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	141	Green urban areas	Urban	0	TRUE	10	11	urban	141	Green urban areas
2752	Borås Ryda	T	21	6402213.20932975	376655.889963036	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	121	Industrial or commercial units	Urban	0	TRUE	3	11	urban	121	Industrial or commercial units
3772	Torpakolonin Göteborg	T	8	6401597.55655538	324034.610633278	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	TRUE	2	11	urban	112	Discontinuous urban fabric
3924	Furulund-Prästtjärn	T	39	6401320.97801787	328840.178721451	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	TRUE	24	11	urban	312	Coniferous forest
2617	Råbäcksgatan	P	33	6400904.97048078	324959.336601138	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	TRUE	2	44	forest	112	Discontinuous urban fabric
125	Marbäck 10:3	P	24	6400810.34916999	404900.708993221	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	TRUE	12	77	water	211	Non-irrigated arable land
108	Hejnum Bjärs	T	766	6400668.15556614	716647.484391485	Gotlands län	Svensk Dagfjärilsövervakning, LU	242	Complex cultivation patterns	Cropland	0	FALSE	20	44	forest	242	Complex cultivation patterns
62	Väskinds 2:3	P	37	6400552.36514841	700706.734193423	Gotlands län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0	FALSE	21	44	forest	243	Land principally occupied by agriculture with significant areas of natural vegetation
2912	Maderna SV	T	36	6400048.39402962	330493.409496326	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
625	Ersdalsvägen 65	P	19	6400045.78521721	298886.821837783	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	0	TRUE	32	55	unmanaged grass / shrubland	333	Sparsely vegetated areas
3784	Korpebo	T	167	6399515.84993795	405143.010705737	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	0	TRUE	23	44	forest	311	Broad-leaved forest
118	Drevstigen 6, 433 50 Öjersjö	P	633	6399187.30882487	329606.168274182	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	TRUE	2	11	urban	112	Discontinuous urban fabric
712	Odlingslotterna, Stora Torps Odlareförening	P	132	6398895.3479244	322628.611035196	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	0	TRUE	23	11	urban	311	Broad-leaved forest
2670	Kolshester slinga	T	1028	6398703.4527351	503098.802468522	Jönköpings län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	0	TRUE	12	44	forest	211	Non-irrigated arable land
2913	Ängen, Partille golfbana	T	73	6398456.82289349	328103.719375337	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	TRUE	2	44	forest	112	Discontinuous urban fabric
3799	Sandslätt	P	102	6397768.3593615	404360.1915983	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
119	Sjöbergen	P	272	6397722.46493866	315110.919833507	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	141	Green urban areas	Urban	0	TRUE	10	11	urban	141	Green urban areas
4309	Botaniska trädgården i Göteborg	P	12	6397325.87246473	318399.738876484	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	0	TRUE	23	44	forest	311	Broad-leaved forest
1029	Klippan norr	T	8	6396940.84261914	349863.740254924	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
2668	Göteborgs botaniska trädgård	T	32	6396932.67906939	318532.345959195	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	0	TRUE	23	44	forest	311	Broad-leaved forest
1030	Klippan söder	T	2	6396804.20957768	349888.354133634	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
1050	Skog 1666	T	5	6396723.48461865	398701.345059541	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
1049	Skog 372	T	8	6396613.3744737	398771.622076257	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
2881	Bråts skjutfält	T	890	6396175.09337021	375632.325589653	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	0	TRUE	18	44	forest	231	Pastures
2917	Safjällets naturreservat	T	281	6396044.75574766	320510.78209316003	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	0	TRUE	24	11	urban	312	Coniferous forest
3148	Källängen	P	5	6395250.79192647	312918.638281846	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	TRUE	2	11	urban	112	Discontinuous urban fabric
1040	Målsryd 7667	T	11	6394144.82739363	381739.403155112	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
1039	Målsryd 6558	T	11	6394015.10197245	381672.980776017	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312	Coniferous forest	Forest	0	TRUE	24	44	forest	312	Coniferous forest
2853	Botaniska trädgården, Visby	T	470	6393860.39525576	696603.914960817	Gotlands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	FALSE	2	77	water	112	Discontinuous urban fabric
115	Kryddträdgården Botaniska trädgården	P	46	6393823.02409462	696656.352731432	Gotlands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	0	FALSE	2	77	water	112	Discontinuous urban fabric
