sit_uid	site	site_category	total_sum	lat	lon	county	datasource	clc_code	clc_name	habitat_hilda	presence	in_study_region	clc_index_extracted	hilda_code	hilda_class	clc_code_extracted	clc_name_extracted
847	Linneberg, Tidersrum	P	2	6422221.48486906	528702.715289216	Östergötlands län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1	FALSE	18	44	forest	231	Pastures
3696	Hulöhamn A	T	1	6420693.23876407	605933.029538046	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312	Coniferous forest	Forest	1	FALSE	24	44	forest	312	Coniferous forest
293	Boarp, Vireda	T	11	6420524.23172158	477165.478495991	Jönköpings län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	FALSE	12	44	forest	211	Non-irrigated arable land
411	Längs Nordre älv, Kungälv	T	2	6417590.06987724	319730.344115623	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	22	cropland	211	Non-irrigated arable land
592	Bjärkefall, Hästhagen	P	1	6416854.77717776	531094.943750322	Östergötlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
756	Bjärkefall slinga	T	10	6416854.77717776	531094.943750322	Östergötlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
446	Sandliden, Bohus	T	23	6415839.61748226	323881.860977379	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
107	Hällen, Angelbos	T	18	6413241.37892996	724664.847891691	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	FALSE	24	44	forest	312	Coniferous forest
1036	Långsered A	T	1	6412461.40830869	415266.005620799	Västra Götalands län	Länsstyrelsen i Västra Götalands län	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	1	TRUE	21	44	forest	243	Land principally occupied by agriculture with significant areas of natural vegetation
1037	Långsered B	T	1	6412431.73721133	415376.308401286	Västra Götalands län	Länsstyrelsen i Västra Götalands län	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	1	TRUE	21	44	forest	243	Land principally occupied by agriculture with significant areas of natural vegetation
193	Gripenbergsgatan, Norrängen	P	3	6407938.05822642	456933.66998059	Jönköpings län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
253	Sjögården	P	1	6407788.98677949	396506.590297965	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	22	cropland	311	Broad-leaved forest
3183	Rönnåsen	P	1	6405371.91308044	408990.434553229	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
111	Slite motionsslinga	T	49	6402116.5126366	725843.293614082	Gotlands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1	FALSE	2	11	urban	112	Discontinuous urban fabric
624	Ersdalens naturreservat	P	2	6400112.52004008	298616.189035638	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	333	Sparsely vegetated areas	Sparse/no vegetation	1	TRUE	32	55	unmanaged grass / shrubland	333	Sparsely vegetated areas
3184	Nolskogen	P	3	6399983.43408408	411760.324800995	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
770	Kristiansfält-Osdal Borås	T	1	6397385.507829	375299.08286391	Västra Götalands län	Trafikverket	231	Pastures	Pasture/Rangeland	1	TRUE	18	44	forest	231	Pastures
846	Österås, N Byasjön	P	2	6397323.44312112	518347.881003396	Östergötlands län	Svensk Dagfjärilsövervakning, LU	242	Complex cultivation patterns	Cropland	1	TRUE	20	44	forest	242	Complex cultivation patterns
3304	Betesvallen Barkeryd	P	2	6397066.34450895	475902.506709054	Jönköpings län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
3898	Åhsbergska hagen, Visby	P	2	6396209.19806477	698209.754903509	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	FALSE	24	77	water	312	Coniferous forest
571	Risatorpet	P	7	6393919.47165014	495307.57528253	Jönköpings län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
307	Tjelderstrand	P	4	6392615.90881573	724706.496238684	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	FALSE	24	0	ocean / no data	312	Coniferous forest
48	Blomstervägen 23	P	3	6390355.24356323	696720.59839017	Gotlands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1	FALSE	2	44	forest	112	Discontinuous urban fabric
185	Visby Kungsladugårdshällarna	T	1	6390286.45626321	694467.715044178	Gotlands län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1	FALSE	18	55	unmanaged grass / shrubland	231	Pastures
395	Alvered 1:14	P	2	6390220.85850262	322170.173468638	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	142	Sport and leisure facilities	Urban	1	TRUE	11	44	forest	142	Sport and leisure facilities
114	Gotlands Veteranbilsmuseum	P	1	6389719.08053536	694177.502214431	Gotlands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1	FALSE	2	11	urban	112	Discontinuous urban fabric
792	Sinnerum	P	4	6382058.55082643	587511.597147657	Kalmar län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	1	TRUE	21	44	forest	243	Land principally occupied by agriculture with significant areas of natural vegetation
708	Nasumemyr, Tofta skjutfält	T	3	6381743.73621631	688084.1574405	Gotlands län	Svensk Dagfjärilsövervakning, LU	412	Peat bogs	Other	1	FALSE	36	55	unmanaged grass / shrubland	412	Peat bogs
526	Bådagården	T	1	6380656.11980441	333503.539245507	Hallands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
4060	Rönnstigen 15	P	4	6376034.93082724	688537.917221094	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	FALSE	24	44	forest	312	Coniferous forest
32	Gamla Mörtforsvägen	T	5	6374558.72244457	589130.264321542	Kalmar län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
4070	Ishult Ängsbacka punkt	P	6	6371123.91392455	576013.532335989	Kalmar län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
4071	Ishult slinga	T	3	6371113.68631472	576162.612926081	Kalmar län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
773	Backgården- Bäckaholm, Revesjö	T	2	6370132.84161785	383501.008744955	Västra Götalands län	Trafikverket	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
704	Granstorp	P	2	6367967.22284731	518578.684373896	Jönköpings län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
174	Buttlegårde 130	P	4	6367875.60598966	709985.053820434	Gotlands län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	1	FALSE	21	44	forest	243	Land principally occupied by agriculture with significant areas of natural vegetation
173	Buttle Kalkbrott	P	5	6367562.87679094	709667.8017248	Gotlands län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	1	FALSE	21	44	forest	243	Land principally occupied by agriculture with significant areas of natural vegetation
51	Bildstenar, Ängegård Buttle	T	2	6366883.55168567	710560.761253366	Gotlands län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	1	FALSE	21	22	cropland	243	Land principally occupied by agriculture with significant areas of natural vegetation
274	Fjäle ängar	T	4	6366578.54509692	717551.612931377	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	FALSE	24	44	forest	312	Coniferous forest
767	Grustäkt Holsljunga	P	1	6366442.26860993	376220.517495268	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
768	Skjutbana Holsljunga	P	2	6366297.39160775	375803.450679665	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
200	Tyrvalds 105	P	1	6366015.01726744	696601.774297468	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	FALSE	24	22	cropland	312	Coniferous forest
766	Bredgården Holsljunga	P	1	6365803.02450981	377857.270724695	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	44	forest	211	Non-irrigated arable land
3560	Skogslund, Rödja	T	1	6365672.22607488	487412.15577056	Jönköpings län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
3627	Smalspåret, Sävsjö	T	4	6362835.31985194	481175.199700748	Jönköpings län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
44	Ljugarns föräldrakooperativ Bikupan	P	2	6361022.54916353	722729.996651553	Gotlands län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1	FALSE	2	44	forest	112	Discontinuous urban fabric
368	Karintorp	P	10	6360201.89271996	524651.743629477	Jönköpings län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
110	Nymans Fröjel - slinga	T	13	6359584.75266785	691448.735552738	Gotlands län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	1	FALSE	21	22	cropland	243	Land principally occupied by agriculture with significant areas of natural vegetation
56	Mallgårds Klint	T	3	6357784.6016961	698416.157507787	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	FALSE	24	44	forest	312	Coniferous forest
57	Russparkens vinterhage	T	10	6357439.83544775	700793.943593631	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	FALSE	24	44	forest	312	Coniferous forest
961	Fröjel, Frejs väg	T	4	6356630.55115858	690722.859703966	Gotlands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	FALSE	24	0	ocean / no data	312	Coniferous forest
2676	Lairu	P	4	6352985.71008601	717275.83640736	Gotlands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	FALSE	12	22	cropland	211	Non-irrigated arable land
50	När Graunänge	P	4	6351692.22841361	720261.854460438	Gotlands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	FALSE	12	22	cropland	211	Non-irrigated arable land
2638	Toratorpet Mjöbäck	P	1	6351671.07862464	371433.206731068	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	1	TRUE	21	44	forest	243	Land principally occupied by agriculture with significant areas of natural vegetation
3115	Norrskog	T	12	6351257.20327428	496570.642046297	Jönköpings län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
55	Kodings 2:1	P	1	6348132.04262334	704596.773002611	Gotlands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	FALSE	12	22	cropland	211	Non-irrigated arable land
45	Rone Domerarve	T	5	6346564.48356012	710106.693046148	Gotlands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	FALSE	12	22	cropland	211	Non-irrigated arable land
219	Domerarve punkt	P	1	6346345.00762496	710233.27781764	Gotlands län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	FALSE	12	22	cropland	211	Non-irrigated arable land
3929	Dödevi strandängar	T	56	6340886.15075546	625020.919531599	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	231	Pastures	Pasture/Rangeland	1	TRUE	18	22	cropland	231	Pastures
3936	Syd Gåsekärr	T	2	6338255.70826097	616905.831554346	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	324	Transitional woodland-shrub	Unmanaged grass/shrubland	1	TRUE	29	55	unmanaged grass / shrubland	324	Transitional woodland-shrub
524	Gamla grustaget, Norrhult	P	6	6331946.83837268	511159.943979935	Kronobergs län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
3766	Prästakullens koloniområde	P	3	6331217.4514901	335405.897743276	Hallands län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	1	TRUE	21	22	cropland	243	Land principally occupied by agriculture with significant areas of natural vegetation
618	Gullaskruv	P	2	6303619.40977678	541236.358963365	Kalmar län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1	TRUE	2	44	forest	112	Discontinuous urban fabric
4284	Skede ås	T	6	6301239.59356051	607790.043188313	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	231	Pastures	Pasture/Rangeland	1	TRUE	18	22	cropland	231	Pastures
3938	Skede ås södra	T	68	6300561.97094882	607469.105369874	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	231	Pastures	Pasture/Rangeland	1	TRUE	18	22	cropland	231	Pastures
485	Stibbetorp 106	P	2	6300396.46112722	540390.61785374	Kalmar län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
354	Slättingebygd	P	1	6300364.38753101	559814.062239899	Kalmar län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	1	TRUE	21	44	forest	243	Land principally occupied by agriculture with significant areas of natural vegetation
575	Sörby Tall	P	2	6298598.45557517	605688.666625364	Kalmar län	Svensk Dagfjärilsövervakning, LU	243	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	1	TRUE	21	44	forest	243	Land principally occupied by agriculture with significant areas of natural vegetation
4245	Fjärilsslingan Karum	T	3	6295311.09814544	600922.545342565	Kalmar län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	22	cropland	311	Broad-leaved forest
37	Lammakulla Mellangård	T	143	6289876.47019509	451608.484145214	Kronobergs län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1	TRUE	18	44	forest	231	Pastures
3286	Fagerhults naturreservat	T	1	6289661.95456203	453510.20442196	Kronobergs län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
2885	Dyestad	T	9	6287309.54786221	600794.789530164	Kalmar län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
3285	Moen	T	1	6286910.24422371	455559.738118169	Kronobergs län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
480	Vapnö	T	3	6285217.36519115	367503.366550428	Hallands län	Svensk Dagfjärilsövervakning, LU	131	Mineral extraction sites	Urban	1	TRUE	7	22	cropland	131	Mineral extraction sites
973	Rosenborg	T	5	6282616.76128566	599270.381674842	Kalmar län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
38	Strandvägen	P	1	6279833.47121457	590514.320369383	Kalmar län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1	TRUE	2	0	ocean / no data	112	Discontinuous urban fabric
100	Dörby Malm	P	15	6277365.96627765	600623.802353297	Kalmar län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	22	cropland	211	Non-irrigated arable land
178	Djäknabygd, Stenbrohult socken	T	44	6274455.16372452	450514.400623052	Kronobergs län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
2880	Stora Frö	P	1	6269989.59238152	586989.942135891	Kalmar län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	22	cropland	211	Non-irrigated arable land
2908	Kleva strand	T	4	6267636.07816905	585701.926178237	Kalmar län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	77	water	211	Non-irrigated arable land
3928	Bjärby-Parteby alvar	T	4	6256381.94070109	590296.842026131	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	333	Sparsely vegetated areas	Sparse/no vegetation	1	TRUE	32	44	forest	333	Sparsely vegetated areas
240	Ulvered	T	4	6251804.64312344	384347.364389978	Hallands län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
498	Segerstad södra	T	1	6246980.10325686	595479.773742016	Kalmar län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	22	cropland	211	Non-irrigated arable land
76	Linjevägen pkt 13 - slinga	T	4	6245227.63834264	496757.020750042	Blekinge län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
81	Bårabygd tåtelhörnet	P	2	6239433.28490756	504227.16613795	Blekinge län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
78	Bårabygd kfukslok	P	1	6239427.86067149	504703.057313592	Blekinge län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
79	Bårabygd klyvningen	P	17	6239397.81023408	504612.442070767	Blekinge län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
77	Bårabygd altanen	P	4	6239381.96345688	504539.654024813	Blekinge län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
80	Bårabygd ängen	P	7	6239356.63656837	504510.961049748	Blekinge län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
300	Lilla Silpinge - slinga	T	2	6238029.20360752	511605.968556935	Blekinge län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	44	forest	211	Non-irrigated arable land
3271	Västerviks gård	P	1	6234879.78054584	463641.211430119	Skåne län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
387	Klören	T	3	6232319.14507665	363644.565886053	Skåne län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
19	Vankiva skola	T	1	6229406.01386371	422621.236525137	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	22	cropland	211	Non-irrigated arable land
634	Äppleskogen	P	2	6224593.95536616	361992.878972442	Skåne län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1	TRUE	2	22	cropland	112	Discontinuous urban fabric
1102	Ignaberga flygplats slinga 1	T	1	6221631.69221138	430495.573310389	Skåne län	Länsstyrelsen i Malmö län	211	Non-irrigated arable land	Cropland	1	TRUE	12	44	forest	211	Non-irrigated arable land
422	Barum 2:12	P	2	6220487.46890921	459428.340873895	Skåne län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
603	Horsakärr	T	11	6218033.36199086	390891.579191414	Skåne län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
550	Kjugekull slinga	T	1	6214751.86482757	460284.015525738	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1	TRUE	23	22	cropland	311	Broad-leaved forest
549	Kjugekull transekter	T	2	6214606.91140408	460539.602464482	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1	TRUE	23	22	cropland	311	Broad-leaved forest
659	Näsby fält - Norra transekter	T	12	6213999.4591586	445927.923400027	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1	TRUE	23	55	unmanaged grass / shrubland	311	Broad-leaved forest
660	Näsby fält - Norra slinga	T	10	6213999.4591586	445927.923400027	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1	TRUE	23	55	unmanaged grass / shrubland	311	Broad-leaved forest
661	Näsby fält - Södra transekter	T	2	6212811.6267727	446668.478296003	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1	TRUE	18	22	cropland	231	Pastures
662	Näsby fält - Södra slinga	T	16	6212022.95871833	446153.914393944	Skåne län	Länsstyrelsen i Malmö län	142	Sport and leisure facilities	Urban	1	TRUE	11	22	cropland	142	Sport and leisure facilities
202	Kungsborg	T	17	6210508.47693838	439634.464303345	Skåne län	Svensk Dagfjärilsövervakning, LU	131	Mineral extraction sites	Urban	1	TRUE	7	22	cropland	131	Mineral extraction sites
835	Tosteberga ängar transekter	T	1	6207628.71862732	466269.730122957	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1	TRUE	18	0	ocean / no data	231	Pastures
663	Norra Mosslunda transekter	T	12	6203587.85732458	443431.58733855	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1	TRUE	18	55	unmanaged grass / shrubland	231	Pastures
664	Norra Mosslunda slinga	T	18	6203587.85732458	443431.58733855	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1	TRUE	18	55	unmanaged grass / shrubland	231	Pastures
887	Rugerup	T	11	6202905.73172926	400209.656125095	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	44	forest	211	Non-irrigated arable land
3950	Rinkaby skjutfält	T	1	6202141.24282574	457465.435476975	Skåne län	Biogeografisk uppföljning av fjärilar, LU	231	Pastures	Pasture/Rangeland	1	TRUE	18	44	forest	231	Pastures
635	Holma ängar	P	3	6202027.95534468	409960.162411423	Skåne län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1	TRUE	18	11	urban	231	Pastures
74	Snogehall	T	1	6201322.56108703	407926.372836163	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	22	cropland	211	Non-irrigated arable land
2743	Östra Sandar, Rinkaby skjutfält	T	13	6200997.61197645	457455.782628933	Skåne län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
565	Södra Rörum N transekter	T	2	6198985.00392723	419953.931924631	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
668	Ry transekter	T	1	6198618.18661293	404353.658730505	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
1068	Älleköpinge slinga	T	4	6198516.57626713	451447.278261992	Skåne län	Länsstyrelsen i Malmö län	211	Non-irrigated arable land	Cropland	1	TRUE	12	22	cropland	211	Non-irrigated arable land
242	Prästabonnens gård	T	2	6198509.73121052	416996.864840023	Skåne län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1	TRUE	2	44	forest	112	Discontinuous urban fabric
842	Sånnarna slinga	T	1	6198333.29205281	453216.659215198	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1	TRUE	18	55	unmanaged grass / shrubland	231	Pastures
477	Mariedal - Östra Vram slinga 2	T	2	6198247.0064717	439299.722842703	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1	TRUE	18	22	cropland	231	Pastures
543	Södra Rörum S slinga	T	1	6197888.49449581	420809.323143236	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
839	Ekebo transekter	T	1	6197699.37457054	439824.877283236	Skåne län	Länsstyrelsen i Malmö län	211	Non-irrigated arable land	Cropland	1	TRUE	12	22	cropland	211	Non-irrigated arable land
738	Danskens äng	T	23	6197556.66098706	416695.124505187	Skåne län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	44	forest	311	Broad-leaved forest
585	Flintabacken slinga	T	1	6196322.88823457	454480.566663217	Skåne län	Länsstyrelsen i Malmö län	312	Coniferous forest	Forest	1	TRUE	24	44	forest	312	Coniferous forest
2884	Dösjebro-ån-gamla tippen	T	2	6188127.45185154	376050.275533986	Skåne län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1	TRUE	2	22	cropland	112	Discontinuous urban fabric
63	Trunelän, Maglehem	T	123	6181324.3380112	444952.437453613	Skåne län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1	TRUE	23	22	cropland	311	Broad-leaved forest
3946	Kumlan	T	1	6180132.00302885	445566.050308094	Skåne län	Biogeografisk uppföljning av fjärilar, LU	231	Pastures	Pasture/Rangeland	1	TRUE	18	44	forest	231	Pastures
287	Fru Hammars väg 6	P	3	6175673.64242194	443648.77904404	Skåne län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1	TRUE	2	44	forest	112	Discontinuous urban fabric
17	NV Krankesjön	T	7	6174534.28923638	404470.209251792	Skåne län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1	TRUE	18	44	forest	231	Pastures
2949	Klammersbäck transekter	T	2	6174073.32122708	448116.447186567	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1	TRUE	18	55	unmanaged grass / shrubland	231	Pastures
4201	Vitemölla	T	6	6173930.96114514	449799.374746218	Skåne län	Biogeografisk uppföljning av fjärilar, LU	231	Pastures	Pasture/Rangeland	1	TRUE	18	0	ocean / no data	231	Pastures
643	Vitemölla strandbackar transekter	T	2	6173376.11350124	447986.614272845	Skåne län	Länsstyrelsen i Malmö län	211	Non-irrigated arable land	Cropland	1	TRUE	12	22	cropland	211	Non-irrigated arable land
183	Silvåkratornet	P	1	6172718.46848745	405440.863202069	Skåne län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1	TRUE	18	22	cropland	231	Pastures
1085	Kaninlandet	T	1	6171198.68930745	400066.179417732	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	11	urban	211	Non-irrigated arable land
3278	Dalby fälad no 5	T	2	6171012.42521251	398402.169686069	Skåne län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1	TRUE	18	44	forest	231	Pastures
6	Rökepipan	T	4	6170800.35223422	396925.37038342	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1	TRUE	12	44	forest	211	Non-irrigated arable land
