sit_uid	sit_name	reg_code	sum	sit_length_equivalent	count_per_1000m_equivalent	date	year	week	day_of_year	lat	lon	site_category	county	corine_1
686	Jordberg, östra infarten	VGotSve	3	392.7	7.63941940412529	2014/06/18	2014	25	169	6648763.80452173	399290.669653897		Värmlands län	24.0
686	Jordberg, östra infarten	VGotSve	1	392.7	2.54647313470843	2014/06/23	2014	26	174	6648763.80452173	399290.669653897		Värmlands län	24.0
686	Jordberg, östra infarten	VGotSve	1	392.7	2.54647313470843	2014/07/06	2014	27	187	6648763.80452173	399290.669653897		Värmlands län	24.0
687	Jordberg	VGotSve	1	392.7	2.54647313470843	2014/07/06	2014	27	187	6648803.70799418	399120.262805855		Värmlands län	24.0
688	Jordberg, västra infarten	VGotSve	1	392.7	2.54647313470843	2014/06/12	2014	24	163	6648672.3885831	398842.993822813		Värmlands län	24.0
688	Jordberg, västra infarten	VGotSve	1	392.7	2.54647313470843	2014/07/06	2014	27	187	6648672.3885831	398842.993822813		Värmlands län	24.0
689	Åsen, Sunne	VGotSve	1	392.7	2.54647313470843	2014/06/06	2014	23	157	6648510.9483979	397652.520495646		Värmlands län	12.0
689	Åsen, Sunne	VGotSve	1	392.7	2.54647313470843	2014/06/12	2014	24	163	6648510.9483979	397652.520495646		Värmlands län	12.0
689	Åsen, Sunne	VGotSve	2	392.7	5.09294626941686	2014/07/06	2014	27	187	6648510.9483979	397652.520495646		Värmlands län	12.0
690	Höglunda, östra infarten	VGotSve	1	392.7	2.54647313470843	2014/06/12	2014	24	163	6648383.46004173	396869.443013551		Värmlands län	12.0
690	Höglunda, östra infarten	VGotSve	1	392.7	2.54647313470843	2014/06/18	2014	25	169	6648383.46004173	396869.443013551		Värmlands län	12.0
690	Höglunda, östra infarten	VGotSve	2	392.7	5.09294626941686	2014/07/06	2014	27	187	6648383.46004173	396869.443013551		Värmlands län	12.0
