sit_uid	radius_m	land_cells	p_cropland	p_forest	p_urban	p_grassland	p_other	buffer_cells	terrestrial_frac
407	2000	1252	0	0.3426517571884984	0.5295527156549521	0.12779552715654952	0	1252	1
407	5000	6536	0.07466340269277846	0.5362607099143207	0.27402080783353733	0.10113219094247246	0.013922888616891066	7822	0.8355919202250064
407	10000	21918	0.32858837485172004	0.4991331325850899	0.10475408340177024	0.06022447303586093	0.007299936125558902	31285	0.7005913377017741
409	500	77	0.7922077922077922	0.2077922077922078	0	0	0	77	1
409	1000	311	0.44694533762057875	0.4758842443729904	0	0	0.07717041800643087	311	1
409	2000	1224	0.1707516339869281	0.7573529411764706	0.0016339869281045752	0.0196078431372549	0.05065359477124183	1249	0.9799839871897518
409	5000	4125	0.08848484848484849	0.8082424242424242	0.00896969696969697	0.07927272727272727	0.015030303030303031	7815	0.527831094049904
410	500	77	0	0	1	0	0	77	1
410	1000	311	0	0	1	0	0	311	1
410	2000	1245	0.018473895582329317	0	0.9815261044176706	0	0	1245	1
410	5000	7823	0.6057778345903106	0.0014061101879074523	0.36482167966253354	0.027994375559248372	0	7823	1
410	10000	31150	0.7735794542536115	0.019101123595505618	0.18420545746388442	0.023113964686998396	0	31304	0.9950805008944544
411	500	74	0.28378378378378377	0.013513513513513514	0.3918918918918919	0.04054054054054054	0.2702702702702703	74	1
411	1000	310	0.17096774193548386	0.1870967741935484	0.44516129032258067	0.04838709677419355	0.14838709677419354	310	1
411	2000	1246	0.10272873194221509	0.3812199036918138	0.3739967897271268	0.05377207062600321	0.08828250401284109	1246	1
411	5000	7811	0.2269875816156702	0.4781718089873256	0.19421328895147869	0.04877736525412879	0.05184995519139675	7811	1
411	10000	31254	0.27193319255135345	0.5343636014590133	0.11371344467908108	0.035291482690215654	0.044698278620336596	31262	0.9997440982662658
412	500	74	0	0.20270270270270271	0	0.4864864864864865	0.3108108108108108	74	1
412	1000	311	0	0.5401929260450161	0	0.24758842443729903	0.21221864951768488	311	1
412	2000	1249	0.04243394715772618	0.8254603682946358	0	0.06164931945556445	0.07045636509207366	1249	1
412	5000	7815	0.345489443378119	0.5902751119641715	0.02034548944337812	0.02380038387715931	0.020089571337172103	7815	1
412	10000	31283	0.29258702809832815	0.6139436754786946	0.032733433494230094	0.040277466994853434	0.020458395933893807	31283	1
415	500	72	0	0.6805555555555556	0	0	0.3194444444444444	77	0.935064935064935
415	1000	230	0.05217391304347826	0.6782608695652174	0	0.05652173913043478	0.21304347826086956	311	0.7395498392282959
415	2000	876	0.2899543378995434	0.58675799086758	0.026255707762557076	0.03767123287671233	0.0593607305936073	1249	0.7013610888710968
415	5000	5343	0.3352049410443571	0.5197454613513007	0.08459666853827438	0.028635597978663673	0.03181733108740408	7822	0.6830733827665558
415	10000	17806	0.22531730877232395	0.6470852521621925	0.08637537908570145	0.026339436145119622	0.014882623834662474	31308	0.5687364251948384
416	500	78	0	0	1	0	0	78	1
416	1000	311	0	0	1	0	0	311	1
416	2000	1252	0	0	1	0	0	1252	1
416	5000	7426	0.17721518987341772	0	0.8103959062752492	0.012388903851333153	0	7823	0.949252205036431
416	10000	24105	0.5044181705040448	0.0037751503837378138	0.4758348890271728	0.015971790085044596	0	31281	0.7705955691953582
417	500	80	0.6625	0.3375	0	0	0	80	1
417	1000	314	0.7802547770700637	0.2197452229299363	0	0	0	314	1
417	2000	1253	0.7557861133280128	0.22426177174780526	0	0.019952114924181964	0	1253	1
417	5000	7834	0.7038549910645903	0.2088332907837631	0.036507531273934135	0.046464130712279804	0.004340056165432729	7834	1
417	10000	29683	0.5269009197183573	0.3666408381902099	0.03837213219688037	0.05770980022234949	0.010376309672202945	31297	0.948429561938844
419	500	54	0	0.8888888888888888	0	0	0.1111111111111111	79	0.6835443037974683
419	1000	184	0.010869565217391304	0.717391304347826	0	0.03804347826086957	0.23369565217391305	315	0.5841269841269842
419	2000	824	0.25485436893203883	0.5910194174757282	0.05339805825242718	0.04004854368932039	0.06067961165048544	1254	0.6570972886762361
419	5000	5309	0.33170088528913166	0.5196835562252778	0.08815219438689019	0.028442267847052175	0.032021096251648146	7828	0.6782064384261625
419	10000	17728	0.22433438628158844	0.6496502707581228	0.0858528880866426	0.02611687725631769	0.01404557761732852	31315	0.566118473574964
420	500	78	0.28205128205128205	0.6025641025641025	0	0	0.11538461538461539	78	1
420	1000	313	0.14376996805111822	0.7763578274760383	0	0	0.07987220447284345	313	1
420	2000	1255	0.16334661354581673	0.8159362549800797	0	0	0.020717131474103586	1255	1
420	5000	7816	0.21699078812691913	0.6956243602865916	0	0.013689866939611054	0.0736949846468782	7816	1
420	10000	31302	0.2150341831192895	0.660213404894256	0.0017890230656188103	0.03622771707878091	0.08673567184205482	31302	1
422	500	78	0	0.5641025641025641	0	0.4358974358974359	0	78	1
422	1000	310	0.2161290322580645	0.36129032258064514	0	0.42258064516129035	0	310	1
422	2000	1251	0.3149480415667466	0.3796962430055955	0	0.26458832933653076	0.0407673860911271	1251	1
422	5000	7830	0.31008939974457217	0.3016602809706258	0.009450830140485313	0.08339719029374201	0.29540229885057473	7830	1
422	10000	31312	0.29359351047521715	0.4030403679100664	0.023409555442003065	0.04538196218702095	0.23457460398569238	31312	1
423	500	79	0.4810126582278481	0.43037974683544306	0	0.08860759493670886	0	79	1
423	1000	314	0.5254777070063694	0.39171974522292996	0	0.08280254777070063	0	314	1
423	2000	1259	0.41382049245432884	0.44797458300238285	0.07307386814932486	0.06513105639396347	0	1259	1
423	5000	7830	0.14227330779054917	0.568837803320562	0.1694763729246488	0.04980842911877394	0.06960408684546615	7830	1
423	10000	31304	0.11771658573984155	0.6551558906210069	0.09040378226424738	0.04098517761308459	0.09573856376181958	31304	1
424	500	79	0.2911392405063291	0.10126582278481013	0.6075949367088608	0	0	79	1
424	1000	313	0.3610223642172524	0.29073482428115016	0.24600638977635783	0	0.10223642172523961	313	1
424	2000	1247	0.34161988773055335	0.21010425020048115	0.0673616680032077	0.034482758620689655	0.34643143544506816	1247	1
424	5000	7810	0.11254801536491678	0.42727272727272725	0.020742637644046096	0.020230473751600513	0.41920614596670935	7810	1
424	10000	31300	0.10872204472843451	0.6089456869009585	0.05447284345047923	0.013067092651757189	0.2147923322683706	31300	1
425	500	78	0.0641025641025641	0.38461538461538464	0.5	0.01282051282051282	0.038461538461538464	78	1
425	1000	312	0.22115384615384615	0.2916666666666667	0.22115384615384615	0.09935897435897435	0.16666666666666666	312	1
425	2000	1256	0.29777070063694266	0.24920382165605096	0.08598726114649681	0.05573248407643312	0.31130573248407645	1256	1
425	5000	7831	0.1155663389094624	0.4392797854680118	0.01532371344655855	0.020176222704635424	0.4096539394713319	7831	1
425	10000	31293	0.1024829834148212	0.613939219633784	0.05630652222541783	0.012942191544434857	0.2143290831815422	31293	1
426	500	79	0	0.6455696202531646	0.02531645569620253	0.3291139240506329	0	79	1
426	1000	316	0	0.620253164556962	0.2088607594936709	0.17088607594936708	0	316	1
426	2000	1251	0	0.7114308553157475	0.14948041566746603	0.04636290967226219	0.09272581934452438	1251	1
426	5000	7822	0.09217591408846842	0.5678854512912299	0.07338276655586806	0.026080286371771927	0.24047558169266173	7822	1
426	10000	31291	0.0797353871720303	0.7021507781790292	0.030743664312422102	0.02195519478444281	0.16541497555207568	31291	1
427	500	78	0	0.8205128205128205	0	0	0.1794871794871795	78	1
427	1000	313	0	0.7763578274760383	0	0	0.22364217252396165	313	1
427	2000	1256	0	0.8670382165605095	0	0.022292993630573247	0.1106687898089172	1256	1
427	5000	7820	0.030818414322250638	0.8505115089514067	0	0.031713554987212275	0.08695652173913043	7820	1
427	10000	31302	0.07481950035141524	0.7829212190914319	0	0.02568525972781292	0.11657402082933997	31302	1
428	500	78	0.24358974358974358	0.01282051282051282	0.6923076923076923	0	0.05128205128205128	78	1
428	1000	312	0.15064102564102563	0.1858974358974359	0.5865384615384616	0	0.07692307692307693	315	0.9904761904761905
428	2000	1061	0.0999057492931197	0.23468426013195098	0.6126295947219604	0	0.0527803958529689	1254	0.8460925039872408
428	5000	6522	0.11974854339159767	0.36016559337626497	0.42118981907390374	0.01349279362158847	0.0854032505366452	7829	0.8330565844935496
428	10000	27593	0.13623020331243432	0.4548254992208169	0.34371036132352406	0.016018555430725185	0.04921538071249955	31278	0.8821855617366839
435	500	78	0.3974358974358974	0.38461538461538464	0	0.21794871794871795	0	78	1
435	1000	312	0.40705128205128205	0.3717948717948718	0.08653846153846154	0.1346153846153846	0	312	1
435	2000	1251	0.33253397282174263	0.42046362909672264	0.16786570743405277	0.07913669064748201	0	1251	1
435	5000	7811	0.376520291896044	0.4364357956727692	0.11163743438740238	0.04404045576750736	0.03136602227627704	7811	1
435	10000	31292	0.2406046273808002	0.6237376965358558	0.05806595935063275	0.027674805061996675	0.04991691167071456	31292	1
438	500	74	0.013513513513513514	0	0.9864864864864865	0	0	74	1
438	1000	307	0.1563517915309446	0.035830618892508145	0.8078175895765473	0	0	307	1
438	2000	1243	0.3829444891391794	0.337087691069992	0.2759452936444087	0.004022526146419952	0	1243	1
438	5000	7808	0.2744620901639344	0.6048924180327869	0.04444159836065574	0.05584016393442623	0.02036372950819672	7808	1
438	10000	31276	0.30483437779767236	0.612482414631027	0.015634991686916486	0.04450697020079294	0.02254124568359125	31276	1
439	500	78	0	0	0.6153846153846154	0	0.38461538461538464	78	1
439	1000	314	0	0	0.7133757961783439	0	0.28662420382165604	314	1
439	2000	1258	0	0	0.8449920508744038	0	0.15500794912559618	1258	1
439	5000	7831	0.009577320904099093	0.03562763376324863	0.8124122078917124	0.0010215808964372365	0.14136125654450263	7831	1
439	10000	29606	0.042558940755252316	0.11582111734107951	0.7354590285752888	0.01675336080524218	0.0894075525231372	31299	0.9459088149781143
440	500	57	0	1	0	0	0	80	0.7125
440	1000	177	0	1	0	0	0	317	0.5583596214511041
440	2000	789	0.21926489226869456	0.7807351077313055	0	0	0	1255	0.6286852589641434
440	5000	6667	0.38923053847307637	0.5488225588720564	0.046347682615869204	0.00839958002099895	0.0071996400179991	7835	0.8509253350350989
440	10000	20009	0.2751761707231746	0.609425758408716	0.03673346993852766	0.06971862661802189	0.008945974311559798	31331	0.6386326641345632
441	500	77	0	0.2987012987012987	0	0.6233766233766234	0.07792207792207792	77	1
441	1000	308	0	0.6623376623376623	0	0.2077922077922078	0.12987012987012986	308	1
441	2000	1248	0	0.7780448717948718	0	0.14583333333333334	0.07612179487179487	1248	1
441	5000	7814	0.009854108011261837	0.7851292551830049	0.0014077297158945482	0.0788328640900947	0.12477604299974406	7814	1
441	10000	31299	0.05057669574107799	0.7734112910955622	0.001341895907217483	0.058052972938432534	0.11661714431770984	31299	1
443	500	76	0.631578947368421	0.3684210526315789	0	0	0	76	1
443	1000	309	0.8543689320388349	0.14563106796116504	0	0	0	309	1
443	2000	1248	0.8181089743589743	0.1762820512820513	0	0.005608974358974359	0	1248	1
443	5000	7820	0.3932225063938619	0.4979539641943734	0.015856777493606138	0.07749360613810742	0.015473145780051151	7820	1
443	10000	31304	0.2181829798108868	0.6533989266547406	0.040537950421671354	0.04571300792231025	0.042167135190391	31304	1
444	500	79	0.5822784810126582	0.4050632911392405	0	0	0.012658227848101266	79	1
444	1000	314	0.40445859872611467	0.47770700636942676	0.01910828025477707	0	0.09872611464968153	314	1
444	2000	1253	0.35514764565043894	0.5291300877893057	0.02314445331205108	0.023942537909018357	0.06863527533918595	1253	1
444	5000	7825	0.25150159744408945	0.4792332268370607	0.008562300319488817	0.044089456869009586	0.21661341853035143	7825	1
444	10000	31311	0.24103350260291911	0.5836926319823704	0.032257034269106706	0.04586247644597745	0.09715435469962633	31311	1
445	500	79	0.08860759493670886	0.9113924050632911	0	0	0	79	1
445	1000	315	0.24126984126984127	0.6761904761904762	0	0.08253968253968254	0	315	1
445	2000	1255	0.2095617529880478	0.6741035856573705	0	0.11633466135458168	0	1255	1
445	5000	7830	0.06590038314176246	0.7094508301404853	0	0.16934865900383142	0.055300127713920816	7830	1
445	10000	31287	0.1928916163262697	0.5993224022757055	0.024898520152139867	0.1422635599450251	0.040623901300859785	31287	1
446	500	78	0	0.5641025641025641	0.4358974358974359	0	0	78	1
446	1000	316	0	0.6867088607594937	0.31329113924050633	0	0	316	1
446	2000	1253	0.04549082202713488	0.6312849162011173	0.18595371109337588	0.052673583399840386	0.08459696727853153	1253	1
446	5000	7826	0.09021211346792742	0.6009455660618451	0.14860720674674163	0.042167135190391	0.11806797853309481	7826	1
446	10000	31294	0.19390298459768646	0.5610021090304851	0.14248737777209688	0.05090432670799514	0.05170320189173643	31294	1
447	500	79	0.012658227848101266	0.9873417721518988	0	0	0	79	1
447	1000	316	0.0379746835443038	0.9620253164556962	0	0	0	316	1
447	2000	1253	0.1707901037509976	0.8260175578611333	0	0.0031923383878691143	0	1253	1
447	5000	7826	0.19792997699974443	0.7586250958343982	0.02146690518783542	0.015972399693329926	0.0060056222846920524	7826	1
447	10000	31289	0.2336603918309949	0.6859918821311004	0.01729042155390073	0.03256735593978714	0.030489948544216817	31289	1
448	500	79	0.06329113924050633	0.5443037974683544	0.3924050632911392	0	0	79	1
448	1000	313	0.16613418530351437	0.4472843450479233	0.34185303514376997	0.04472843450479233	0	313	1
448	2000	1250	0.2264	0.476	0.2408	0.0568	0	1250	1
448	5000	7833	0.2240520873228648	0.6599004212945232	0.050044682752457555	0.046597727562875016	0.019405081067279457	7833	1
448	10000	31289	0.30029722905813544	0.6004985777749369	0.015532615296110453	0.04637412509188533	0.03729745277893189	31289	1
450	500	78	0	0.5256410256410257	0	0.2564102564102564	0.21794871794871795	78	1
450	1000	316	0	0.5981012658227848	0.0189873417721519	0.14873417721518986	0.23417721518987342	316	1
450	2000	1263	0	0.7054631828978623	0.0625494853523357	0.0498812351543943	0.18210609659540775	1263	1
450	5000	7825	0.07450479233226837	0.6566134185303515	0.11680511182108626	0.032843450479233226	0.1192332268370607	7825	1
450	10000	31294	0.17338786987921007	0.581101808653416	0.13836518182399182	0.056432542979484884	0.050712596663897234	31294	1
451	500	78	0	0.23076923076923078	0.7692307692307693	0	0	78	1
451	1000	314	0.18471337579617833	0.12738853503184713	0.6878980891719745	0	0	314	1
451	2000	1258	0.5286168521462639	0.03179650238473768	0.4379968203497615	0.001589825119236884	0	1258	1
451	5000	7282	0.6143916506454271	0.06069761054655314	0.2828893161219445	0.042021422686075255	0	7833	0.9296565811311119
451	10000	23933	0.7452053649772281	0.10433292942798646	0.11782893912171478	0.03121213387373083	0.0014206325993398237	31306	0.764486041014502
452	500	78	0.11538461538461539	0.44871794871794873	0.4358974358974359	0	0	78	1
452	1000	312	0.3173076923076923	0.1282051282051282	0.5544871794871795	0	0	312	1
452	2000	1255	0.5960159362549801	0.03187250996015936	0.36812749003984063	0.00398406374501992	0	1255	1
452	5000	7441	0.6281413788469292	0.05872866550194866	0.2761725574519554	0.036957398199166776	0	7818	0.9517779483243797
452	10000	24408	0.7470091773189118	0.10594886922320551	0.1152490986561783	0.030399868895444118	0.0013929859062602426	31294	0.7799578193902985
453	500	78	0	1	0	0	0	78	1
453	1000	298	0.013422818791946308	0.9865771812080537	0	0	0	310	0.9612903225806452
453	2000	1140	0.02894736842105263	0.9447368421052632	0	0.02631578947368421	0	1249	0.9127301841473179
453	5000	5629	0.11938177296144964	0.8404689998223486	0	0.024160596908864806	0.015988630307337003	7823	0.7195449316119136
453	10000	20290	0.17821586988664367	0.735731887629374	0.026761951700344996	0.023164120256283883	0.036126170527353375	31292	0.6484085389236866
456	500	79	0	0.8987341772151899	0.10126582278481013	0	0	79	1
456	1000	315	0	0.6253968253968254	0.3746031746031746	0	0	315	1
456	2000	1252	0.010383386581469648	0.7060702875399361	0.22763578274760382	0.05591054313099041	0	1252	1
456	5000	7826	0.12177357526194736	0.6767186302070023	0.14899054433938155	0.029900332225913623	0.022616917965755174	7826	1
456	10000	31307	0.10952822052576101	0.6941897978087967	0.08898968281853899	0.028715622704187562	0.07857667614271568	31307	1
457	500	79	0.3924050632911392	0.3670886075949367	0	0.24050632911392406	0	79	1
457	1000	312	0.3557692307692308	0.48717948717948717	0.08333333333333333	0.07371794871794872	0	312	1
457	2000	1253	0.29928172386272944	0.4245810055865922	0.257781324820431	0.018355945730247406	0	1253	1
457	5000	7839	0.14121699196326062	0.6097716545477739	0.17145044010715652	0.036866947314708506	0.04069396606710039	7839	1
457	10000	31291	0.08315490077018951	0.6307244894698156	0.05167620082451823	0.04838451951040235	0.18605988942507432	31291	1
458	500	78	0	0	0.6794871794871795	0	0.32051282051282054	78	1
458	1000	313	0	0.019169329073482427	0.6485623003194888	0	0.33226837060702874	313	1
458	2000	1250	0	0.22	0.4696	0	0.3104	1250	1
458	5000	7837	0.01709837948194462	0.5337501594998086	0.18029858364169962	0.01773637871634554	0.2511164986602016	7837	1
458	10000	31312	0.04308252427184466	0.6761305569749617	0.07032447623914154	0.04464741951967297	0.16581502299437914	31312	1
459	500	78	0	0.9230769230769231	0	0.07692307692307693	0	78	1
459	1000	316	0	0.8164556962025317	0	0.18354430379746836	0	316	1
459	2000	1252	0	0.7763578274760383	0	0.11980830670926518	0.10383386581469649	1252	1
459	5000	7831	0.015962201506831822	0.5870259226152471	0.019026944196143532	0.06806282722513089	0.30992210445664664	7831	1
459	10000	31309	0.040371778082979336	0.6717557251908397	0.03772078316139129	0.06397521479446805	0.18617649877032164	31309	1
460	500	77	0	0.7532467532467533	0.19480519480519481	0	0.05194805194805195	77	1
460	1000	312	0	0.5641025641025641	0.21153846153846154	0	0.22435897435897437	312	1
460	2000	1252	0	0.5942492012779552	0.09664536741214058	0.037539936102236424	0.2715654952076677	1252	1
460	5000	7827	0.0056215663728120605	0.6434138239427623	0.03973425322601252	0.051360674587964734	0.25986968187044845	7827	1
460	10000	31302	0.022266947798862693	0.6727685131940451	0.0631589035844355	0.054341575618171364	0.18746405980448533	31302	1
461	500	80	0.0375	0	0.9625	0	0	80	1
461	1000	313	0.5111821086261981	0	0.48881789137380194	0	0	313	1
461	2000	1249	0.7365892714171337	0	0.2634107285828663	0	0	1249	1
461	5000	7356	0.8825448613376835	0	0.06443719412724307	0.05301794453507341	0	7826	0.9399437771530795
461	10000	24085	0.8495744239153	0	0.10375752543076604	0.04575461905750467	9.134315964293129e-4	31307	0.7693167662184176
462	500	77	0.42857142857142855	0.22077922077922077	0	0.35064935064935066	0	77	1
462	1000	311	0.7106109324758842	0.17041800643086816	0	0.1189710610932476	0	311	1
462	2000	1249	0.6837469975980784	0.27301841473178545	0	0.04323458767013611	0	1249	1
462	5000	7821	0.7217747091164812	0.18258534714230917	0.028129395218002812	0.0333716915995397	0.03413885692366705	7821	1
462	10000	31308	0.7257889357352754	0.174651846173502	0.04212980707806312	0.028075891146032962	0.02935351986712661	31308	1
463	500	77	0	0.38961038961038963	0	0.37662337662337664	0.23376623376623376	77	1
463	1000	311	0.09003215434083602	0.5273311897106109	0	0.21221864951768488	0.17041800643086816	311	1
463	2000	1247	0.048115477145148355	0.640737770649559	0	0.19727345629510826	0.11387329591018444	1247	1
463	5000	7822	0.06801329583226796	0.697647660444899	0	0.12873945282536436	0.10559959089746868	7822	1
463	10000	31322	0.09111806398058872	0.68708894706596	0.02570078539046038	0.08399846753080902	0.11209373603218185	31322	1
464	500	75	0.13333333333333333	0.30666666666666664	0.12	0.44	0	75	1
464	1000	313	0.13099041533546327	0.5271565495207667	0.1182108626198083	0.19808306709265175	0.025559105431309903	313	1
464	2000	1248	0.0673076923076923	0.6153846153846154	0.11057692307692307	0.09615384615384616	0.11057692307692307	1248	1
464	5000	7819	0.10512853306049368	0.60276250159867	0.028136590356823123	0.14567080189282516	0.11830157309118813	7819	1
464	10000	31303	0.07657413027505351	0.5820528383860972	0.019582787592243554	0.11714532153467719	0.20464492221192856	31303	1
465	500	77	0.44155844155844154	0.5584415584415584	0	0	0	77	1
465	1000	311	0.3633440514469453	0.6366559485530546	0	0	0	311	1
465	2000	1251	0.33733013589128696	0.662669864108713	0	0	0	1251	1
465	5000	7814	0.23304325569490658	0.6210647555669312	0.031609930893268495	0.0862554389557205	0.02802661888917328	7814	1
465	10000	31305	0.4194857051589203	0.4371825586966938	0.04909758824468935	0.05650854496086887	0.037725602938827665	31305	1
466	500	78	0.8205128205128205	0.1794871794871795	0	0	0	78	1
466	1000	310	0.4161290322580645	0.5838709677419355	0	0	0	310	1
466	2000	1250	0.3248	0.6744	0	8e-4	0	1250	1
466	5000	7822	0.21171055995908974	0.6394783942725646	0.03157760163641012	0.08718997698798261	0.030043467143952955	7822	1
466	10000	31306	0.4110713601226602	0.4474541621414425	0.04631699993611448	0.05634702612917652	0.038810451670606275	31306	1
467	500	79	0.25316455696202533	0.5569620253164557	0	0.11392405063291139	0.0759493670886076	79	1
467	1000	315	0.3333333333333333	0.42857142857142855	0	0.09523809523809523	0.14285714285714285	315	1
467	2000	1255	0.2541832669322709	0.5697211155378487	0	0.06454183266932272	0.11155378486055777	1255	1
467	5000	7834	0.34171559867245344	0.5615266785805464	0.004850651008424815	0.04148583099310697	0.05042124074546847	7834	1
467	10000	31303	0.32402645113886847	0.6021467590965722	0.003929335846404498	0.05133693256237421	0.018560521355780596	31303	1
468	500	79	0.0379746835443038	0.31645569620253167	0	0.4430379746835443	0.20253164556962025	79	1
468	1000	315	0.0761904761904762	0.49206349206349204	0	0.13333333333333333	0.2984126984126984	315	1
468	2000	1255	0.2613545816733068	0.5442231075697211	0	0.06932270916334661	0.1250996015936255	1255	1
468	5000	7835	0.35162731333758773	0.5633694958519464	0.00612635609444799	0.04441608168474793	0.03446075303126994	7835	1
468	10000	31305	0.3315764254911356	0.5960070276313688	0.003513815684395464	0.051876697013256666	0.017026034179843476	31305	1
469	500	78	0.8333333333333334	0.16666666666666666	0	0	0	78	1
469	1000	313	0.7507987220447284	0.24920127795527156	0	0	0	313	1
469	2000	1253	0.7039106145251397	0.21787709497206703	0.017557861133280128	0.060654429369513166	0	1253	1
469	5000	7827	0.47055065797879136	0.41177973680848345	0.048038839913121245	0.06963076529960394	0	7827	1
469	10000	31303	0.3784940740504105	0.5332076797751014	0.029517937577867935	0.0575344216209309	0.001245886975689231	31303	1
470	500	79	0.20253164556962025	0.7974683544303798	0	0	0	79	1
470	1000	314	0.6592356687898089	0.34076433121019106	0	0	0	314	1
470	2000	1252	0.8274760383386581	0.14456869009584664	0	0.027955271565495207	0	1252	1
470	5000	7830	0.5103448275862069	0.3759897828863346	0.04865900383141762	0.06500638569604086	0	7830	1
470	10000	31310	0.39872245289045033	0.5050143724049825	0.03478122005748962	0.05892686042797828	0.0025550942190993293	31310	1
471	500	79	0.379746835443038	0.46835443037974683	0	0	0.1518987341772152	79	1
471	1000	313	0.35782747603833864	0.48242811501597443	0	0	0.1597444089456869	313	1
471	2000	1250	0.4144	0.4272	0	0.0048	0.1536	1250	1
471	5000	7435	0.3444519166106254	0.4316072629455279	0.09509078681909885	0.08890383322125084	0.03994620040349697	7812	0.9517409114183307
471	10000	26948	0.5440849042600564	0.3079634852308149	0.07930087576072435	0.05135817129286032	0.01729256345554401	31305	0.8608209551189906
472	500	77	0.42857142857142855	0.4025974025974026	0	0	0.16883116883116883	77	1
472	1000	310	0.4774193548387097	0.3935483870967742	0	0	0.12903225806451613	310	1
472	2000	1248	0.43509615384615385	0.40544871794871795	0	0.004006410256410256	0.15544871794871795	1248	1
472	5000	7376	0.3495119305856833	0.4231290672451193	0.09720715835140997	0.08866594360086767	0.04148590021691974	7828	0.9422585590189065
472	10000	26756	0.5392809089550007	0.3123411571236358	0.07919718941545821	0.05157721632531021	0.017603528180595008	31301	0.8547969713427686
473	500	78	0.038461538461538464	0.7435897435897436	0	0.21794871794871795	0	78	1
473	1000	313	0.28434504792332266	0.48242811501597443	0.10223642172523961	0.13099041533546327	0	313	1
473	2000	1255	0.4454183266932271	0.450996015936255	0.05657370517928287	0.04701195219123506	0	1255	1
473	5000	7825	0.5814696485623003	0.1300958466453674	0.11565495207667732	0.17277955271565495	0	7825	1
473	10000	31282	0.7076913240841378	0.07521897576881273	0.07445176139633015	0.1307461159772393	0.011891822773479957	31282	1
474	500	77	0.012987012987012988	0.38961038961038963	0.2077922077922078	0.38961038961038963	0	77	1
474	1000	311	0.3022508038585209	0.3665594855305466	0.19935691318327975	0.13183279742765272	0	311	1
474	2000	1247	0.4490777866880513	0.40096230954290296	0.09703287890938252	0.05292702485966319	0	1247	1
474	5000	7819	0.612354521038496	0.125975188643049	0.10934902161401713	0.1523212687044379	0	7819	1
474	10000	31292	0.7151668157995654	0.07081682219097533	0.07886999872171802	0.12325834078997827	0.011888022497763006	31292	1
475	500	79	0.0759493670886076	0.9240506329113924	0	0	0	79	1
475	1000	315	0.09523809523809523	0.9047619047619048	0	0	0	315	1
475	2000	1250	0.0584	0.9304	0	0	0.0112	1250	1
475	5000	7826	0.10784564272936366	0.7563250702785587	0.06299514439049322	0.05162279580884232	0.021211346792742142	7826	1
475	10000	31303	0.14583266779541898	0.7208893716257228	0.028879021180078585	0.04315880267067054	0.06124013672810913	31303	1
476	500	79	0.22784810126582278	0.7721518987341772	0	0	0	79	1
476	1000	313	0.09584664536741214	0.9041533546325878	0	0	0	313	1
476	2000	1253	0.041500399042298484	0.9553072625698324	0	0	0.0031923383878691143	1253	1
476	5000	7824	0.11209100204498977	0.7523006134969326	0.06313905930470348	0.053169734151329244	0.01929959100204499	7824	1
476	10000	31300	0.14840255591054313	0.7167092651757189	0.029361022364217254	0.04434504792332268	0.061182108626198085	31300	1
477	500	76	0.5789473684210527	0	0	0.42105263157894735	0	76	1
477	1000	310	0.7935483870967742	0.0064516129032258064	0	0.2	0	310	1
477	2000	1247	0.7914995990376904	0.060144346431435444	0.007217321571772253	0.14113873295910184	0	1247	1
477	5000	7824	0.6234662576687117	0.19785276073619631	0.0924079754601227	0.08627300613496933	0	7824	1
477	10000	31302	0.5581113027921538	0.33029838348987284	0.037090281771132834	0.07395693565906332	5.430962877771389e-4	31302	1
478	500	77	0.5844155844155844	0	0	0.4155844155844156	0	77	1
478	1000	311	0.729903536977492	0	0	0.27009646302250806	0	311	1
478	2000	1251	0.762589928057554	0.09352517985611511	0.003996802557953637	0.1398880895283773	0	1251	1
478	5000	7827	0.6391976491631531	0.1829564328606107	0.08956177334866487	0.08828414462757123	0	7827	1
478	10000	31282	0.5645099418195767	0.3201201969183556	0.04018285275877501	0.07518700850329263	0	31282	1
479	500	79	0.620253164556962	0.379746835443038	0	0	0	79	1
479	1000	314	0.6592356687898089	0.31210191082802546	0	0.028662420382165606	0	314	1
479	2000	1260	0.542063492063492	0.42857142857142855	0	0.029365079365079365	0	1260	1
479	5000	7212	0.411120354963949	0.4848863006100943	0.008596783139212423	0.06253466444814199	0.03286189683860233	7829	0.9211904457785157
479	10000	24619	0.35964092773873835	0.44274747146512855	0.08046630651123117	0.055241886347942644	0.06190340793695926	31292	0.7867506071839447
480	500	79	0.4810126582278481	0	0.5189873417721519	0	0	79	1
480	1000	315	0.3619047619047619	0	0.638095238095238	0	0	315	1
480	2000	1250	0.432	0	0.568	0	0	1250	1
480	5000	7452	0.487788513150832	0.09702093397745572	0.4011003757380569	0.014090177133655395	0	7825	0.952332268370607
480	10000	25039	0.46966731898238745	0.2466552178601382	0.22924238188426055	0.04960261991293582	0.004832461360277966	31301	0.7999424938500368
481	500	71	0	0.9295774647887324	0.07042253521126761	0	0	78	0.9102564102564102
481	1000	247	0	0.9109311740890689	0.08906882591093117	0	0	314	0.7866242038216561
481	2000	822	0.07785888077858881	0.8807785888077859	0.0413625304136253	0	0	1259	0.6528991262907069
483	500	77	1	0	0	0	0	77	1
483	1000	310	0.9096774193548387	0	0.09032258064516129	0	0	310	1
483	2000	1246	0.7776886035313002	0.002407704654895666	0.21508828250401285	0.004815409309791332	0	1246	1
