sit_uid	sit_name	segment_number	seg_uid	reg_code	geo_uid	sum	count_per_1000m	date	year	week	day_of_year	segment_length	corine_1
123	Nyckleby Övergård 3	1	320	VGotSve	8308	3	5.40743118330178	2011-06-16	2011	24	167	554.792081176001	12.0
123	Nyckleby Övergård 3	2	319	VGotSve	8309	3	10.0865054666223	2010-07-01	2010	26	182	297.427093052934	12.0
123	Nyckleby Övergård 3	2	319	VGotSve	8309	4	13.4486739554964	2011-06-16	2011	24	167	297.427093052934	12.0
123	Nyckleby Övergård 3	2	319	VGotSve	8309	2	6.7243369777482	2011-07-01	2011	26	182	297.427093052934	12.0
123	Nyckleby Övergård 3	2	319	VGotSve	8309	5	16.8108424443705	2014-07-07	2014	28	188	297.427093052934	12.0
123	Nyckleby Övergård 3	3	318	VGotSve	8310	5	12.8427434021134	2011-06-16	2011	24	167	389.324916292977	12.0
123	Nyckleby Övergård 3	3	318	VGotSve	8310	4	10.2741947216908	2014-07-07	2014	28	188	389.324916292977	12.0
123	Nyckleby Övergård 3	4	317	VGotSve	8311	1	4.17563583390997	2010-07-01	2010	26	182	239.484485663019	12.0
123	Nyckleby Övergård 3	4	317	VGotSve	8311	1	4.17563583390997	2019-06-15	2019	24	166	239.484485663019	12.0
123	Nyckleby Övergård 3	5	316	VGotSve	8312	1	3.63166079645742	2011-06-16	2011	24	167	275.356112821845	12.0
123	Nyckleby Övergård 3	5	316	VGotSve	8312	1	3.63166079645742	2011-07-01	2011	26	182	275.356112821845	12.0
123	Nyckleby Övergård 3	5	316	VGotSve	8312	3	10.8949823893723	2014-07-07	2014	28	188	275.356112821845	12.0
123	Nyckleby Övergård 3	7	314	VGotSve	8314	1	2.17308378310081	2011-06-16	2011	24	167	460.17553845673	12.0
123	Nyckleby Övergård 3	7	314	VGotSve	8314	2	4.34616756620161	2011-07-01	2011	26	182	460.17553845673	12.0
124	Öventorp, Kvarnängen	2	329	VGotSve	8299	1	4.01623161476119	2015-06-20	2015	25	171	248.989624085577	12.0
124	Öventorp, Kvarnängen	7	324	VGotSve	8305	2	5.20750585385501	2011-07-05	2011	27	186	384.061018101294	12.0
124	Öventorp, Kvarnängen	8	323	VGotSve	8306	1	13.6337689828708	2016-06-25	2016	25	177	73.3472894587242	12.0
132	Åsnatorp, Närke	1	354	OSve	3886	1	12.1791581779677	2023-06-11	2023	23	162	82.1074811072753	24.0
132	Åsnatorp, Närke	2	353	OSve	3887	1	6.46846045859363	2022-07-06	2022	27	187	154.596291714431	24.0
132	Åsnatorp, Närke	6	349	OSve	3891	1	2.60026005561788	2023-06-11	2023	23	162	384.576918696841	21.0
132	Åsnatorp, Närke	8	347	OSve	3893	1	22.7470106749474	2011-06-30	2011	26	181	43.9618204910485	24.0
132	Åsnatorp, Närke	8	347	OSve	3893	1	22.7470106749474	2011-08-03	2011	31	215	43.9618204910485	24.0
138	Almsjöslingan 2	1	423	OSve	3908	1	0.503892021999111	2011-06-09	2011	23	160	1984.55215868007	24.0
140	Nackareservatet	2	376	OSve	3913	1	1.58306125631804	2020-06-22	2020	26	174	631.687495356844	24.0
140	Nackareservatet	2	376	OSve	3913	1	1.58306125631804	2021-06-21	2021	25	172	631.687495356844	24.0
140	Nackareservatet	2	376	OSve	3913	1	1.58306125631804	2023-06-12	2023	24	163	631.687495356844	24.0
140	Nackareservatet	2	376	OSve	3913	2	3.16612251263607	2023-06-28	2023	26	179	631.687495356844	24.0
141	Lillängen	4	383	OSve	3855	2	18.808801914316	2014-07-06	2014	27	187	106.333194911141	25.0
141	Lillängen	5	382	OSve	3856	1	3.79607859814057	2014-07-06	2014	27	187	263.42974049321	18.0
141	Lillängen	6	381	OSve	3857	1	4.53080235743308	2010-06-17	2010	24	168	220.711459275957	18.0
143	Tumstocksfabriken/Mellösaverken	2	389	OSve	3919	1	3.44439449172268	2010-06-13	2010	23	164	290.326791081315	2.0
143	Tumstocksfabriken/Mellösaverken	3	388	OSve	3920	1	2.32217761393165	2010-06-13	2010	23	164	430.630281680698	20.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	1	5.03900219183246	2010-06-27	2010	25	178	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	1	5.03900219183246	2010-07-13	2010	28	194	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	1	5.03900219183246	2011-07-09	2011	27	190	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	2	10.0780043836649	2016-06-29	2016	26	181	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	1	5.03900219183246	2017-07-01	2017	26	182	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	1	5.03900219183246	2018-06-30	2018	26	181	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	1	5.03900219183246	2019-07-24	2019	30	205	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	1	5.03900219183246	2020-06-28	2020	26	180	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	1	5.03900219183246	2020-07-09	2020	28	191	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	1	5.03900219183246	2021-06-29	2021	26	180	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	1	5.03900219183246	2022-06-30	2022	26	181	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	1	5.03900219183246	2023-08-15	2023	33	227	198.451987502777	24.0
144	Nåsten - Fjärilsstigen	2	394	OSve	3782	1	3.07642450266117	2010-06-27	2010	25	178	325.052670440955	24.0
144	Nåsten - Fjärilsstigen	2	394	OSve	3782	3	9.2292735079835	2011-06-27	2011	26	178	325.052670440955	24.0
144	Nåsten - Fjärilsstigen	2	394	OSve	3782	3	9.2292735079835	2017-07-01	2017	26	182	325.052670440955	24.0
144	Nåsten - Fjärilsstigen	2	394	OSve	3782	1	3.07642450266117	2018-06-09	2018	23	160	325.052670440955	24.0
144	Nåsten - Fjärilsstigen	2	394	OSve	3782	5	15.3821225133058	2018-06-30	2018	26	181	325.052670440955	24.0
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	5	13.7718136977222	2010-06-27	2010	25	178	363.06038621674	24.0
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	1	2.75436273954443	2011-06-27	2011	26	178	363.06038621674	24.0
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	2	5.50872547908886	2016-06-29	2016	26	181	363.06038621674	24.0
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	1	2.75436273954443	2017-07-01	2017	26	182	363.06038621674	24.0
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	1	2.75436273954443	2017-07-15	2017	28	196	363.06038621674	24.0
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	1	2.75436273954443	2018-06-09	2018	23	160	363.06038621674	24.0
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	1	2.75436273954443	2018-06-30	2018	26	181	363.06038621674	24.0
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	1	2.75436273954443	2020-06-28	2020	26	180	363.06038621674	24.0
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	1	2.75436273954443	2021-06-29	2021	26	180	363.06038621674	24.0
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	2	8.34845210278954	2010-06-27	2010	25	178	239.565367971833	24.0
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	7	29.2195823597634	2011-06-27	2011	26	178	239.565367971833	24.0
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	1	4.17422605139477	2017-06-23	2017	25	174	239.565367971833	24.0
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	1	4.17422605139477	2017-06-23	2017	25	174	239.565367971833	24.0
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	1	4.17422605139477	2017-07-01	2017	26	182	239.565367971833	24.0
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	1	4.17422605139477	2018-06-09	2018	23	160	239.565367971833	24.0
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	1	4.17422605139477	2018-06-30	2018	26	181	239.565367971833	24.0
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	1	4.17422605139477	2019-07-24	2019	30	205	239.565367971833	24.0
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	1	4.17422605139477	2021-06-29	2021	26	180	239.565367971833	24.0
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	1	4.17422605139477	2023-08-15	2023	33	227	239.565367971833	24.0
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	2	8.83132889051724	2010-06-27	2010	25	178	226.466483673542	25.0
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	7	30.9096511168103	2011-06-27	2011	26	178	226.466483673542	25.0
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	1	4.41566444525862	2016-06-29	2016	26	181	226.466483673542	25.0
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	1	4.41566444525862	2017-07-01	2017	26	182	226.466483673542	25.0
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	1	4.41566444525862	2021-06-29	2021	26	180	226.466483673542	25.0
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	1	4.41566444525862	2022-06-30	2022	26	181	226.466483673542	25.0
145	Syd Rävsjön, Norrtälje	1	405	OSve	3786	1	4.98205190639738	2010-06-23	2010	25	174	200.72051010065	21.0
145	Syd Rävsjön, Norrtälje	2	404	OSve	3787	1	3.66934060188577	2010-07-07	2010	27	188	272.528529917902	21.0
145	Syd Rävsjön, Norrtälje	2	404	OSve	3787	1	3.66934060188577	2011-07-07	2011	27	188	272.528529917902	21.0
145	Syd Rävsjön, Norrtälje	4	402	OSve	3789	1	6.32222806952243	2010-06-23	2010	25	174	158.172085695659	21.0
145	Syd Rävsjön, Norrtälje	7	399	OSve	3792	1	7.32314067944168	2010-07-07	2010	27	188	136.553432983653	21.0
145	Syd Rävsjön, Norrtälje	10	396	OSve	3795	1	6.28791937310117	2010-06-23	2010	25	174	159.035118083393	25.0
148	Snäcktorp- Mellingeholm	2	416	OSve	3797	1	7.64974560402118	2018-06-25	2018	26	176	130.723301370223	2.0
148	Snäcktorp- Mellingeholm	3	415	OSve	3798	1	7.26897884458705	2016-06-21	2016	25	173	137.570905264728	2.0
148	Snäcktorp- Mellingeholm	3	415	OSve	3798	1	7.26897884458705	2017-07-10	2017	28	191	137.570905264728	2.0
148	Snäcktorp- Mellingeholm	3	415	OSve	3798	1	7.26897884458705	2018-07-07	2018	27	188	137.570905264728	2.0
148	Snäcktorp- Mellingeholm	4	414	OSve	3799	1	4.37278972461565	2019-06-24	2019	26	175	228.686962551783	21.0
148	Snäcktorp- Mellingeholm	5	413	OSve	3800	1	3.44515076170611	2014-07-23	2014	30	204	290.263059345705	21.0
148	Snäcktorp- Mellingeholm	5	413	OSve	3800	1	3.44515076170611	2017-07-10	2017	28	191	290.263059345705	21.0
148	Snäcktorp- Mellingeholm	5	413	OSve	3800	1	3.44515076170611	2019-07-20	2019	29	201	290.263059345705	21.0
148	Snäcktorp- Mellingeholm	6	412	OSve	3801	1	2.8836175037407	2014-06-26	2014	26	177	346.786631272273	21.0
148	Snäcktorp- Mellingeholm	7	411	OSve	3802	1	23.4599976959625	2011-06-28	2011	26	179	42.6257501368853	21.0
148	Snäcktorp- Mellingeholm	7	411	OSve	3802	1	23.4599976959625	2013-06-24	2013	26	175	42.6257501368853	21.0
148	Snäcktorp- Mellingeholm	7	411	OSve	3802	1	23.4599976959625	2017-07-10	2017	28	191	42.6257501368853	21.0
148	Snäcktorp- Mellingeholm	9	409	OSve	3804	1	12.7325152313924	2018-06-25	2018	26	176	78.5390774585108	2.0
149	Bullandö	6	436	OSve	4676	1	12.5437345153275	2011-06-28	2011	26	179	79.7210749939006	2.0
150	Upnäs tomtområde	1	444	OSve	3806	2	9.33307854899633	2011-07-12	2011	28	193	214.291564085794	
150	Upnäs tomtområde	1	444	OSve	3806	3	13.9996178234945	2012-07-04	2012	27	186	214.291564085794	
150	Upnäs tomtområde	1	444	OSve	3806	2	9.33307854899633	2013-06-29	2013	26	180	214.291564085794	
150	Upnäs tomtområde	1	444	OSve	3806	1	4.66653927449817	2014-07-04	2014	27	185	214.291564085794	
150	Upnäs tomtområde	3	442	OSve	3808	1	2.31522508784351	2013-06-29	2013	26	180	431.923446774429	2.0
151	Röcklinge 2:7	1	449	OSve	3809	2	55.4463535344769	2012-07-26	2012	30	208	36.0709022777555	24.0
153	Skogsmuren, Ramnäs	1	454	OSve	3851	1	0.920182535248995	2011-06-13	2011	24	164	1086.74090378102	24.0
153	Skogsmuren, Ramnäs	1	454	OSve	3851	1	0.920182535248995	2013-06-15	2013	24	166	1086.74090378102	24.0
153	Skogsmuren, Ramnäs	1	454	OSve	3851	3	2.76054760574698	2013-07-11	2013	28	192	1086.74090378102	24.0
153	Skogsmuren, Ramnäs	1	454	OSve	3851	3	2.76054760574698	2014-06-14	2014	24	165	1086.74090378102	24.0
153	Skogsmuren, Ramnäs	1	454	OSve	3851	3	2.76054760574698	2014-07-06	2014	27	187	1086.74090378102	24.0
154	Hemdalsvägen	1	459	OSve	3814	1	4.41243659370178	2014-07-10	2014	28	191	226.632151820013	24.0
154	Hemdalsvägen	5	455	OSve	3818	1	2.25078578480556	2011-06-28	2011	26	179	444.289281881345	21.0
154	Hemdalsvägen	5	455	OSve	3818	1	2.25078578480556	2011-07-06	2011	27	187	444.289281881345	21.0
154	Hemdalsvägen	5	455	OSve	3818	1	2.25078578480556	2014-06-11	2014	24	162	444.289281881345	21.0
154	Hemdalsvägen	5	455	OSve	3818	1	2.25078578480556	2016-06-28	2016	26	180	444.289281881345	21.0
154	Hemdalsvägen	5	455	OSve	3818	1	2.25078578480556	2020-06-28	2020	26	180	444.289281881345	21.0
158	Erlanderslingan	12	483	VGotSve	3839	1	11.2736285074459	2013-07-01	2013	27	182	88.7025858036327	18.0
158	Erlanderslingan	15	480	VGotSve	3842	1	5.30273423475554	2013-07-01	2013	27	182	188.581957105399	21.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2012-06-13	2012	24	165	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2012-06-20	2012	25	172	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2012-06-26	2012	26	178	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	2	0.319851392929111	2013-06-18	2013	25	169	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2013-06-20	2013	25	171	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2013-06-25	2013	26	176	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	3	0.479777089393667	2016-05-31	2016	22	152	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	2	0.319851392929111	2016-06-03	2016	22	155	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	2	0.319851392929111	2016-06-05	2016	22	157	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	2	0.319851392929111	2016-06-06	2016	23	158	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	3	0.479777089393667	2016-06-07	2016	23	159	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	2	0.319851392929111	2016-06-13	2016	24	165	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	5	0.799628482322778	2016-06-20	2016	25	172	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2016-06-28	2016	26	180	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	2	0.319851392929111	2017-06-09	2017	23	160	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2017-06-19	2017	25	170	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	3	0.479777089393667	2017-06-21	2017	25	172	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2017-06-28	2017	26	179	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	4	0.639702785858223	2017-07-06	2017	27	187	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	2	0.319851392929111	2018-06-11	2018	24	162	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2019-06-25	2019	26	176	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2019-06-29	2019	26	180	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2019-07-11	2019	28	192	6252.90383038369	25.0
178	Djäknabygd, Stenbrohult socken	1	531	OGot	5473	1	0.159925696464556	2020-06-16	2020	25	168	6252.90383038369	25.0
185	Visby Kungsladugårdshällarna	2	541	OGot	4728	1	3.1387976133458	2013-07-16	2013	29	197	318.593335151051	18.0
192	Stora Karsbo	1	570	OSve	4710	1	8.18067953622874	2012-07-15	2012	28	197	122.239233986789	20.0
192	Stora Karsbo	1	570	OSve	4710	1	8.18067953622874	2023-06-05	2023	23	156	122.239233986789	20.0
192	Stora Karsbo	1	570	OSve	4710	1	8.18067953622874	2025-07-10	2025	28	191	122.239233986789	20.0
192	Stora Karsbo	2	569	OSve	4711	1	5.19706369667801	2011-07-06	2011	27	187	192.416344760062	20.0
192	Stora Karsbo	2	569	OSve	4711	1	5.19706369667801	2012-07-26	2012	30	208	192.416344760062	20.0
192	Stora Karsbo	2	569	OSve	4711	1	5.19706369667801	2016-07-04	2016	27	186	192.416344760062	20.0
192	Stora Karsbo	2	569	OSve	4711	1	5.19706369667801	2025-07-10	2025	28	191	192.416344760062	20.0
192	Stora Karsbo	3	568	OSve	4712	1	1.84081765099295	2011-06-06	2011	23	157	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	1	1.84081765099295	2011-07-14	2011	28	195	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	1	1.84081765099295	2014-07-05	2014	27	186	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	2	3.68163530198591	2014-07-16	2014	29	197	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	1	1.84081765099295	2019-07-13	2019	28	194	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	1	1.84081765099295	2022-06-26	2022	25	177	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	1	1.84081765099295	2023-06-09	2023	23	160	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	2	3.68163530198591	2023-06-16	2023	24	167	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	2	3.68163530198591	2023-06-23	2023	25	174	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	1	1.84081765099295	2023-06-29	2023	26	180	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	3	5.52245295297886	2024-06-17	2024	25	169	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	3	5.52245295297886	2024-06-24	2024	26	176	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	1	1.84081765099295	2024-07-03	2024	27	185	543.23685969688	20.0
192	Stora Karsbo	3	568	OSve	4712	2	3.68163530198591	2025-06-22	2025	25	173	543.23685969688	20.0
192	Stora Karsbo	4	567	OSve	4713	1	1.49374044716504	2011-06-12	2011	23	163	669.460348280649	24.0
192	Stora Karsbo	4	567	OSve	4713	1	1.49374044716504	2012-07-21	2012	29	203	669.460348280649	24.0
192	Stora Karsbo	4	567	OSve	4713	1	1.49374044716504	2012-07-26	2012	30	208	669.460348280649	24.0
192	Stora Karsbo	4	567	OSve	4713	1	1.49374044716504	2014-07-04	2014	27	185	669.460348280649	24.0
192	Stora Karsbo	4	567	OSve	4713	1	1.49374044716504	2015-07-01	2015	27	182	669.460348280649	24.0
192	Stora Karsbo	4	567	OSve	4713	1	1.49374044716504	2023-06-16	2023	24	167	669.460348280649	24.0
192	Stora Karsbo	5	566	OSve	4714	1	3.18957350620638	2011-07-19	2011	29	200	313.521540749622	20.0
192	Stora Karsbo	5	566	OSve	4714	2	6.37914701241276	2014-07-05	2014	27	186	313.521540749622	20.0
192	Stora Karsbo	5	566	OSve	4714	2	6.37914701241276	2014-07-09	2014	28	190	313.521540749622	20.0
192	Stora Karsbo	5	566	OSve	4714	2	6.37914701241276	2014-07-19	2014	29	200	313.521540749622	20.0
192	Stora Karsbo	5	566	OSve	4714	2	6.37914701241276	2023-06-16	2023	24	167	313.521540749622	20.0
202	Kungsborg	1	419	SGot	692	10	2.93665639663501	2011-06-12	2011	23	163	3405.23324807716	7.0
202	Kungsborg	1	419	SGot	692	7	2.0556594776445	2011-06-26	2011	25	177	3405.23324807716	7.0
203	St Vika kalkstensbrott	2	428	OSve	3990	10	35.2443673388646	2011-06-12	2011	23	163	283.733281515677	24.0
203	St Vika kalkstensbrott	2	428	OSve	3990	2	7.04887346777292	2011-06-28	2011	26	179	283.733281515677	24.0
203	St Vika kalkstensbrott	3	427	OSve	3991	5	2.3558183711553	2011-06-12	2011	23	163	2122.40470709462	24.0
203	St Vika kalkstensbrott	5	425	OSve	3993	5	10.7652964512188	2011-06-12	2011	23	163	464.455393556202	24.0
207	Månsabola	2	15687	OGot	4381	1	3.91704354535147	2018-06-08	2018	23	159	255.294583382088	21.0
207	Månsabola	10	15695	OGot	4389	1	3.08746509048614	2018-06-08	2018	23	159	323.89030181473	24.0
207	Månsabola	11	15696	OGot	4390	1	5.31106693338476	2018-06-27	2018	26	178	188.286084988708	21.0
207	Månsabola	15	15700	OGot	4393	1	9.86343279795016	2018-06-27	2018	26	178	101.38458085382	21.0
214	Tomtahagar	1	585	OSve	3994	2	10.3354921327017	2014-07-04	2014	27	185	193.507960174625	12.0
214	Tomtahagar	4	582	OSve	3997	2	6.38192383674011	2015-07-01	2015	27	182	313.385125106977	24.0
214	Tomtahagar	4	582	OSve	3997	2	6.38192383674011	2017-06-28	2017	26	179	313.385125106977	24.0
214	Tomtahagar	4	582	OSve	3997	1	3.19096191837006	2018-06-24	2018	25	175	313.385125106977	24.0
214	Tomtahagar	4	582	OSve	3997	1	3.19096191837006	2021-07-12	2021	28	193	313.385125106977	24.0
214	Tomtahagar	5	581	OSve	3998	1	6.38148769692501	2018-05-29	2018	22	149	156.703271633958	24.0
215	Tripphult	2	589	OSve	4001	1	4.12593105876048	2011-06-27	2011	26	178	242.369536901672	24.0
215	Tripphult	2	589	OSve	4001	1	4.12593105876048	2014-07-04	2014	27	185	242.369536901672	24.0
215	Tripphult	3	588	OSve	4002	1	4.86684744469175	2011-07-31	2011	30	212	205.47181956375	24.0
215	Tripphult	3	588	OSve	4002	2	9.7336948893835	2013-07-06	2013	27	187	205.47181956375	24.0
215	Tripphult	3	588	OSve	4002	1	4.86684744469175	2014-07-04	2014	27	185	205.47181956375	24.0
215	Tripphult	4	587	OSve	4003	1	5.09092036487704	2011-06-27	2011	26	178	196.428136432684	24.0
215	Tripphult	5	586	OSve	4004	2	9.07487485297019	2011-06-27	2011	26	178	220.388714159006	24.0
215	Tripphult	5	586	OSve	4004	1	4.53743742648509	2013-07-06	2013	27	187	220.388714159006	24.0
240	Ulvered	2	615	SGot	5746	1	1.26568521616871	2021-07-06	2021	27	187	790.085865920949	24.0
240	Ulvered	3	614	SGot	5745	2	2.18848543950749	2016-07-02	2016	26	184	913.874026253559	24.0
240	Ulvered	3	614	SGot	5745	1	1.09424271975375	2016-07-06	2016	27	188	913.874026253559	24.0
242	Prästabonnens gård	2	630	SGot	4706	2	43.258815762425	2014-07-06	2014	27	187	46.2333506997484	2.0
255	Wij, Lindhagen	1	664	OSve	4677	3	11.117394922657	2011-06-26	2011	25	177	269.847389687136	24.0
255	Wij, Lindhagen	1	664	OSve	4677	3	11.117394922657	2011-07-08	2011	27	189	269.847389687136	24.0
255	Wij, Lindhagen	1	664	OSve	4677	1	3.70579830755232	2011-07-20	2011	29	201	269.847389687136	24.0
255	Wij, Lindhagen	4	661	OSve	4680	2	15.6473018814042	2011-06-26	2011	25	177	127.817563383044	25.0
255	Wij, Lindhagen	4	661	OSve	4680	1	7.8236509407021	2011-07-08	2011	27	189	127.817563383044	25.0
255	Wij, Lindhagen	4	661	OSve	4680	3	23.4709528221063	2015-06-23	2015	26	174	127.817563383044	25.0
255	Wij, Lindhagen	4	661	OSve	4680	2	15.6473018814042	2016-06-25	2016	25	177	127.817563383044	25.0
255	Wij, Lindhagen	4	661	OSve	4680	2	15.6473018814042	2018-06-10	2018	23	161	127.817563383044	25.0
255	Wij, Lindhagen	4	661	OSve	4680	1	7.8236509407021	2024-06-27	2024	26	179	127.817563383044	25.0
255	Wij, Lindhagen	5	660	OSve	4681	3	13.2252812903974	2011-06-26	2011	25	177	226.838275430727	25.0
255	Wij, Lindhagen	10	655	OSve	4686	1	2.36020935571956	2014-07-05	2014	27	186	423.691227889031	12.0
255	Wij, Lindhagen	11	654	OSve	4687	1	4.14955644510417	2014-07-05	2014	27	186	240.989612559637	12.0
256	Liseberg	2	15161	OSve	5103	1	12.1967299080873	2018-07-20	2018	29	201	81.9891895234088	10.0
269	Enebba	6	682	OSve	4006	2	13.962106852389	2011-06-27	2011	26	178	143.244857036586	2.0
274	Fjäle ängar	2	716	OGot	4013	1	37.0145335195352	2013-06-25	2013	26	176	27.0164150379534	24.0
274	Fjäle ängar	5	713	OGot	4016	1	5.5155445149781	2014-07-15	2014	29	196	181.305761794576	24.0
274	Fjäle ängar	6	712	OGot	4017	1	3.562022506191	2022-07-06	2022	27	187	280.739382825893	24.0
274	Fjäle ängar	13	705	OGot	4024	1	21.6448494573652	2012-07-26	2012	30	208	46.2003675271451	24.0
300	Lilla Silpinge - slinga	5	646	SGot	4849	2	30.2887578374631	2014-07-29	2014	31	210	66.0311000778734	24.0
317	Kocktorp, Ängsö	1	785	OSve	8877	1	4.77381084190099	2011-06-29	2011	26	180	209.476251388668	12.0
317	Kocktorp, Ängsö	2	784	OSve	8878	1	2.56965838063637	2011-06-29	2011	26	180	389.156787351769	29.0
317	Kocktorp, Ängsö	3	783	OSve	8879	2	4.98928058741732	2011-06-29	2011	26	180	400.859395449494	29.0
317	Kocktorp, Ängsö	4	782	OSve	8880	1	1.85561726255771	2013-06-28	2013	26	179	538.904234282474	12.0
317	Kocktorp, Ängsö	5	786	OSve	8881	1	2.674604269214	2011-06-29	2011	26	180	373.887087338672	12.0
317	Kocktorp, Ängsö	5	786	OSve	8881	1	2.674604269214	2013-06-28	2013	26	179	373.887087338672	12.0
317	Kocktorp, Ängsö	6	781	OSve	8882	2	4.76901473823591	2013-06-28	2013	26	179	419.373835011425	12.0
317	Kocktorp, Ängsö	7	780	OSve	8883	1	4.18191781012462	2012-07-14	2012	28	196	239.124737836538	12.0
317	Kocktorp, Ängsö	7	780	OSve	8883	1	4.18191781012462	2013-06-28	2013	26	179	239.124737836538	12.0
317	Kocktorp, Ängsö	8	779	OSve	8884	1	4.68907695828236	2011-06-29	2011	26	180	213.261588346015	12.0
319	Kättilstad Berghamra	4	795	OGot	8888	1	9.53761695553018	2011-08-23	2011	34	235	104.847993441399	21.0
