sit_uid	sit_name	reg_code	sum	count_per_1000m	date	year	week	day_of_year	length_of_transect	lat	lon	site_category	county	corine_1
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2012/06/13	2012	24	165	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2012/06/20	2012	25	172	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2012/06/26	2012	26	178	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	2	0.319851392929111	2013/06/18	2013	25	169	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2013/06/20	2013	25	171	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2013/06/25	2013	26	176	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	3	0.479777089393667	2016/05/31	2016	22	152	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	2	0.319851392929111	2016/06/03	2016	22	155	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	2	0.319851392929111	2016/06/05	2016	22	157	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	2	0.319851392929111	2016/06/06	2016	23	158	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	3	0.479777089393667	2016/06/07	2016	23	159	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	2	0.319851392929111	2016/06/13	2016	24	165	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	5	0.799628482322778	2016/06/20	2016	25	172	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2016/06/28	2016	26	180	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	2	0.319851392929111	2017/06/09	2017	23	160	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2017/06/19	2017	25	170	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	3	0.479777089393667	2017/06/21	2017	25	172	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2017/06/28	2017	26	179	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	4	0.639702785858223	2017/07/06	2017	27	187	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	2	0.319851392929111	2018/06/11	2018	24	162	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2019/06/25	2019	26	176	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2019/06/29	2019	26	180	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2019/07/11	2019	28	192	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
178	Djäknabygd, Stenbrohult socken	OGot	1	0.159925696464556	2020/06/16	2020	25	168	6252.90383038369	6274455.16372452	450514.400623052	True	Kronobergs län	24.0
185	Visby Kungsladugårdshällarna	OGot	1	0.473119187269963	2013/07/16	2013	29	197	2113.63230853159	6390286.45626321	694467.715044178	True	Gotlands län	18.0
192	Stora Karsbo	OSve	1	0.543220134626014	2011/06/06	2011	23	157	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2011/06/12	2011	23	163	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2011/07/06	2011	27	187	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2011/07/14	2011	28	195	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2011/07/19	2011	29	200	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2012/07/15	2012	28	197	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2012/07/21	2012	29	203	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	2	1.08644026925203	2012/07/26	2012	30	208	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2014/07/04	2014	27	185	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	3	1.62966040387804	2014/07/05	2014	27	186	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	2	1.08644026925203	2014/07/09	2014	28	190	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	2	1.08644026925203	2014/07/16	2014	29	197	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	2	1.08644026925203	2014/07/19	2014	29	200	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2015/07/01	2015	27	182	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2016/07/04	2016	27	186	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2019/07/13	2019	28	194	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2022/06/26	2022	25	177	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2023/06/05	2023	23	156	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2023/06/09	2023	23	160	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	5	2.71610067313007	2023/06/16	2023	24	167	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	2	1.08644026925203	2023/06/23	2023	25	174	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2023/06/29	2023	26	180	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	3	1.62966040387804	2024/06/17	2024	25	169	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	3	1.62966040387804	2024/06/24	2024	26	176	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	1	0.543220134626014	2024/07/03	2024	27	185	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	2	1.08644026925203	2025/06/22	2025	25	173	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
192	Stora Karsbo	OSve	2	1.08644026925203	2025/07/10	2025	28	191	1840.874327474	6626707.02413122	522983.837821333	True	Örebro län	20.0
202	Kungsborg	SGot	10	2.93665639663501	2011/06/12	2011	23	163	3405.23324807716	6210508.47693838	439634.464303345	True	Skåne län	7.0
202	Kungsborg	SGot	7	2.0556594776445	2011/06/26	2011	25	177	3405.23324807716	6210508.47693838	439634.464303345	True	Skåne län	7.0
203	St Vika kalkstensbrott	OSve	20	5.435396419645	2011/06/12	2011	23	163	3679.58442326572	6537722.31242831	661057.653721425	True	Södermanlands län	24.0
203	St Vika kalkstensbrott	OSve	2	0.5435396419645	2011/06/28	2011	26	179	3679.58442326572	6537722.31242831	661057.653721425	True	Södermanlands län	24.0
207	Månsabola	OGot	2	0.954761236859103	2018/06/08	2018	23	159	2094.76455765992	6452073.85827717	485095.459782294	True	Östergötlands län	21.0
207	Månsabola	OGot	2	0.954761236859103	2018/06/27	2018	26	178	2094.76455765992	6452073.85827717	485095.459782294	True	Östergötlands län	21.0
214	Tomtahagar	OSve	2	1.48986395922364	2014/07/04	2014	27	185	1342.40444412267	6545302.12916535	503357.123890084	True	Örebro län	24.0
214	Tomtahagar	OSve	2	1.48986395922364	2015/07/01	2015	27	182	1342.40444412267	6545302.12916535	503357.123890084	True	Örebro län	24.0
214	Tomtahagar	OSve	2	1.48986395922364	2017/06/28	2017	26	179	1342.40444412267	6545302.12916535	503357.123890084	True	Örebro län	24.0
214	Tomtahagar	OSve	1	0.744931979611818	2018/05/29	2018	22	149	1342.40444412267	6545302.12916535	503357.123890084	True	Örebro län	24.0
214	Tomtahagar	OSve	1	0.744931979611818	2018/06/24	2018	25	175	1342.40444412267	6545302.12916535	503357.123890084	True	Örebro län	24.0
214	Tomtahagar	OSve	1	0.744931979611818	2021/07/12	2021	28	193	1342.40444412267	6545302.12916535	503357.123890084	True	Örebro län	24.0
215	Tripphult	OSve	4	3.47045407516161	2011/06/27	2011	26	178	1152.5869276382	6542503.61454586	500580.898449021	True	Örebro län	24.0
215	Tripphult	OSve	1	0.867613518790403	2011/07/31	2011	30	212	1152.5869276382	6542503.61454586	500580.898449021	True	Örebro län	24.0
215	Tripphult	OSve	3	2.60284055637121	2013/07/06	2013	27	187	1152.5869276382	6542503.61454586	500580.898449021	True	Örebro län	24.0
215	Tripphult	OSve	2	1.73522703758081	2014/07/04	2014	27	185	1152.5869276382	6542503.61454586	500580.898449021	True	Örebro län	24.0
240	Ulvered	SGot	2	0.766138911507738	2016/07/02	2016	26	184	2610.49265343286	6251804.64312344	384347.364389978	True	Hallands län	24.0
240	Ulvered	SGot	1	0.383069455753869	2016/07/06	2016	27	188	2610.49265343286	6251804.64312344	384347.364389978	True	Hallands län	24.0
240	Ulvered	SGot	1	0.383069455753869	2021/07/06	2021	27	187	2610.49265343286	6251804.64312344	384347.364389978	True	Hallands län	24.0
242	Prästabonnens gård	SGot	2	6.48167079166593	2014/07/06	2014	27	187	308.562416124494	6198509.73121052	416996.864840023	True	Skåne län	2.0
255	Wij, Lindhagen	OSve	8	2.86601107485512	2011/06/26	2011	25	177	2791.33603850586	6572987.22188169	558373.624179012	True	Södermanlands län	25.0
255	Wij, Lindhagen	OSve	4	1.43300553742756	2011/07/08	2011	27	189	2791.33603850586	6572987.22188169	558373.624179012	True	Södermanlands län	25.0
255	Wij, Lindhagen	OSve	1	0.35825138435689	2011/07/20	2011	29	201	2791.33603850586	6572987.22188169	558373.624179012	True	Södermanlands län	25.0
255	Wij, Lindhagen	OSve	2	0.716502768713779	2014/07/05	2014	27	186	2791.33603850586	6572987.22188169	558373.624179012	True	Södermanlands län	25.0
255	Wij, Lindhagen	OSve	3	1.07475415307067	2015/06/23	2015	26	174	2791.33603850586	6572987.22188169	558373.624179012	True	Södermanlands län	25.0
255	Wij, Lindhagen	OSve	2	0.716502768713779	2016/06/25	2016	25	177	2791.33603850586	6572987.22188169	558373.624179012	True	Södermanlands län	25.0
255	Wij, Lindhagen	OSve	2	0.716502768713779	2018/06/10	2018	23	161	2791.33603850586	6572987.22188169	558373.624179012	True	Södermanlands län	25.0
255	Wij, Lindhagen	OSve	1	0.35825138435689	2024/06/27	2024	26	179	2791.33603850586	6572987.22188169	558373.624179012	True	Södermanlands län	25.0
256	Liseberg	OSve	1	1.08974047662639	2018/07/20	2018	29	201	917.649680312681	6575966.03792807	672247.527415587	True	Stockholms län	2.0
269	Enebba	OSve	2	1.33195528756622	2011/06/27	2011	26	178	1501.55190543554	6638062.78055516	559654.22442223	True	Västmanlands län	2.0
274	Fjäle ängar	OGot	1	0.554873083997681	2012/07/26	2012	30	208	1802.21392754416	6366578.54509692	717551.612931377	True	Gotlands län	24.0
274	Fjäle ängar	OGot	1	0.554873083997681	2013/06/25	2013	26	176	1802.21392754416	6366578.54509692	717551.612931377	True	Gotlands län	24.0
274	Fjäle ängar	OGot	1	0.554873083997681	2014/07/15	2014	29	196	1802.21392754416	6366578.54509692	717551.612931377	True	Gotlands län	24.0
274	Fjäle ängar	OGot	1	0.554873083997681	2022/07/06	2022	27	187	1802.21392754416	6366578.54509692	717551.612931377	True	Gotlands län	24.0
300	Lilla Silpinge - slinga	SGot	2	1.20831611444939	2014/07/29	2014	31	210	1655.19600051958	6238029.20360752	511605.968556935	True	Blekinge län	12.0
317	Kocktorp, Ängsö	OSve	6	2.15513841694513	2011/06/29	2011	26	180	2784.04391700505	6601451.28900424	606199.937364614	True	Västmanlands län	12.0
317	Kocktorp, Ängsö	OSve	1	0.359189736157522	2012/07/14	2012	28	196	2784.04391700505	6601451.28900424	606199.937364614	True	Västmanlands län	12.0
317	Kocktorp, Ängsö	OSve	5	1.79594868078761	2013/06/28	2013	26	179	2784.04391700505	6601451.28900424	606199.937364614	True	Västmanlands län	12.0
319	Kättilstad Berghamra	OGot	1	0.857391050661826	2011/08/23	2011	34	235	1166.32894550053	6440827.01203887	546995.715853981	True	Östergötlands län	24.0
330	Ransäter Arboga	OSve	2	0.685877099779086	2011/07/05	2011	27	186	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	1	0.342938549889543	2011/07/19	2011	29	200	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	1	0.342938549889543	2013/06/29	2013	26	180	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	4	1.37175419955817	2014/07/05	2014	27	186	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	1	0.342938549889543	2014/07/17	2014	29	198	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	2	0.685877099779086	2015/07/04	2015	27	185	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	1	0.342938549889543	2015/08/01	2015	31	213	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	3	1.02881564966863	2016/07/03	2016	26	185	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	1	0.342938549889543	2016/07/17	2016	28	199	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	1	0.342938549889543	2020/07/19	2020	29	201	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	1	0.342938549889543	2021/06/29	2021	26	180	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	2	0.685877099779086	2022/07/13	2022	28	194	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
330	Ransäter Arboga	OSve	1	0.342938549889543	2023/07/08	2023	27	189	2915.97430595682	6580047.29385149	553348.628361826	True	Västmanlands län	24.0
362	Lötaholmen	OSve	1	0.812140673162524	2011/06/24	2011	25	175	1231.31377733606	6629673.81301024	722182.725111085	True	Uppsala län	21.0
364	Axsjöfallet S	OSve	2	0.74763418067431	2014/06/15	2014	24	166	2675.10508708437	6534760.2910951	506127.354901358	True	Örebro län	24.0
387	Klören	SGot	1	0.592302919484922	2012/08/09	2012	32	222	1688.32529285795	6232319.14507665	363644.565886053	True	Skåne län	24.0
387	Klören	SGot	2	1.18460583896984	2016/07/08	2016	27	190	1688.32529285795	6232319.14507665	363644.565886053	True	Skåne län	24.0
390	Broknäs slinga 1, Bogesund	OSve	1	0.32160547114121	2012/07/16	2012	29	198	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
390	Broknäs slinga 1, Bogesund	OSve	2	0.643210942282421	2013/06/15	2013	24	166	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
390	Broknäs slinga 1, Bogesund	OSve	1	0.32160547114121	2013/06/29	2013	26	180	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
390	Broknäs slinga 1, Bogesund	OSve	6	1.92963282684726	2014/06/18	2014	25	169	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
390	Broknäs slinga 1, Bogesund	OSve	2	0.643210942282421	2014/07/17	2014	29	198	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
390	Broknäs slinga 1, Bogesund	OSve	1	0.32160547114121	2015/06/29	2015	27	180	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
390	Broknäs slinga 1, Bogesund	OSve	1	0.32160547114121	2015/07/16	2015	29	197	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
390	Broknäs slinga 1, Bogesund	OSve	2	0.643210942282421	2016/06/25	2016	25	177	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
390	Broknäs slinga 1, Bogesund	OSve	1	0.32160547114121	2017/06/18	2017	24	169	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
390	Broknäs slinga 1, Bogesund	OSve	2	0.643210942282421	2018/05/25	2018	21	145	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
390	Broknäs slinga 1, Bogesund	OSve	2	0.643210942282421	2022/06/23	2022	25	174	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
390	Broknäs slinga 1, Bogesund	OSve	1	0.32160547114121	2025/06/03	2025	23	154	3109.39983841544	6590486.02132816	685227.556755474	True	Stockholms län	24.0
411	Längs Nordre älv, Kungälv	VGotSve	1	0.368263164059776	2020/06/15	2020	25	167	2715.44943288893	6417590.06987724	319730.344115623	True	Västra Götalands län	12.0
412	Remmene skjutfält	VGotSve	2	0.915292457952385	2012/07/03	2012	27	185	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
412	Remmene skjutfält	VGotSve	2	0.915292457952385	2012/07/22	2012	29	204	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
412	Remmene skjutfält	VGotSve	1	0.457646228976192	2013/07/07	2013	27	188	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
412	Remmene skjutfält	VGotSve	3	1.37293868692858	2014/06/18	2014	25	169	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
412	Remmene skjutfält	VGotSve	1	0.457646228976192	2014/07/20	2014	29	201	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
412	Remmene skjutfält	VGotSve	1	0.457646228976192	2015/06/11	2015	24	162	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
412	Remmene skjutfält	VGotSve	2	0.915292457952385	2016/06/12	2016	23	164	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
412	Remmene skjutfält	VGotSve	2	0.915292457952385	2016/07/07	2016	27	189	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
412	Remmene skjutfält	VGotSve	1	0.457646228976192	2021/07/25	2021	29	206	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
412	Remmene skjutfält	VGotSve	5	2.28823114488096	2023/06/20	2023	25	171	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
412	Remmene skjutfält	VGotSve	2	0.915292457952385	2025/06/27	2025	26	178	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
412	Remmene skjutfält	VGotSve	2	0.915292457952385	2025/06/28	2025	26	179	2185.09393650444	6435447.10651083	379898.6705111	True	Västra Götalands län	27.0
420	Västra Ringstad, slinga 2	VGotSve	5	4.71422019243444	2013/07/11	2013	28	192	1060.6208017233	6609950.68708184	394244.488475666	True	Värmlands län	12.0
420	Västra Ringstad, slinga 2	VGotSve	2	1.88568807697378	2014/06/10	2014	24	161	1060.6208017233	6609950.68708184	394244.488475666	True	Värmlands län	12.0
420	Västra Ringstad, slinga 2	VGotSve	1	0.942844038486888	2017/06/28	2017	26	179	1060.6208017233	6609950.68708184	394244.488475666	True	Värmlands län	12.0
420	Västra Ringstad, slinga 2	VGotSve	1	0.942844038486888	2018/05/30	2018	22	150	1060.6208017233	6609950.68708184	394244.488475666	True	Värmlands län	12.0
420	Västra Ringstad, slinga 2	VGotSve	1	0.942844038486888	2018/06/24	2018	25	175	1060.6208017233	6609950.68708184	394244.488475666	True	Värmlands län	12.0
426	Lövåsen, Billingsfors	VGotSve	1	0.279719452204399	2012/07/08	2012	27	190	3575.01057620144	6542000.20734939	341086.640511706	True	Västra Götalands län	24.0
426	Lövåsen, Billingsfors	VGotSve	1	0.279719452204399	2014/06/14	2014	24	165	3575.01057620144	6542000.20734939	341086.640511706	True	Västra Götalands län	24.0
441	Åsenslingan	OGot	1	0.664597821968396	2012/06/22	2012	25	174	1504.66939093814	6435269.84109918	556465.259995461	True	Östergötlands län	18.0
441	Åsenslingan	OGot	2	1.32919564393679	2012/07/12	2012	28	194	1504.66939093814	6435269.84109918	556465.259995461	True	Östergötlands län	18.0
441	Åsenslingan	OGot	3	1.99379346590519	2013/07/04	2013	27	185	1504.66939093814	6435269.84109918	556465.259995461	True	Östergötlands län	18.0
441	Åsenslingan	OGot	2	1.32919564393679	2016/07/14	2016	28	196	1504.66939093814	6435269.84109918	556465.259995461	True	Östergötlands län	18.0
446	Sandliden, Bohus	VGotSve	5	4.80350161864855	2012/07/05	2012	27	187	1040.90732073215	6415839.61748226	323881.860977379	True	Västra Götalands län	24.0
446	Sandliden, Bohus	VGotSve	1	0.960700323729709	2013/05/30	2013	22	150	1040.90732073215	6415839.61748226	323881.860977379	True	Västra Götalands län	24.0
446	Sandliden, Bohus	VGotSve	10	9.60700323729709	2013/06/15	2013	24	166	1040.90732073215	6415839.61748226	323881.860977379	True	Västra Götalands län	24.0
446	Sandliden, Bohus	VGotSve	4	3.84280129491884	2013/07/07	2013	27	188	1040.90732073215	6415839.61748226	323881.860977379	True	Västra Götalands län	24.0
446	Sandliden, Bohus	VGotSve	1	0.960700323729709	2014/05/29	2014	22	149	1040.90732073215	6415839.61748226	323881.860977379	True	Västra Götalands län	24.0
446	Sandliden, Bohus	VGotSve	2	1.92140064745942	2014/06/09	2014	24	160	1040.90732073215	6415839.61748226	323881.860977379	True	Västra Götalands län	24.0
459	Gamla Finntorpet	NSveSNor	2	1.48094150193989	2018/06/12	2018	24	163	1350.49223577041	6676079.20890703	503549.543827945	True	Dalarnas län	24.0
459	Gamla Finntorpet	NSveSNor	1	0.740470750969946	2022/06/14	2022	24	165	1350.49223577041	6676079.20890703	503549.543827945	True	Dalarnas län	24.0
477	Mariedal - Östra Vram slinga 2	SGot	2	1.3326935130121	2012/07/02	2012	27	184	1500.72014343318	6198247.0064717	439299.722842703	True	Skåne län	18.0
535	Stormossen-Listrevägen	OSve	2	0.787031294911463	2013/06/17	2013	25	168	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	3	1.18054694236719	2013/07/03	2013	27	184	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	1	0.393515647455731	2014/06/01	2014	22	152	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	8	3.14812517964585	2014/07/04	2014	27	185	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	1	0.393515647455731	2015/07/01	2015	27	182	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	1	0.393515647455731	2018/06/07	2018	23	158	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	6	2.36109388473439	2018/06/12	2018	24	163	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	2	0.787031294911463	2018/06/26	2018	26	177	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	1	0.393515647455731	2019/07/18	2019	29	199	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	2	0.787031294911463	2020/06/23	2020	26	175	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	1	0.393515647455731	2022/07/06	2022	27	187	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	2	0.787031294911463	2023/06/06	2023	23	157	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	7	2.75460953219012	2023/06/20	2023	25	171	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	1	0.393515647455731	2023/06/26	2023	26	177	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	3	1.18054694236719	2025/07/01	2025	27	182	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
535	Stormossen-Listrevägen	OSve	2	0.787031294911463	2025/07/10	2025	28	191	2541.19501083498	6580901.49423341	516566.017617954	True	Örebro län	12.0
543	Södra Rörum S slinga	SGot	1	0.498031975673435	2013/06/17	2013	25	168	2007.90320470449	6197888.49449581	420809.323143236	True	Skåne län	23.0
549	Kjugekull transekter	SGot	2	2.65946452913988	2013/07/07	2013	27	188	752.031086741676	6214606.91140408	460539.602464482	True	Skåne län	23.0
550	Kjugekull slinga	SGot	1	0.858934319731728	2013/07/07	2013	27	188	1164.23337271275	6214751.86482757	460284.015525738	True	Skåne län	23.0
565	Södra Rörum N transekter	SGot	2	2.03294853120367	2013/06/18	2013	25	169	983.792737151019	6198985.00392723	419953.931924631	True	Skåne län	23.0
569	L. Harsjön	OSve	4	1.07710092266986	2013/06/21	2013	25	172	3713.67242921398	6606333.95520393	688465.784322554	True	Stockholms län	25.0
569	L. Harsjön	OSve	1	0.269275230667465	2013/07/05	2013	27	186	3713.67242921398	6606333.95520393	688465.784322554	True	Stockholms län	25.0
569	L. Harsjön	OSve	12	3.23130276800958	2013/07/17	2013	29	198	3713.67242921398	6606333.95520393	688465.784322554	True	Stockholms län	25.0
569	L. Harsjön	OSve	1	0.269275230667465	2014/06/27	2014	26	178	3713.67242921398	6606333.95520393	688465.784322554	True	Stockholms län	25.0
569	L. Harsjön	OSve	4	1.07710092266986	2014/07/07	2014	28	188	3713.67242921398	6606333.95520393	688465.784322554	True	Stockholms län	25.0
