landscape	model	rep	simulation_year	target	empirical_year	locality	n_draws	mean_pi	median_pi	sd_sampling	q025_sampling	q975_sampling	min_pi	max_pi	empirical_pi	sim_empirical_ratio
skane_only	Kexp1p3_D120	rep002	2020	SESkane_mod	2022	SE Skåne	100	0.000226047215451111	0.000226184830252038	3.03209138750592e-06	0.000218705923192646	0.000230923604263547	0.000217016464693675	0.000231374856283626	0.002091	0.108104837614113
skane_only	Kexp1p3_D120	rep002	2020	WSkane_mod	2021	Silvåkra	100	0.000229633430559373	0.000229760014180558	2.38447382680994e-06	0.000224621645724231	0.00023403521784307	0.000224007515569777	0.00023452660394722	0.002252	0.101968663658692
skane_only	Kexp1p3_D120	rep003	1951	WSkane_hist	1951	Torna Hällestad	100	0.000230827571849199	0.000231061298005762	2.44021053970849e-06	0.000225004859297985	0.000234340381651657	0.000219784963957903	0.000234684687665961	0.0023	0.100359813847478
skane_only	Kexp1p3_D120	rep003	1956	ESkane_hist	1956	Degeberga	100	0.000228816132372435	0.000229825321381011	5.06010414224758e-06	0.000214733426476721	0.000234554887203442	0.000202311298178735	0.000235694642794837	0.002389	0.095779042432999
skane_only	Kexp1p3_D120	rep003	2020	ESkane_mod	2021	Fästan	100	0.000228812001679294	0.000229529133693107	3.23027437096797e-06	0.00021887262812578	0.000232762395932762	0.000216905702661518	0.000233245611840414	0.002345	0.0975744143621724
skane_only	Kexp1p3_D120	rep003	2020	SESkane_mod	2022	SE Skåne	100	0.000225559924919134	0.000226555817380453	4.76252595034688e-06	0.000212767631402342	0.000231180576913081	0.00020835568961019	0.000231758324214951	0.002091	0.107871795752814
skane_only	Kexp1p3_D120	rep003	2020	WSkane_mod	2021	Silvåkra	100	0.000229282160583608	0.000229553738859192	2.4060587849343e-06	0.000224643155892141	0.000232625557537083	0.000219734406056341	0.000232992206549403	0.002252	0.101812682319542
skane_only	Kexp1p3_D120	rep004	1951	WSkane_hist	1951	Torna Hällestad	100	0.000231186390819513	0.000231800566797306	2.92967789259253e-06	0.000224796220067179	0.000235264370830676	0.000220907954940484	0.000236694223706428	0.0023	0.10051582209544
skane_only	Kexp1p3_D120	rep004	1956	ESkane_hist	1956	Degeberga	100	0.000231288100337475	0.000231459870555056	2.07826355928488e-06	0.000226758653711102	0.000234935243988528	0.000224595234826405	0.000236381326171666	0.002389	0.0968137715937526
skane_only	Kexp1p3_D120	rep004	2020	ESkane_mod	2021	Fästan	100	0.000228827797618995	0.000229506433773109	2.8610995822505e-06	0.000221647509982879	0.000232105845228797	0.000214776803286029	0.000232985552866075	0.002345	0.0975811503705735
skane_only	Kexp1p3_D120	rep004	2020	SESkane_mod	2022	SE Skåne	100	0.000226278142203521	0.000227303450454999	4.1346713301971e-06	0.000215970889896705	0.000232205344033242	0.000212610503745192	0.000232361104899568	0.002091	0.108215276041856
skane_only	Kexp1p3_D120	rep004	2020	WSkane_mod	2021	Silvåkra	100	0.000231338057589345	0.000231433204856543	1.67148475998727e-06	0.000227202372575687	0.00023403778916915	0.000226976824472727	0.000234473975017488	0.002252	0.102725602837187
skane_only	Kexp1p3_D120	rep005	1951	WSkane_hist	1951	Torna Hällestad	100	0.000231512954848067	0.000232023801602361	2.87197206164258e-06	0.000224526508735572	0.000235606879852691	0.00022208102214477	0.000237118297291236	0.0023	0.100657806455681
skane_only	Kexp1p3_D120	rep005	1956	ESkane_hist	1956	Degeberga	100	0.000230922131662554	0.000231644448407993	3.17774056011468e-06	0.000223387510263465	0.000235087941793562	0.000216269287827449	0.00023602486439673	0.002389	0.0966605825293237
skane_only	Kexp1p3_D120	rep005	2020	ESkane_mod	2021	Fästan	100	0.000227781296622227	0.000228234190149209	2.56834559067507e-06	0.000222156994816598	0.000231759287227727	0.000220917988982027	0.000232428756687747	0.002345	0.097134881288796
skane_only	Kexp1p3_D120	rep005	2020	SESkane_mod	2022	SE Skåne	100	0.000228422442765977	0.000228888341352553	2.74099167709015e-06	0.000222066164224995	0.000232807031625144	0.00021967832445191	0.000233548049772727	0.002091	0.109240766506924
skane_only	Kexp1p3_D120	rep005	2020	WSkane_mod	2021	Silvåkra	100	0.000230013492282497	0.000230322261745274	1.95249155495652e-06	0.000224404437844173	0.000232775831806787	0.000223321217736988	0.000233694278094021	0.002252	0.102137429965585
skane_only	Kexp1p5_D120	rep001	1951	WSkane_hist	1951	Torna Hällestad	100	0.000229813954802896	0.000230611781603146	3.97841520198888e-06	0.000220881442762753	0.000234913176292801	0.000211355853899059	0.000236856550485278	0.0023	0.099919110783868
skane_only	Kexp1p5_D120	rep001	1956	ESkane_hist	1956	Degeberga	100	0.000230201854672791	0.000230819812592362	3.00110790394198e-06	0.000223861998637073	0.000234870985441917	0.000220992726147371	0.000235417207453804	0.002389	0.0963590852544124
skane_only	Kexp1p5_D120	rep001	2020	ESkane_mod	2021	Fästan	100	0.000227711302385928	0.000228036236889526	2.58783533063252e-06	0.000222308141644865	0.00023133126809728	0.000220801978724937	0.000232690538656606	0.002345	0.0971050330003956
skane_only	Kexp1p5_D120	rep001	2020	SESkane_mod	2022	SE Skåne	100	0.000225272592878245	0.000225589767896632	3.20223231563185e-06	0.000217546081581915	0.000229847861593271	0.000214617247833967	0.000230942703310995	0.002091	0.107734382055593
skane_only	Kexp1p5_D120	rep001	2020	WSkane_mod	2021	Silvåkra	100	0.000230737299124451	0.000230881346409485	1.73336878876497e-06	0.000227280425430272	0.000234251988454658	0.000225643491139394	0.000234600471800638	0.002252	0.102458836200911
skane_only	Kexp1p5_D120	rep002	1951	WSkane_hist	1951	Torna Hällestad	100	0.000230609272379494	0.000230802338236569	2.61115788321191e-06	0.000225602017300345	0.000234582733718143	0.000224014862416932	0.000236287373073787	0.0023	0.100264901034563
skane_only	Kexp1p5_D120	rep002	1956	ESkane_hist	1956	Degeberga	100	0.000229748472341697	0.000230459280075302	3.56495797242839e-06	0.000223208548637533	0.000234769766033022	0.000211585214758594	0.000236879796746075	0.002389	0.0961693061287974
skane_only	Kexp1p5_D120	rep002	2020	ESkane_mod	2021	Fästan	100	0.000223449413727068	0.000224567747173451	4.69491363831555e-06	0.000215167871477582	0.000229310868570489	0.000197464491709018	0.000229744090964622	0.002345	0.0952875964720972
skane_only	Kexp1p5_D120	rep002	2020	SESkane_mod	2022	SE Skåne	100	0.000224502777884901	0.000225176856639397	4.74699304822722e-06	0.000212439938253318	0.000231441349536307	0.000210249449189672	0.000232096126037177	0.002091	0.107366225674271
skane_only	Kexp1p5_D120	rep002	2020	WSkane_mod	2021	Silvåkra	100	0.000229737575151621	0.000229900730663098	1.97069816954045e-06	0.000225562230800871	0.000232804178005961	0.000224704755576075	0.000233175196499584	0.002252	0.102014909037132
skane_only	Kexp1p5_D120	rep003	1951	WSkane_hist	1951	Torna Hällestad	100	0.000231610067234037	0.00023252748004215	3.60512628764e-06	0.000222969613989922	0.0002365061265561	0.000216049373952094	0.000237725222509752	0.0023	0.10070002923219
skane_only	Kexp1p5_D120	rep003	1956	ESkane_hist	1956	Degeberga	100	0.000230314112782424	0.000231519686332093	3.80023954137515e-06	0.000222806014931804	0.000234458529138555	0.000207127266277409	0.000234910706493113	0.002389	0.0964060748356734
skane_only	Kexp1p5_D120	rep003	2020	ESkane_mod	2021	Fästan	100	0.000227501503840071	0.000228095812988024	2.99457322119367e-06	0.000219777471551039	0.000232005322478709	0.00021908634724865	0.000233397640559436	0.002345	0.0970155666695397
skane_only	Kexp1p5_D120	rep003	2020	SESkane_mod	2022	SE Skåne	100	0.000227626260031137	0.000227853661443975	3.57713453329213e-06	0.000219765006054288	0.000233303297018069	0.000219142754929775	0.00023407336538519	0.002091	0.108860000014891
skane_only	Kexp1p5_D120	rep003	2020	WSkane_mod	2021	Silvåkra	100	0.000230042834811732	0.000230472063989167	2.43333817705872e-06	0.000224985792242222	0.000233997168063818	0.000223877599929605	0.000234765650468702	0.002252	0.102150459507874
skane_only	Kexp1p5_D120	rep004	1951	WSkane_hist	1951	Torna Hällestad	100	0.000230620159018353	0.000231299681077674	3.06003859681266e-06	0.000223056481592678	0.000234969601708853	0.000220540393253191	0.000235070459140017	0.0023	0.100269634355805
skane_only	Kexp1p5_D120	rep004	1956	ESkane_hist	1956	Degeberga	100	0.000231124489464819	0.000231514112258563	2.82476412243301e-06	0.000224505312135861	0.000235672513834612	0.000219302500583907	0.000236063946466595	0.002389	0.0967452865068309
skane_only	Kexp1p5_D120	rep004	2020	ESkane_mod	2021	Fästan	100	0.000228372234579153	0.000228692030788024	2.90851929865622e-06	0.000222506292201968	0.000232720012541517	0.000218689353928761	0.00023422254024509	0.002345	0.0973868804175491
skane_only	Kexp1p5_D120	rep004	2020	SESkane_mod	2022	SE Skåne	100	0.000225020006181467	0.000225260248037015	4.04272787581965e-06	0.000215785019007517	0.000231249915199604	0.000207084359508788	0.000232299251614697	0.002091	0.107613584974398
skane_only	Kexp1p5_D120	rep004	2020	WSkane_mod	2021	Silvåkra	100	0.00022927292145962	0.000229542464281362	2.55869132385303e-06	0.000223917887463976	0.000233077848314545	0.000219245554351665	0.000233324556754702	0.002252	0.101808579688996
skane_only	Kexp1p5_D120	rep005	1951	WSkane_hist	1951	Torna Hällestad	100	0.000230792410571821	0.000231367514836372	2.73964244702618e-06	0.000224955143712236	0.000234937116587233	0.000222115699733829	0.000236760525370812	0.0023	0.100344526335575
skane_only	Kexp1p5_D120	rep005	1956	ESkane_hist	1956	Degeberga	100	0.000229642910548248	0.000229919997505238	3.31895685176383e-06	0.000221590643342222	0.000234312290802976	0.000217926784661799	0.000234649797863974	0.002389	0.0961251195262653
skane_only	Kexp1p5_D120	rep005	2020	ESkane_mod	2021	Fästan	100	0.000224820035299426	0.000225667316037485	3.85930637016382e-06	0.000215739731741225	0.000230231149037933	0.000213658696227819	0.000231051445239724	0.002345	0.0958720832833374
skane_only	Kexp1p5_D120	rep005	2020	SESkane_mod	2022	SE Skåne	100	0.000224501444496375	0.000225639560995788	3.73650760732146e-06	0.000214938973440171	0.000229588995441742	0.000213912542347776	0.00023230258903411	0.002091	0.107365587994441
skane_only	Kexp1p5_D120	rep005	2020	WSkane_mod	2021	Silvåkra	100	0.000228989619618334	0.000229321814493184	2.24577232727099e-06	0.000224030143879958	0.0002323415482606	0.000219473155830612	0.000233259067840134	0.002252	0.101682779581853
