sit_uid	site	site_category	total_sum	lat	lon	county	datasource	clc_code	clc_name	habitat_hilda	presence
3266	Nordens Ark, Vägen i Ekoparken	T	8	6484052.12229905	291184.200899854	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	324.0	Transitional woodland-shrub	Unmanaged grass/shrubland	0
3267	Nordens Ark, Grushålan	T	119	6483938.10407063	292258.924776498	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	313.0	Mixed forest	Forest	0
3245	Nordens Ark, Eldfältet	T	28	6483347.55716228	291351.565604777	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
243	Säter Stenbäcken	P	764	6483063.51637098	433227.224390912	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311.0	Broad-leaved forest	Forest	0
444	Hönsa	P	37	6482577.42121589	451779.131667446	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
2879	Sjöhagen 333	P	38	6480976.24447684	306359.150291661	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
1080	Tranum Sandebo	P	134	6480352.06297199	375521.9755492	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
3601	Blistad Bergslund	P	28	6479605.36702533	555102.90206107	Östergötlands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
2692	Gillstad	P	69	6478761.27083877	380554.545079455	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	243.0	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0
205	Bjälbovägen 63	P	3219	6477368.49000463	494282.965879396	Östergötlands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
753	Brastad-Lycke	T	107	6476155.52125554	293486.662385288	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311.0	Broad-leaved forest	Forest	0
2762	Fiskartorpet, Eggby	T	1836	6476071.68799893	421733.24567724	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311.0	Broad-leaved forest	Forest	0
4232	Gullmarsberg Berget	P	2	6476063.44792811	302888.179506278	Västra Götalands län	Artportalen, SLU	312.0	Coniferous forest	Forest	0
880	Stintorp, 400 m SO	T	22	6475747.87605253	574561.602093605	Östergötlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
881	Sandsveden	T	36	6475444.13668038	575160.080269988	Östergötlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
127	Smärtungen	P	130	6475158.15747054	312316.544874645	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
3225	Uddetorps naturbruksskola	T	1068	6474761.67278675	407761.385041156	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
979	Askeby	P	1	6474441.74956542	549669.469249488	Östergötlands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
2713	Taborsvägen 4	P	2	6472881.3169584	320553.147424124	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
224	Tempelbacken	P	129	6472177.16906291	410786.975289904	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
3177	Utpost Hållö	P	3	6472115.01648716	278495.291648962	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	332.0	Bare rocks	Sparse/no vegetation	0
374	Nygårdsängens naturreservat	P	155	6471980.15205677	342666.663873496	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	231.0	Pastures	Pasture/Rangeland	0
2680	Vadbacken	P	417	6471267.06754047	321039.240665582	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
210	Haga, Gibbenäs	P	459	6468881.49338849	594564.650128699	Östergötlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
4248	Lidvägen	P	5	6467997.37693019	314824.021492083	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
2940	Opalvägen 10, Trollhättan	P	410	6467640.03466636	340458.925933416	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
3979	Karlsviks koloniområde	T	166	6466517.36000525	341852.628681775	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	231.0	Pastures	Pasture/Rangeland	0
1006	Bolum	T	90	6466104.05261375	418384.292472979	Västra Götalands län	Länsstyrelsen i Västra Götalands län	231.0	Pastures	Pasture/Rangeland	0
2765	Grinnsjö	T	20	6465935.428612	350172.115040827	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
774	Skår-Myren	T	509	6465774.5013598	296717.301686956	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
295	Naturum Hornborgasjön	T	389	6465468.32178764	417214.446291037	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	231.0	Pastures	Pasture/Rangeland	0
2732	Bolumsdreven	T	1205	6465110.35889453	419623.637810464	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
180	Fridhem, Dags mosse	P	15	6464874.93009297	483586.749820202	Östergötlands län	Artportalen, SLU	312.0	Coniferous forest	Forest	0
2960	Hunneberg radiomasten	P	654	6464758.814831	349317.679286529	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
807	Rörbäck	P	119	6463237.46941692	298923.412089851	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
1010	Brunnhem 0706	T	40	6462991.47291441	423308.361530902	Västra Götalands län	Länsstyrelsen i Västra Götalands län	311.0	Broad-leaved forest	Forest	0
1013	Brunnhem 9437	T	27	6462800.16747264	423609.518115431	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
1011	Brunnhem 7018	T	22	6462658.59877698	423306.350859647	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
1012	Brunnhem 7841	T	44	6462622.83562067	423658.620738529	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
3767	Västergärdets koloniområde	P	116	6462126.29781804	339812.385459531	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	141.0	Green urban areas	Urban	0
951	Torpet 1:6 trädgård	P	1092	6461071.75432559	325868.770492543	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
2948	Horneksvägen 10, Skeda udde	P	506	6460805.01734949	532812.172772097	Östergötlands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
406	Fredenslund Linneberg 1:4	P	1705	6459335.39719026	312323.323194713	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
3966	Skogen 13, Grundsund	P	119	6458168.0206619	289706.717917257	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
2776	Övre Allén 12, Ljungskile	P	34	6457648.98108267	319467.42235304	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
2723	Fjälla Mellangård	T	372	6456747.34437174	306852.525963362	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	313.0	Mixed forest	Forest	0
759	Skogastorp, Högstena	T	130	6456244.92171494	425263.29302864	Västra Götalands län	Trafikverket	243.0	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0
1051	Skogastorp 746	T	47	6455969.17680271	425775.365232324	Västra Götalands län	Länsstyrelsen i Västra Götalands län	243.0	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0
3293	Baggeryrsvägen 24	P	96	6455578.97863083	339736.879174233	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
3130	Baggeryr - Sjölanda	T	55	6455124.78982776	339700.339607648	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
1033	Kungslena 5073	T	20	6454424.11535782	430055.956786402	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
2748	Törestorps Boställe	P	150	6454405.81012724	408646.92748454	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	243.0	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0
403	Fahls	P	296	6454312.32756549	421048.333073677	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
60	Dammhult	P	141	6452674.8807423	551634.612372663	Östergötlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
4255	Skogen 321	P	39	6451714.87430411	312996.232007097	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
760	Åsle mosse, Åsle	T	133	6449381.02635579	421421.187404422	Västra Götalands län	Trafikverket	412.0	Peat bogs	Other	0
1047	Röd 2 1202	T	22	6448662.3827123	314477.92632093	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312.0	Coniferous forest	Forest	0
1046	Röd 1 5317	T	48	6448092.15285775	314514.731941729	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
843	Boxvik slinga	T	46	6447020.03777781	293069.22800946	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
2690	Eksjöhult	P	485	6446966.63518399	528392.228996818	Östergötlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
312	Surklev - Vasahagen	T	82	6446965.235874	544580.073685665	Östergötlands län	Svensk Dagfjärilsövervakning, LU	243.0	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0
280	Nösund	P	100	6445511.39291707	294359.51170296	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	242.0	Complex cultivation patterns	Cropland	0
488	Nösund, slinga	T	78	6445357.53908271	294698.149767204	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
1056	Ålleberg 4103	T	82	6445184.74119779	417476.189282785	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
1023	Fåglum slåtteräng	T	42	6444906.32606011	371704.710171441	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
1021	Fåglum 5820	T	31	6444817.3842766	371705.773715005	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
1022	Fåglum 8706	T	68	6444599.60167707	371547.46018827	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
1044	Ranahult slåtteräng	T	24	6443324.28730584	390193.37692915	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312.0	Coniferous forest	Forest	0
1045	Ranahult (S)	T	33	6443146.51938792	390205.497239385	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312.0	Coniferous forest	Forest	0
1054	Tovarp 8595	T	14	6441546.14530553	408505.863167474	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
1053	Tovarp 8093	T	14	6441478.40985262	408441.703212212	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
117	Ljungstorp	T	543	6440844.31562383	524264.796572295	Östergötlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
2755	Knektvägen	P	27	6440380.51349578	313001.896241716	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
448	Haraberget	P	169	6439455.19147177	384590.411375924	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
438	Fabriksgatan 10	P	122	6438898.95993123	383460.623973353	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
2903	Kullingsvik	T	526	6438719.71886217	385858.575783559	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	231.0	Pastures	Pasture/Rangeland	0
3755	Fiskartorpet, Valdemarsvik	T	105	6438175.89265564	604495.653310144	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
998	Yttre Åsen	P	339	6437914.90935822	325792.060285575	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
3729	Stensnäs	T	236	6437594.51071441	581017.563014506	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	313.0	Mixed forest	Forest	0
2904	Bråttensby	P	78	6437285.94819102	376449.429892863	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
2947	Hultsjö 1-8 gräsvägen, Gränna	P	53	6436895.48128981	476464.282226779	Jönköpings län	Svensk Dagfjärilsövervakning, LU	311.0	Broad-leaved forest	Forest	0
1026	Härön 6982	T	17	6436014.62272482	292479.275279269	Västra Götalands län	Länsstyrelsen i Västra Götalands län	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
3684	Fiskaretorpet, Vinäs	T	203	6436013.03097703	582950.942094576	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	211.0	Non-irrigated arable land	Cropland	0
3716	Ramsdal	T	291	6435821.87611256	598922.135349311	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
1025	Härön 4280	T	24	6435670.85182727	292397.436067036	Västra Götalands län	Länsstyrelsen i Västra Götalands län	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
1027	Härön slåtteräng	T	16	6435388.5569679	292274.886167735	Västra Götalands län	Länsstyrelsen i Västra Götalands län	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
3899	Fårö, Skärsviken	P	72	6434555.30604906	754130.035774973	Gotlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
3705	Kråkvik	T	284	6434525.24897744	600517.231932972	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	211.0	Non-irrigated arable land	Cropland	0
3743	Tomåla	T	188	6434093.97368096	599815.555395581	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	211.0	Non-irrigated arable land	Cropland	0
2656	Kalbjärga	T	1300	6433851.25339415	748262.851612179	Gotlands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
2654	Ekeviken, Fårö	P	702	6433636.13684235	750930.233174877	Gotlands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
3700	Hökdalen	T	288	6433506.90957523	601640.120760958	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	211.0	Non-irrigated arable land	Cropland	0
3167	Södra Anrås	P	2	6433274.16670079	312544.145809107	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	231.0	Pastures	Pasture/Rangeland	0
3751	Östra Ed	T	253	6433106.56028982	599174.50640103	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
447	Svedjan	T	1037	6432969.76031884	338262.219434352	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
3704	Kleva, Edsbruk	T	334	6432749.78627314	586625.952263932	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	211.0	Non-irrigated arable land	Cropland	0
2833	Skärhamn	P	270	6432617.21189287	297208.053173677	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
3664	Skalasandsvik, Fårö	P	24	6432044.29348295	755956.917716216	Gotlands län	Svensk Dagfjärilsövervakning, LU	523.0	Sea and ocean	Other	0
809	Elinstigen	T	65	6431616.42267676	310728.020044271	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
794	Sudersand, Gotland	T	560	6431352.27645314	751598.470293935	Gotlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
2919	Svalsjö Fjärilsruta	P	1373	6430683.57341992	525090.908982977	Östergötlands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
3657	Sudersand södra, Fårö	P	138	6430587.99219207	750230.693443774	Gotlands län	Svensk Dagfjärilsövervakning, LU	243.0	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0
4340	Ringvida	T	2158	6430232.69283986	749449.991793996	Gotlands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
785	Ranebolund	T	111	6430229.21132212	316667.153958593	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311.0	Broad-leaved forest	Forest	0
3661	Fårö, St. Hoburga punkt	P	98	6430153.72906373	748698.988287304	Gotlands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
3677	Björnhällen	T	145	6430061.82983523	600390.565303245	Östergötlands län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
798	Fårö, Gåsmorahammaren	T	3840	6429614.59826072	749773.350857029	Gotlands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
2814	Asklanda	P	1	6429409.53640886	377838.850803829	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311.0	Broad-leaved forest	Forest	0
2759	Brobacka	P	576	6428999.26492255	348500.080783775	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
3662	Alnäsaudden 2	T	914	6428988.99325658	748462.915016179	Gotlands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
2854	Alnäsaudden, Fårö	T	2770	6428971.80892169	748531.115334662	Gotlands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
2664	Friggars, Fårö	P	2	6428950.61245767	746588.509950982	Gotlands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
3730	Stora Askö	T	145	6428545.88123114	603965.794894936	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	243.0	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0
3685	Flatvarp	T	177	6428503.39085533	606520.690559191	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
3660	St. Hoburga - Fårö museum	T	46	6428426.95855326	747786.675313129	Gotlands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
1034	Kurebo	T	114	6427865.24482653	408395.399368508	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312.0	Coniferous forest	Forest	0
443	Hedebacke 1:2	P	183	6427721.79487093	358783.853004164	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
3707	Lilla Askö	T	148	6427467.42560426	603151.864895585	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
361	Ådala fjärilssträcka	T	62	6427456.40707992	489635.985197455	Jönköpings län	Svensk Dagfjärilsövervakning, LU	313.0	Mixed forest	Forest	0
848	Föllingsö	P	23	6426501.20563325	535667.381282589	Östergötlands län	Svensk Dagfjärilsövervakning, LU	231.0	Pastures	Pasture/Rangeland	0
3693	Hellerö	T	645	6426341.20302408	597496.693408254	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	211.0	Non-irrigated arable land	Cropland	0
3733	Stora Sandered	T	368	6426108.70271791	602477.245479799	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
2754	Varden	T	121	6425808.86119358	744328.191711719	Gotlands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
602	Blomsholm punkt	P	167	6425755.54401501	414451.76681333	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	324.0	Transitional woodland-shrub	Unmanaged grass/shrubland	0
2722	Tolleröd	P	28	6425579.04210441	316260.949182068	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	313.0	Mixed forest	Forest	0
3695	Horsö brygga	T	173	6425230.8902537	603564.458492795	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
435	Älebräckevägen 12	P	111	6424756.41254843	328894.57042182	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	231.0	Pastures	Pasture/Rangeland	0
3722	Sandered	T	155	6424171.62088121	603688.069112183	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
3727	Snörum	T	494	6424000.49792375	597975.507873057	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
3659	Klintängarna, Fårö	T	2	6423852.65248235	744549.525534868	Gotlands län	Svensk Dagfjärilsövervakning, LU	243.0	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0
3710	Mistekärr A	T	419	6423331.31635736	601382.654792679	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	243.0	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0
2685	Kattkroken	P	38	6422669.71603078	301858.141811144	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	311.0	Broad-leaved forest	Forest	0
2693	Smörholmen	P	140	6422549.6859617	298835.378506911	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
425	Sjöhagsvägen 8	P	107	6422478.40536667	344364.204096789	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
883	Linneberg, 200 m SSV	T	190	6422057.02383773	528575.719226513	Östergötlands län	Svensk Dagfjärilsövervakning, LU	231.0	Pastures	Pasture/Rangeland	0
424	Torstövägen 5	P	86	6422055.79392721	344042.425234418	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
844	Koön, Marstrand	T	1322	6421334.8391839	298954.81549198	Västra Götalands län	Trafikverket	311.0	Broad-leaved forest	Forest	0
3697	Hulöhamn B	T	338	6420864.66952521	606307.895276197	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
299	Målvik	P	535	6420636.82095138	521980.858535559	Östergötlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
1042	Nol 5668	T	9	6418392.53426706	330447.679700928	Västra Götalands län	Länsstyrelsen i Västra Götalands län	313.0	Mixed forest	Forest	0
1043	Nol 6363	T	73	6418319.13467636	330494.529476409	Västra Götalands län	Länsstyrelsen i Västra Götalands län	313.0	Mixed forest	Forest	0
891	Stora Viken	T	1327	6418237.51083812	323568.421121421	Västra Götalands län	Trafikverket	231.0	Pastures	Pasture/Rangeland	0
2704	Lyckan 6	P	224	6418055.59052465	319126.134779665	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
2699	Runneröd	P	537	6417776.01660804	310435.512443636	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
2703	Bräcke 200	P	202	6416654.06906174	307368.70431253	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
1055	Åfärd	T	7	6416237.78140698	413263.897768228	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
450	Hällen, Jennylund	P	29	6416049.02281109	325266.574613871	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	412.0	Peat bogs	Other	0
3731	Stora Hallmare A	T	171	6415909.43572109	604092.52060199	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
3732	Stora Hallmare B	T	252	6415635.67914951	604610.659975514	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	312.0	Coniferous forest	Forest	0
3624	Bondegatan 82, Alingsås	P	46	6415633.14880702	349226.268109398	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
2710	Hållsungamyren	P	329	6415382.99283638	307132.013952142	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	324.0	Transitional woodland-shrub	Unmanaged grass/shrubland	0
2709	Åkerhög 350	P	321	6415101.66681182	305163.533420975	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	333.0	Sparsely vegetated areas	Sparse/no vegetation	0
59	Uppegårds-Nyhamn Lärbro	P	523	6415093.76773586	724125.814747577	Gotlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
1048	Sandslätt, vägen	T	8	6415029.87750591	402073.577692846	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312.0	Coniferous forest	Forest	0
2822	Klangstorp 11	P	214	6414257.10326632	361985.8921354	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
3176	Rute Valleviksvägen	P	236	6413973.91942563	734361.208797422	Gotlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
734	Glöskär 6:46	P	59	6413842.59134171	306351.856153189	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
479	Flateby Harestad	P	156	6413464.54194772	310854.721188649	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
106	Lärbo, Angelbos 1920	P	1930	6413383.69448905	724944.123541723	Gotlands län	Svensk Dagfjärilsövervakning, LU	312.0	Coniferous forest	Forest	0
629	Blåbärsåsvägen 72	P	314	6413201.97324901	343736.253473609	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	313.0	Mixed forest	Forest	0
3724	Segersgärde B	T	5	6413196.19155992	590426.26458028	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	243.0	Land principally occupied by agriculture with significant areas of natural vegetation	Cropland	0
3723	Segersgärde A	T	684	6412814.27044433	590256.860369302	Kalmar län	Biogeografisk uppföljning av fjärilar, LU	231.0	Pastures	Pasture/Rangeland	0
3640	Nääs	T	799	6411740.51733687	345391.782484399	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
36	Granshult 7:2	P	948	6411183.42115179	446590.331719637	Jönköpings län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
677	Lingonvägen, Floda	P	497	6411027.61986219	342600.809383686	Västra Götalands län	Svensk Dagfjärilsövervakning, LU	112.0	Discontinuous urban fabric	Urban	0
1028	Höga	T	10	6410717.31812386	307599.4069013	Västra Götalands län	Länsstyrelsen i Västra Götalands län	231.0	Pastures	Pasture/Rangeland	0
1035	Lilla Rydet	T	1	6410530.42344602	424419.842703387	Västra Götalands län	Länsstyrelsen i Västra Götalands län	312.0	Coniferous forest	Forest	0
1058	Önnarp	T	90	6410496.89566087	415482.327026478	Västra Götalands län	Länsstyrelsen i Västra Götalands län	311.0	Broad-leaved forest	Forest	0
309	Lärbro Kajlungs	T	230	6410286.75210412	727020.838911476	Gotlands län	Svensk Dagfjärilsövervakning, LU	211.0	Non-irrigated arable land	Cropland	0
1014	Bryngelsgärde 9055	T	2	6409933.71067704	353459.973975198	Västra Götalands län	Länsstyrelsen i Västra Götalands län	211.0	Non-irrigated arable land	Cropland	0
