sit_uid	site	site_category	total_sum	lat	lon	county	datasource	clc_code	clc_name	habitat_hilda	presence
3271	Västerviks gård	P	1	6234879.78054584	463641.211430119	Skåne län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1
387	Klören	T	3	6232319.14507665	363644.565886053	Skåne län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1
19	Vankiva skola	T	1	6229406.01386371	422621.236525137	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1
634	Äppleskogen	P	2	6224593.95536616	361992.878972442	Skåne län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1
1102	Ignaberga flygplats slinga 1	T	1	6221631.69221138	430495.573310389	Skåne län	Länsstyrelsen i Malmö län	211	Non-irrigated arable land	Cropland	1
422	Barum 2:12	P	2	6220487.46890921	459428.340873895	Skåne län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1
603	Horsakärr	T	11	6218033.36199086	390891.579191414	Skåne län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1
550	Kjugekull slinga	T	1	6214751.86482757	460284.015525738	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1
549	Kjugekull transekter	T	2	6214606.91140408	460539.602464482	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1
659	Näsby fält - Norra transekter	T	12	6213999.4591586	445927.923400027	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1
660	Näsby fält - Norra slinga	T	10	6213999.4591586	445927.923400027	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1
661	Näsby fält - Södra transekter	T	2	6212811.6267727	446668.478296003	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1
662	Näsby fält - Södra slinga	T	16	6212022.95871833	446153.914393944	Skåne län	Länsstyrelsen i Malmö län	142	Sport and leisure facilities	Urban	1
202	Kungsborg	T	17	6210508.47693838	439634.464303345	Skåne län	Svensk Dagfjärilsövervakning, LU	131	Mineral extraction sites	Urban	1
835	Tosteberga ängar transekter	T	1	6207628.71862732	466269.730122957	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1
663	Norra Mosslunda transekter	T	12	6203587.85732458	443431.58733855	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1
664	Norra Mosslunda slinga	T	18	6203587.85732458	443431.58733855	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1
887	Rugerup	T	11	6202905.73172926	400209.656125095	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1
3950	Rinkaby skjutfält	T	1	6202141.24282574	457465.435476975	Skåne län	Biogeografisk uppföljning av fjärilar, LU	231	Pastures	Pasture/Rangeland	1
635	Holma ängar	P	3	6202027.95534468	409960.162411423	Skåne län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1
74	Snogehall	T	1	6201322.56108703	407926.372836163	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1
2743	Östra Sandar, Rinkaby skjutfält	T	13	6200997.61197645	457455.782628933	Skåne län	Svensk Dagfjärilsövervakning, LU	312	Coniferous forest	Forest	1
565	Södra Rörum N transekter	T	2	6198985.00392723	419953.931924631	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1
668	Ry transekter	T	1	6198618.18661293	404353.658730505	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1
1068	Älleköpinge slinga	T	4	6198516.57626713	451447.278261992	Skåne län	Länsstyrelsen i Malmö län	211	Non-irrigated arable land	Cropland	1
242	Prästabonnens gård	T	2	6198509.73121052	416996.864840023	Skåne län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1
842	Sånnarna slinga	T	1	6198333.29205281	453216.659215198	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1
477	Mariedal - Östra Vram slinga 2	T	2	6198247.0064717	439299.722842703	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1
543	Södra Rörum S slinga	T	1	6197888.49449581	420809.323143236	Skåne län	Länsstyrelsen i Malmö län	311	Broad-leaved forest	Forest	1
839	Ekebo transekter	T	1	6197699.37457054	439824.877283236	Skåne län	Länsstyrelsen i Malmö län	211	Non-irrigated arable land	Cropland	1
738	Danskens äng	T	23	6197556.66098706	416695.124505187	Skåne län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1
585	Flintabacken slinga	T	1	6196322.88823457	454480.566663217	Skåne län	Länsstyrelsen i Malmö län	312	Coniferous forest	Forest	1
2884	Dösjebro-ån-gamla tippen	T	2	6188127.45185154	376050.275533986	Skåne län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1
63	Trunelän, Maglehem	T	123	6181324.3380112	444952.437453613	Skåne län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1
3946	Kumlan	T	1	6180132.00302885	445566.050308094	Skåne län	Biogeografisk uppföljning av fjärilar, LU	231	Pastures	Pasture/Rangeland	1
287	Fru Hammars väg 6	P	3	6175673.64242194	443648.77904404	Skåne län	Svensk Dagfjärilsövervakning, LU	112	Discontinuous urban fabric	Urban	1
17	NV Krankesjön	T	7	6174534.28923638	404470.209251792	Skåne län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1
2949	Klammersbäck transekter	T	2	6174073.32122708	448116.447186567	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1
4201	Vitemölla	T	6	6173930.96114514	449799.374746218	Skåne län	Biogeografisk uppföljning av fjärilar, LU	231	Pastures	Pasture/Rangeland	1
643	Vitemölla strandbackar transekter	T	2	6173376.11350124	447986.614272845	Skåne län	Länsstyrelsen i Malmö län	211	Non-irrigated arable land	Cropland	1
183	Silvåkratornet	P	1	6172718.46848745	405440.863202069	Skåne län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1
1085	Kaninlandet	T	1	6171198.68930745	400066.179417732	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1
3278	Dalby fälad no 5	T	2	6171012.42521251	398402.169686069	Skåne län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1
6	Rökepipan	T	4	6170800.35223422	396925.37038342	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1
1069	Betesmark öster om Dalby, transekter	T	2	6169668.60031873	398015.991924706	Skåne län	Länsstyrelsen i Malmö län	231	Pastures	Pasture/Rangeland	1
3918	naturum Stenshuvud, fjärilsslinga	T	8	6168018.62131051	454195.245733927	Skåne län	Svensk Dagfjärilsövervakning, LU	311	Broad-leaved forest	Forest	1
735	Heden Stenshuvud	T	1	6167297.15374158	454300.588109481	Skåne län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1
529	Enehusa	P	1	6164227.12093436	403764.425635953	Skåne län	Artportalen, SLU	311	Broad-leaved forest	Forest	1
14	Lyngby skola 182	P	1	6162662.55302098	394873.013875106	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1
239	Västra Blentarp	P	1	6161733.26887706	410986.903869899	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1
2924	Knösen, slinga	T	1	6145198.56081624	364811.443379511	Skåne län	Svensk Dagfjärilsövervakning, LU	211	Non-irrigated arable land	Cropland	1
3575	Nybrofältet	T	4	6144503.47831474	432362.917345749	Skåne län	Svensk Dagfjärilsövervakning, LU	231	Pastures	Pasture/Rangeland	1
