sit_uid	sit_name	reg_code	sum	sit_length_equivalent	count_per_1000m_equivalent	date	year	week	day_of_year
14	Lyngby skola 182	SGot	1	392.7	2.5464731347084286	2011-07-08	2011	27	189
38	Strandvägen	OGot	1	392.7	2.5464731347084286	2011-06-11	2011	23	162
44	Ljugarns föräldrakooperativ Bikupan	OGot	2	392.7	5.092946269416857	2011-07-01	2011	26	182
48	Blomstervägen 23	OGot	1	392.7	2.5464731347084286	2014-06-27	2014	26	178
48	Blomstervägen 23	OGot	1	392.7	2.5464731347084286	2018-05-31	2018	22	151
50	När Graunänge	OGot	1	392.7	2.5464731347084286	2010-06-27	2010	25	178
50	När Graunänge	OGot	1	392.7	2.5464731347084286	2015-06-30	2015	27	181
50	När Graunänge	OGot	1	392.7	2.5464731347084286	2015-08-10	2015	33	222
50	När Graunänge	OGot	1	392.7	2.5464731347084286	2018-07-08	2018	27	189
55	Kodings 2:1	OGot	1	392.7	2.5464731347084286	2010-06-24	2010	25	175
77	Bårabygd altanen	SGot	1	392.7	2.5464731347084286	2013-07-08	2013	28	189
77	Bårabygd altanen	SGot	1	392.7	2.5464731347084286	2014-06-08	2014	23	159
77	Bårabygd altanen	SGot	2	392.7	5.092946269416857	2016-06-25	2016	25	177
78	Bårabygd kfukslok	SGot	1	392.7	2.5464731347084286	2011-06-27	2011	26	178
79	Bårabygd klyvningen	SGot	4	392.7	10.185892538833716	2013-06-17	2013	25	168
79	Bårabygd klyvningen	SGot	2	392.7	5.092946269416857	2013-07-01	2013	27	182
79	Bårabygd klyvningen	SGot	1	392.7	2.5464731347084286	2013-07-08	2013	28	189
79	Bårabygd klyvningen	SGot	1	392.7	2.5464731347084286	2014-06-08	2014	23	159
79	Bårabygd klyvningen	SGot	3	392.7	7.639419404125286	2015-07-16	2015	29	197
79	Bårabygd klyvningen	SGot	1	392.7	2.5464731347084286	2017-06-27	2017	26	178
79	Bårabygd klyvningen	SGot	2	392.7	5.092946269416857	2021-06-20	2021	24	171
79	Bårabygd klyvningen	SGot	3	392.7	7.639419404125286	2021-07-03	2021	26	184
80	Bårabygd ängen	SGot	1	392.7	2.5464731347084286	2013-06-17	2013	25	168
80	Bårabygd ängen	SGot	2	392.7	5.092946269416857	2013-07-01	2013	27	182
80	Bårabygd ängen	SGot	1	392.7	2.5464731347084286	2015-07-16	2015	29	197
80	Bårabygd ängen	SGot	1	392.7	2.5464731347084286	2017-06-27	2017	26	178
80	Bårabygd ängen	SGot	1	392.7	2.5464731347084286	2020-06-09	2020	24	161
80	Bårabygd ängen	SGot	1	392.7	2.5464731347084286	2021-07-23	2021	29	204
81	Bårabygd tåtelhörnet	SGot	1	392.7	2.5464731347084286	2013-07-08	2013	28	189
81	Bårabygd tåtelhörnet	SGot	1	392.7	2.5464731347084286	2016-06-25	2016	25	177
100	Dörby Malm	OGot	1	392.7	2.5464731347084286	2010-06-13	2010	23	164
100	Dörby Malm	OGot	9	392.7	22.918258212375857	2010-06-25	2010	25	176
100	Dörby Malm	OGot	5	392.7	12.732365673542144	2010-07-11	2010	27	192
114	Gotlands Veteranbilsmuseum	OGot	1	392.7	2.5464731347084286	2021-07-22	2021	29	203
126	Gullmarsberg 511	VGotSve	1	392.7	2.5464731347084286	2011-07-09	2011	27	190
126	Gullmarsberg 511	VGotSve	1	392.7	2.5464731347084286	2021-06-05	2021	22	156
126	Gullmarsberg 511	VGotSve	1	392.7	2.5464731347084286	2021-06-19	2021	24	170
126	Gullmarsberg 511	VGotSve	1	392.7	2.5464731347084286	2022-06-11	2022	23	162
128	Morkullen, Kåröd, Stillingsön, Orust	VGotSve	2	392.7	5.092946269416857	2010-07-05	2010	27	186
128	Morkullen, Kåröd, Stillingsön, Orust	VGotSve	1	392.7	2.5464731347084286	2011-06-30	2011	26	181
128	Morkullen, Kåröd, Stillingsön, Orust	VGotSve	1	392.7	2.5464731347084286	2011-07-09	2011	27	190
128	Morkullen, Kåröd, Stillingsön, Orust	VGotSve	2	392.7	5.092946269416857	2011-08-08	2011	32	220
128	Morkullen, Kåröd, Stillingsön, Orust	VGotSve	2	392.7	5.092946269416857	2017-07-25	2017	30	206
139	Eldarevägen 21	OSve	1	392.7	2.5464731347084286	2011-07-08	2011	27	189
139	Eldarevägen 21	OSve	1	392.7	2.5464731347084286	2023-06-26	2023	26	177
146	Bastbolvägen 15, Husby-Långhundra, Knvista	OSve	2	392.7	5.092946269416857	2011-06-13	2011	24	164
146	Bastbolvägen 15, Husby-Långhundra, Knvista	OSve	1	392.7	2.5464731347084286	2011-06-22	2011	25	173
146	Bastbolvägen 15, Husby-Långhundra, Knvista	OSve	1	392.7	2.5464731347084286	2011-07-14	2011	28	195
146	Bastbolvägen 15, Husby-Långhundra, Knvista	OSve	1	392.7	2.5464731347084286	2013-07-10	2013	28	191
146	Bastbolvägen 15, Husby-Långhundra, Knvista	OSve	1	392.7	2.5464731347084286	2015-06-27	2015	26	178
147	Snäcktorp	OSve	1	392.7	2.5464731347084286	2011-06-28	2011	26	179
147	Snäcktorp	OSve	1	392.7	2.5464731347084286	2012-07-04	2012	27	186
147	Snäcktorp	OSve	1	392.7	2.5464731347084286	2013-07-01	2013	27	182
147	Snäcktorp	OSve	1	392.7	2.5464731347084286	2014-07-07	2014	28	188
147	Snäcktorp	OSve	1	392.7	2.5464731347084286	2016-06-22	2016	25	174
147	Snäcktorp	OSve	1	392.7	2.5464731347084286	2019-07-11	2019	28	192
147	Snäcktorp	OSve	2	392.7	5.092946269416857	2019-07-19	2019	29	200
147	Snäcktorp	OSve	1	392.7	2.5464731347084286	2020-06-26	2020	26	178
159	Lappugglan 9	NSveSNor	1	392.7	2.5464731347084286	2015-08-13	2015	33	225
169	Borsbäcken	NSveSNor	2	392.7	5.092946269416857	2011-06-05	2011	22	156
169	Borsbäcken	NSveSNor	1	392.7	2.5464731347084286	2011-06-13	2011	24	164
169	Borsbäcken	NSveSNor	4	392.7	10.185892538833716	2011-06-20	2011	25	171
169	Borsbäcken	NSveSNor	5	392.7	12.732365673542144	2011-06-27	2011	26	178
169	Borsbäcken	NSveSNor	1	392.7	2.5464731347084286	2011-07-05	2011	27	186
173	Buttle Kalkbrott	OGot	3	392.7	7.639419404125286	2015-06-28	2015	26	179
173	Buttle Kalkbrott	OGot	2	392.7	5.092946269416857	2017-07-06	2017	27	187
174	Buttlegårde 130	OGot	2	392.7	5.092946269416857	2011-06-28	2011	26	179
174	Buttlegårde 130	OGot	1	392.7	2.5464731347084286	2014-07-08	2014	28	189
174	Buttlegårde 130	OGot	1	392.7	2.5464731347084286	2024-06-04	2024	23	156
183	Silvåkratornet	SGot	1	392.7	2.5464731347084286	2013-07-04	2013	27	185
193	Gripenbergsgatan, Norrängen	OGot	1	392.7	2.5464731347084286	2011-06-25	2011	25	176
193	Gripenbergsgatan, Norrängen	OGot	1	392.7	2.5464731347084286	2014-06-15	2014	24	166
193	Gripenbergsgatan, Norrängen	OGot	1	392.7	2.5464731347084286	2023-06-03	2023	22	154
198	Hultsjö 1-8, Gränna	OGot	1	392.7	2.5464731347084286	2011-06-28	2011	26	179
198	Hultsjö 1-8, Gränna	OGot	2	392.7	5.092946269416857	2012-07-27	2012	30	209
198	Hultsjö 1-8, Gränna	OGot	1	392.7	2.5464731347084286	2013-06-23	2013	25	174
198	Hultsjö 1-8, Gränna	OGot	1	392.7	2.5464731347084286	2013-07-17	2013	29	198
198	Hultsjö 1-8, Gränna	OGot	1	392.7	2.5464731347084286	2017-06-19	2017	25	170
199	Berghamra	OGot	1	392.7	2.5464731347084286	2011-06-27	2011	26	178
199	Berghamra	OGot	1	392.7	2.5464731347084286	2013-07-21	2013	29	202
199	Berghamra	OGot	1	392.7	2.5464731347084286	2016-06-13	2016	24	165
199	Berghamra	OGot	1	392.7	2.5464731347084286	2022-06-05	2022	22	156
199	Berghamra	OGot	1	392.7	2.5464731347084286	2023-07-23	2023	29	204
200	Tyrvalds 105	OGot	1	392.7	2.5464731347084286	2012-07-06	2012	27	188
206	Pelarbo punkt	OGot	4	392.7	10.185892538833716	2011-06-26	2011	25	177
206	Pelarbo punkt	OGot	3	392.7	7.639419404125286	2011-06-26	2011	25	177
206	Pelarbo punkt	OGot	1	392.7	2.5464731347084286	2014-06-23	2014	26	174
206	Pelarbo punkt	OGot	1	392.7	2.5464731347084286	2014-06-23	2014	26	174
206	Pelarbo punkt	OGot	1	392.7	2.5464731347084286	2014-07-20	2014	29	201
206	Pelarbo punkt	OGot	1	392.7	2.5464731347084286	2016-07-20	2016	29	202
206	Pelarbo punkt	OGot	1	392.7	2.5464731347084286	2017-06-19	2017	25	170
206	Pelarbo punkt	OGot	1	392.7	2.5464731347084286	2017-06-21	2017	25	172
206	Pelarbo punkt	OGot	1	392.7	2.5464731347084286	2017-07-10	2017	28	191
206	Pelarbo punkt	OGot	1	392.7	2.5464731347084286	2018-06-08	2018	23	159
206	Pelarbo punkt	OGot	1	392.7	2.5464731347084286	2018-06-27	2018	26	178
217	Kullängsstugan	OSve	1	392.7	2.5464731347084286	2011-07-03	2011	26	184
218	Alviken	OSve	2	392.7	5.092946269416857	2016-06-20	2016	25	172
219	Domerarve punkt	OGot	1	392.7	2.5464731347084286	2013-06-17	2013	25	168
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2011-06-13	2011	24	164
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2013-06-18	2013	25	169
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2013-07-11	2013	28	192
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2014-06-18	2014	25	169
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2014-07-11	2014	28	192
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2015-06-20	2015	25	171
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2015-06-29	2015	27	180
221	Sulvik Lunden	VGotSve	2	392.7	5.092946269416857	2015-07-07	2015	28	188
221	Sulvik Lunden	VGotSve	2	392.7	5.092946269416857	2016-06-04	2016	22	156
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2017-06-20	2017	25	171
221	Sulvik Lunden	VGotSve	2	392.7	5.092946269416857	2018-06-23	2018	25	174
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2019-06-23	2019	25	174
221	Sulvik Lunden	VGotSve	3	392.7	7.639419404125286	2019-07-11	2019	28	192
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2019-07-22	2019	30	203
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2020-06-19	2020	25	171
221	Sulvik Lunden	VGotSve	2	392.7	5.092946269416857	2020-07-10	2020	28	192
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2021-06-18	2021	24	169
221	Sulvik Lunden	VGotSve	2	392.7	5.092946269416857	2021-07-13	2021	28	194
221	Sulvik Lunden	VGotSve	2	392.7	5.092946269416857	2022-07-10	2022	27	191
221	Sulvik Lunden	VGotSve	1	392.7	2.5464731347084286	2023-07-10	2023	28	191
221	Sulvik Lunden	VGotSve	2	392.7	5.092946269416857	2024-06-11	2024	24	163
221	Sulvik Lunden	VGotSve	2	392.7	5.092946269416857	2024-06-20	2024	25	172
