sit_uid	sit_name	segment_number	seg_uid	reg_code	geo_uid	epsg_3006_geom	sum	count_per_1000m	date	year	week	day_of_year	segment_length
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	0102000020BE0B0000080000006297C0E0EA9A2341D5786FB7E04F5941D45D74FEEE9A234107E7F9D5DB4F5941BE328E06E49A2341C19E2EECD44F594105C01396F19A23410C8B21DCCA4F5941EDA8583B0E9B234121AF64D4C24F5941B877339B1D9B234117939E63BB4F5941A3131BB90F9B234157C51871B54F5941E2FB794F139B23414D29B4AEB04F5941	1	5.03900219183246	2020-07-09	2020	28	191	198.451987502777
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	0102000020BE0B0000080000006297C0E0EA9A2341D5786FB7E04F5941D45D74FEEE9A234107E7F9D5DB4F5941BE328E06E49A2341C19E2EECD44F594105C01396F19A23410C8B21DCCA4F5941EDA8583B0E9B234121AF64D4C24F5941B877339B1D9B234117939E63BB4F5941A3131BB90F9B234157C51871B54F5941E2FB794F139B23414D29B4AEB04F5941	1	5.03900219183246	2021-06-29	2021	26	180	198.451987502777
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	0102000020BE0B0000080000006297C0E0EA9A2341D5786FB7E04F5941D45D74FEEE9A234107E7F9D5DB4F5941BE328E06E49A2341C19E2EECD44F594105C01396F19A23410C8B21DCCA4F5941EDA8583B0E9B234121AF64D4C24F5941B877339B1D9B234117939E63BB4F5941A3131BB90F9B234157C51871B54F5941E2FB794F139B23414D29B4AEB04F5941	1	5.03900219183246	2022-06-30	2022	26	181	198.451987502777
144	Nåsten - Fjärilsstigen	1	395	OSve	3781	0102000020BE0B0000080000006297C0E0EA9A2341D5786FB7E04F5941D45D74FEEE9A234107E7F9D5DB4F5941BE328E06E49A2341C19E2EECD44F594105C01396F19A23410C8B21DCCA4F5941EDA8583B0E9B234121AF64D4C24F5941B877339B1D9B234117939E63BB4F5941A3131BB90F9B234157C51871B54F5941E2FB794F139B23414D29B4AEB04F5941	1	5.03900219183246	2023-08-15	2023	33	227	198.451987502777
144	Nåsten - Fjärilsstigen	2	394	OSve	3782	0102000020BE0B000009000000E2FB794F139B23414D29B4AEB04F59415E83C923149B2341DF8B0895AF4F59410CB10621149B2341908B6916A74F5941BA8CE987159B2341B4BF2E85A24F5941EB305EC7329B234112DB4088984F594103337A3AAF9B2341F63FC16A7A4F5941B173C9C7DE9B2341BBAF3684704F5941681BC5A0E89B2341B1E66B076A4F5941E7A13277F09B234168D8B5BA654F5941	1	3.07642450266117	2010-06-27	2010	25	178	325.052670440955
144	Nåsten - Fjärilsstigen	2	394	OSve	3782	0102000020BE0B000009000000E2FB794F139B23414D29B4AEB04F59415E83C923149B2341DF8B0895AF4F59410CB10621149B2341908B6916A74F5941BA8CE987159B2341B4BF2E85A24F5941EB305EC7329B234112DB4088984F594103337A3AAF9B2341F63FC16A7A4F5941B173C9C7DE9B2341BBAF3684704F5941681BC5A0E89B2341B1E66B076A4F5941E7A13277F09B234168D8B5BA654F5941	3	9.2292735079835	2011-06-27	2011	26	178	325.052670440955
144	Nåsten - Fjärilsstigen	2	394	OSve	3782	0102000020BE0B000009000000E2FB794F139B23414D29B4AEB04F59415E83C923149B2341DF8B0895AF4F59410CB10621149B2341908B6916A74F5941BA8CE987159B2341B4BF2E85A24F5941EB305EC7329B234112DB4088984F594103337A3AAF9B2341F63FC16A7A4F5941B173C9C7DE9B2341BBAF3684704F5941681BC5A0E89B2341B1E66B076A4F5941E7A13277F09B234168D8B5BA654F5941	3	9.2292735079835	2017-07-01	2017	26	182	325.052670440955
144	Nåsten - Fjärilsstigen	2	394	OSve	3782	0102000020BE0B000009000000E2FB794F139B23414D29B4AEB04F59415E83C923149B2341DF8B0895AF4F59410CB10621149B2341908B6916A74F5941BA8CE987159B2341B4BF2E85A24F5941EB305EC7329B234112DB4088984F594103337A3AAF9B2341F63FC16A7A4F5941B173C9C7DE9B2341BBAF3684704F5941681BC5A0E89B2341B1E66B076A4F5941E7A13277F09B234168D8B5BA654F5941	1	3.07642450266117	2018-06-09	2018	23	160	325.052670440955
144	Nåsten - Fjärilsstigen	2	394	OSve	3782	0102000020BE0B000009000000E2FB794F139B23414D29B4AEB04F59415E83C923149B2341DF8B0895AF4F59410CB10621149B2341908B6916A74F5941BA8CE987159B2341B4BF2E85A24F5941EB305EC7329B234112DB4088984F594103337A3AAF9B2341F63FC16A7A4F5941B173C9C7DE9B2341BBAF3684704F5941681BC5A0E89B2341B1E66B076A4F5941E7A13277F09B234168D8B5BA654F5941	5	15.3821225133058	2018-06-30	2018	26	181	325.052670440955
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	0102000020BE0B000008000000E7A13277F09B234168D8B5BA654F59416CD82A13F29B234182F9B4D8644F5941DABBA6D5129C2341E4C64D704F4F5941F06001A63B9C23416AB83EE9414F594178DFAAE0669C23413A5D680C354F59419731C0DE9D9C2341097C86FE234F594102E81FD1CB9C2341F51348D1164F5941C93781C3D49C234194B90F04104F5941	5	13.7718136977222	2010-06-27	2010	25	178	363.06038621674
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	0102000020BE0B000008000000E7A13277F09B234168D8B5BA654F59416CD82A13F29B234182F9B4D8644F5941DABBA6D5129C2341E4C64D704F4F5941F06001A63B9C23416AB83EE9414F594178DFAAE0669C23413A5D680C354F59419731C0DE9D9C2341097C86FE234F594102E81FD1CB9C2341F51348D1164F5941C93781C3D49C234194B90F04104F5941	1	2.75436273954443	2011-06-27	2011	26	178	363.06038621674
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	0102000020BE0B000008000000E7A13277F09B234168D8B5BA654F59416CD82A13F29B234182F9B4D8644F5941DABBA6D5129C2341E4C64D704F4F5941F06001A63B9C23416AB83EE9414F594178DFAAE0669C23413A5D680C354F59419731C0DE9D9C2341097C86FE234F594102E81FD1CB9C2341F51348D1164F5941C93781C3D49C234194B90F04104F5941	2	5.50872547908886	2016-06-29	2016	26	181	363.06038621674
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	0102000020BE0B000008000000E7A13277F09B234168D8B5BA654F59416CD82A13F29B234182F9B4D8644F5941DABBA6D5129C2341E4C64D704F4F5941F06001A63B9C23416AB83EE9414F594178DFAAE0669C23413A5D680C354F59419731C0DE9D9C2341097C86FE234F594102E81FD1CB9C2341F51348D1164F5941C93781C3D49C234194B90F04104F5941	1	2.75436273954443	2017-07-01	2017	26	182	363.06038621674
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	0102000020BE0B000008000000E7A13277F09B234168D8B5BA654F59416CD82A13F29B234182F9B4D8644F5941DABBA6D5129C2341E4C64D704F4F5941F06001A63B9C23416AB83EE9414F594178DFAAE0669C23413A5D680C354F59419731C0DE9D9C2341097C86FE234F594102E81FD1CB9C2341F51348D1164F5941C93781C3D49C234194B90F04104F5941	1	2.75436273954443	2017-07-15	2017	28	196	363.06038621674
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	0102000020BE0B000008000000E7A13277F09B234168D8B5BA654F59416CD82A13F29B234182F9B4D8644F5941DABBA6D5129C2341E4C64D704F4F5941F06001A63B9C23416AB83EE9414F594178DFAAE0669C23413A5D680C354F59419731C0DE9D9C2341097C86FE234F594102E81FD1CB9C2341F51348D1164F5941C93781C3D49C234194B90F04104F5941	1	2.75436273954443	2018-06-09	2018	23	160	363.06038621674
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	0102000020BE0B000008000000E7A13277F09B234168D8B5BA654F59416CD82A13F29B234182F9B4D8644F5941DABBA6D5129C2341E4C64D704F4F5941F06001A63B9C23416AB83EE9414F594178DFAAE0669C23413A5D680C354F59419731C0DE9D9C2341097C86FE234F594102E81FD1CB9C2341F51348D1164F5941C93781C3D49C234194B90F04104F5941	1	2.75436273954443	2018-06-30	2018	26	181	363.06038621674
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	0102000020BE0B000008000000E7A13277F09B234168D8B5BA654F59416CD82A13F29B234182F9B4D8644F5941DABBA6D5129C2341E4C64D704F4F5941F06001A63B9C23416AB83EE9414F594178DFAAE0669C23413A5D680C354F59419731C0DE9D9C2341097C86FE234F594102E81FD1CB9C2341F51348D1164F5941C93781C3D49C234194B90F04104F5941	1	2.75436273954443	2020-06-28	2020	26	180	363.06038621674
144	Nåsten - Fjärilsstigen	3	393	OSve	3783	0102000020BE0B000008000000E7A13277F09B234168D8B5BA654F59416CD82A13F29B234182F9B4D8644F5941DABBA6D5129C2341E4C64D704F4F5941F06001A63B9C23416AB83EE9414F594178DFAAE0669C23413A5D680C354F59419731C0DE9D9C2341097C86FE234F594102E81FD1CB9C2341F51348D1164F5941C93781C3D49C234194B90F04104F5941	1	2.75436273954443	2021-06-29	2021	26	180	363.06038621674
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	0102000020BE0B000007000000C93781C3D49C234194B90F04104F5941A5232D7CD99C234138D1306D0C4F59413B59EE6CD19C234100E6920CFC4E594107F8115CB69C2341053B1DDEED4E59418AFF9FE3999C234113381441E44E59411E18FABE4C9C2341267BBBA2DF4E5941BA4F9C242D9C23414DAC2EE1DD4E5941	2	8.34845210278954	2010-06-27	2010	25	178	239.565367971833
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	0102000020BE0B000007000000C93781C3D49C234194B90F04104F5941A5232D7CD99C234138D1306D0C4F59413B59EE6CD19C234100E6920CFC4E594107F8115CB69C2341053B1DDEED4E59418AFF9FE3999C234113381441E44E59411E18FABE4C9C2341267BBBA2DF4E5941BA4F9C242D9C23414DAC2EE1DD4E5941	7	29.2195823597634	2011-06-27	2011	26	178	239.565367971833
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	0102000020BE0B000007000000C93781C3D49C234194B90F04104F5941A5232D7CD99C234138D1306D0C4F59413B59EE6CD19C234100E6920CFC4E594107F8115CB69C2341053B1DDEED4E59418AFF9FE3999C234113381441E44E59411E18FABE4C9C2341267BBBA2DF4E5941BA4F9C242D9C23414DAC2EE1DD4E5941	1	4.17422605139477	2017-06-23	2017	25	174	239.565367971833
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	0102000020BE0B000007000000C93781C3D49C234194B90F04104F5941A5232D7CD99C234138D1306D0C4F59413B59EE6CD19C234100E6920CFC4E594107F8115CB69C2341053B1DDEED4E59418AFF9FE3999C234113381441E44E59411E18FABE4C9C2341267BBBA2DF4E5941BA4F9C242D9C23414DAC2EE1DD4E5941	1	4.17422605139477	2017-06-23	2017	25	174	239.565367971833
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	0102000020BE0B000007000000C93781C3D49C234194B90F04104F5941A5232D7CD99C234138D1306D0C4F59413B59EE6CD19C234100E6920CFC4E594107F8115CB69C2341053B1DDEED4E59418AFF9FE3999C234113381441E44E59411E18FABE4C9C2341267BBBA2DF4E5941BA4F9C242D9C23414DAC2EE1DD4E5941	1	4.17422605139477	2017-07-01	2017	26	182	239.565367971833
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	0102000020BE0B000007000000C93781C3D49C234194B90F04104F5941A5232D7CD99C234138D1306D0C4F59413B59EE6CD19C234100E6920CFC4E594107F8115CB69C2341053B1DDEED4E59418AFF9FE3999C234113381441E44E59411E18FABE4C9C2341267BBBA2DF4E5941BA4F9C242D9C23414DAC2EE1DD4E5941	1	4.17422605139477	2018-06-09	2018	23	160	239.565367971833
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	0102000020BE0B000007000000C93781C3D49C234194B90F04104F5941A5232D7CD99C234138D1306D0C4F59413B59EE6CD19C234100E6920CFC4E594107F8115CB69C2341053B1DDEED4E59418AFF9FE3999C234113381441E44E59411E18FABE4C9C2341267BBBA2DF4E5941BA4F9C242D9C23414DAC2EE1DD4E5941	1	4.17422605139477	2018-06-30	2018	26	181	239.565367971833
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	0102000020BE0B000007000000C93781C3D49C234194B90F04104F5941A5232D7CD99C234138D1306D0C4F59413B59EE6CD19C234100E6920CFC4E594107F8115CB69C2341053B1DDEED4E59418AFF9FE3999C234113381441E44E59411E18FABE4C9C2341267BBBA2DF4E5941BA4F9C242D9C23414DAC2EE1DD4E5941	1	4.17422605139477	2019-07-24	2019	30	205	239.565367971833
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	0102000020BE0B000007000000C93781C3D49C234194B90F04104F5941A5232D7CD99C234138D1306D0C4F59413B59EE6CD19C234100E6920CFC4E594107F8115CB69C2341053B1DDEED4E59418AFF9FE3999C234113381441E44E59411E18FABE4C9C2341267BBBA2DF4E5941BA4F9C242D9C23414DAC2EE1DD4E5941	1	4.17422605139477	2021-06-29	2021	26	180	239.565367971833
144	Nåsten - Fjärilsstigen	4	392	OSve	3784	0102000020BE0B000007000000C93781C3D49C234194B90F04104F5941A5232D7CD99C234138D1306D0C4F59413B59EE6CD19C234100E6920CFC4E594107F8115CB69C2341053B1DDEED4E59418AFF9FE3999C234113381441E44E59411E18FABE4C9C2341267BBBA2DF4E5941BA4F9C242D9C23414DAC2EE1DD4E5941	1	4.17422605139477	2023-08-15	2023	33	227	239.565367971833
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	0102000020BE0B000007000000BA4F9C242D9C23414DAC2EE1DD4E594100A57C80FF9B2341EEF4F057DB4E594123112C24AF9B23417F77A2ABD84E5941CCCB4F97849B2341D8A0E141D24E5941746EBFFE519B23417D009175CC4E59411417ED00FD9A23410F28ADCDC74E5941017230AEA19A234142284CB6C64E5941	2	8.83132889051724	2010-06-27	2010	25	178	226.466483673542
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	0102000020BE0B000007000000BA4F9C242D9C23414DAC2EE1DD4E594100A57C80FF9B2341EEF4F057DB4E594123112C24AF9B23417F77A2ABD84E5941CCCB4F97849B2341D8A0E141D24E5941746EBFFE519B23417D009175CC4E59411417ED00FD9A23410F28ADCDC74E5941017230AEA19A234142284CB6C64E5941	7	30.9096511168103	2011-06-27	2011	26	178	226.466483673542
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	0102000020BE0B000007000000BA4F9C242D9C23414DAC2EE1DD4E594100A57C80FF9B2341EEF4F057DB4E594123112C24AF9B23417F77A2ABD84E5941CCCB4F97849B2341D8A0E141D24E5941746EBFFE519B23417D009175CC4E59411417ED00FD9A23410F28ADCDC74E5941017230AEA19A234142284CB6C64E5941	1	4.41566444525862	2016-06-29	2016	26	181	226.466483673542
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	0102000020BE0B000007000000BA4F9C242D9C23414DAC2EE1DD4E594100A57C80FF9B2341EEF4F057DB4E594123112C24AF9B23417F77A2ABD84E5941CCCB4F97849B2341D8A0E141D24E5941746EBFFE519B23417D009175CC4E59411417ED00FD9A23410F28ADCDC74E5941017230AEA19A234142284CB6C64E5941	1	4.41566444525862	2017-07-01	2017	26	182	226.466483673542
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	0102000020BE0B000007000000BA4F9C242D9C23414DAC2EE1DD4E594100A57C80FF9B2341EEF4F057DB4E594123112C24AF9B23417F77A2ABD84E5941CCCB4F97849B2341D8A0E141D24E5941746EBFFE519B23417D009175CC4E59411417ED00FD9A23410F28ADCDC74E5941017230AEA19A234142284CB6C64E5941	1	4.41566444525862	2021-06-29	2021	26	180	226.466483673542
144	Nåsten - Fjärilsstigen	5	391	OSve	3785	0102000020BE0B000007000000BA4F9C242D9C23414DAC2EE1DD4E594100A57C80FF9B2341EEF4F057DB4E594123112C24AF9B23417F77A2ABD84E5941CCCB4F97849B2341D8A0E141D24E5941746EBFFE519B23417D009175CC4E59411417ED00FD9A23410F28ADCDC74E5941017230AEA19A234142284CB6C64E5941	1	4.41566444525862	2022-06-30	2022	26	181	226.466483673542
145	Syd Rävsjön, Norrtälje	1	405	OSve	3786	0102000020BE0B000006000000DEDB1705B14F25412FD737E9B94F5941BC6F5B04654F25410676DC18B84F5941C6D8A602244F25415532DB0CB54F5941223E13ADD94E254134230254AF4F5941CEA85A62864E25418FCAF80FA64F59416E5A053AB44E2541FFE1440CAA4F5941	1	4.98205190639738	2010-06-23	2010	25	174	200.72051010065
145	Syd Rävsjön, Norrtälje	2	404	OSve	3787	0102000020BE0B000008000000EA5BB2EDBB4E2541B0AC785BA84F5941B26414807C4E25415AF69FB0A44F59412AA3B9724D4E2541C17ADE74A04F594134CD4F9C2F4E2541E6C500C69C4F5941F6994911154E2541FFC5408C994F59412F4762A6D84D2541829238EB934F5941011A456C8F4D2541595663978B4F59419660BC7B0F4D254199F670C97E4F5941	1	3.66934060188577	2010-07-07	2010	27	188	272.528529917902
145	Syd Rävsjön, Norrtälje	2	404	OSve	3787	0102000020BE0B000008000000EA5BB2EDBB4E2541B0AC785BA84F5941B26414807C4E25415AF69FB0A44F59412AA3B9724D4E2541C17ADE74A04F594134CD4F9C2F4E2541E6C500C69C4F5941F6994911154E2541FFC5408C994F59412F4762A6D84D2541829238EB934F5941011A456C8F4D2541595663978B4F59419660BC7B0F4D254199F670C97E4F5941	1	3.66934060188577	2011-07-07	2011	27	188	272.528529917902
145	Syd Rävsjön, Norrtälje	4	402	OSve	3789	0102000020BE0B00000400000040986E35E44B25416171CD88614F5941328063E3CE4B254179727884564F59418BCC728F494B25412834C2F74F4F5941EC386033F74A254180541056504F5941	1	6.32222806952243	2010-06-23	2010	25	174	158.172085695659
145	Syd Rävsjön, Norrtälje	7	399	OSve	3792	0102000020BE0B00000400000086683536FD492541C0E93665414F5941ACBCAE14D0492541903D5AD3404F59411A532DE125492541FC1A1D19474F594152FABE53F6482541E84F0126494F5941	1	7.32314067944168	2010-07-07	2010	27	188	136.553432983653
145	Syd Rävsjön, Norrtälje	10	396	OSve	3795	0102000020BE0B000004000000EC1704422C44254151FF035F684F5941A1F4EDC52B44254174B4C573684F5941EA146B65E6442541DDEE2E03754F5941A5E5A6443A452541AE5DDEF87C4F5941	1	6.28791937310117	2010-06-23	2010	25	174	159.035118083393
148	Snäcktorp- Mellingeholm	2	416	OSve	3797	0102000020BE0B00000500000082754ABC5CEA25417D4A3E83A14B5941D83B6ACB5CEA2541A4F60263A14B5941605616E842EA25413EF6B6249C4B59410802C160F0E925411D4A7B258E4B5941AAC59FD1C1E92541896B3E46874B5941	1	7.64974560402118	2018-06-25	2018	26	176	130.723301370223
148	Snäcktorp- Mellingeholm	3	415	OSve	3798	0102000020BE0B000009000000AAC59FD1C1E92541896B3E46874B594121A5FC84A6E92541C956BF3E834B59411AA4733190E9254173F6DD097F4B594165DF39F98CE925413C2B53F3784B59413D537C5681E92541F506BFDA774B5941043ED35381E9254185CC078F734B5941A6BC4E5877E925410856EAEF6E4B5941CAD054CA5BE92541672664EC684B59419FFC39ED5BE92541EC32B1CB684B5941	1	7.26897884458705	2016-06-21	2016	25	173	137.570905264728
148	Snäcktorp- Mellingeholm	3	415	OSve	3798	0102000020BE0B000009000000AAC59FD1C1E92541896B3E46874B594121A5FC84A6E92541C956BF3E834B59411AA4733190E9254173F6DD097F4B594165DF39F98CE925413C2B53F3784B59413D537C5681E92541F506BFDA774B5941043ED35381E9254185CC078F734B5941A6BC4E5877E925410856EAEF6E4B5941CAD054CA5BE92541672664EC684B59419FFC39ED5BE92541EC32B1CB684B5941	1	7.26897884458705	2017-07-10	2017	28	191	137.570905264728
148	Snäcktorp- Mellingeholm	3	415	OSve	3798	0102000020BE0B000009000000AAC59FD1C1E92541896B3E46874B594121A5FC84A6E92541C956BF3E834B59411AA4733190E9254173F6DD097F4B594165DF39F98CE925413C2B53F3784B59413D537C5681E92541F506BFDA774B5941043ED35381E9254185CC078F734B5941A6BC4E5877E925410856EAEF6E4B5941CAD054CA5BE92541672664EC684B59419FFC39ED5BE92541EC32B1CB684B5941	1	7.26897884458705	2018-07-07	2018	27	188	137.570905264728
148	Snäcktorp- Mellingeholm	4	414	OSve	3799	0102000020BE0B00000B0000009FFC39ED5BE92541EC32B1CB684B5941BF47C90363E92541C0295627624B594127AE723F65E925418DBBB212594B59418FFAD8E861E925417037903C534B59416621781B59E92541CFA6B7184C4B5941FE32F9C949E92541A6AB26374A4B5941354C5B4A1FE9254178C523284A4B594125898FD6FFE82541160411744C4B5941CEE5EE72F4E82541E46E4E264F4B5941907B4EE3F5E825417CFF30B8544B59416AF9C055FCE82541C268F7CF5B4B5941	1	4.37278972461565	2019-06-24	2019	26	175	228.686962551783
148	Snäcktorp- Mellingeholm	5	413	OSve	3800	0102000020BE0B00000D0000006AF9C055FCE82541C268F7CF5B4B5941840F5DE901E925414BE299F2614B594177E20C6AFDE82541A223A338674B5941BD128F56BFE82541FCAA300D6A4B5941EC2E636181E82541D70D4AA16C4B594155F9C8FB54E8254180A40F4E6C4B59415B9E666025E82541999D01306A4B59414AC7CE8FFEE7254137CF02EA6A4B59418239C2BFD0E72541CDA8699C6D4B59414950EC0F9EE72541C4E4CEBE6D4B5941909315386EE7254187FDB9216C4B5941B65E027F37E72541CB2B953C6C4B59411403672C26E72541DDC207806C4B5941	1	3.44515076170611	2014-07-23	2014	30	204	290.263059345705
148	Snäcktorp- Mellingeholm	5	413	OSve	3800	0102000020BE0B00000D0000006AF9C055FCE82541C268F7CF5B4B5941840F5DE901E925414BE299F2614B594177E20C6AFDE82541A223A338674B5941BD128F56BFE82541FCAA300D6A4B5941EC2E636181E82541D70D4AA16C4B594155F9C8FB54E8254180A40F4E6C4B59415B9E666025E82541999D01306A4B59414AC7CE8FFEE7254137CF02EA6A4B59418239C2BFD0E72541CDA8699C6D4B59414950EC0F9EE72541C4E4CEBE6D4B5941909315386EE7254187FDB9216C4B5941B65E027F37E72541CB2B953C6C4B59411403672C26E72541DDC207806C4B5941	1	3.44515076170611	2017-07-10	2017	28	191	290.263059345705
148	Snäcktorp- Mellingeholm	5	413	OSve	3800	0102000020BE0B00000D0000006AF9C055FCE82541C268F7CF5B4B5941840F5DE901E925414BE299F2614B594177E20C6AFDE82541A223A338674B5941BD128F56BFE82541FCAA300D6A4B5941EC2E636181E82541D70D4AA16C4B594155F9C8FB54E8254180A40F4E6C4B59415B9E666025E82541999D01306A4B59414AC7CE8FFEE7254137CF02EA6A4B59418239C2BFD0E72541CDA8699C6D4B59414950EC0F9EE72541C4E4CEBE6D4B5941909315386EE7254187FDB9216C4B5941B65E027F37E72541CB2B953C6C4B59411403672C26E72541DDC207806C4B5941	1	3.44515076170611	2019-07-20	2019	29	201	290.263059345705
148	Snäcktorp- Mellingeholm	6	412	OSve	3801	0102000020BE0B0000100000001403672C26E72541DDC207806C4B5941D69BD40F21E725419BE1EE936C4B5941A8F65CB63FE72541800EABA2744B59417A6C7FBA4BE725418D5E3A917D4B59415E6C8D664BE72541287503EA864B594140C06A9E4CE725410FF16948914B5941D43E567A48E725415EB3FDCC954B5941E49DD2F146E7254194120613994B59416ECB743355E7254170A3B0389D4B5941D005CD176FE72541D945E476A24B59418EA7D4728EE72541C867BF02A94B59415048326BBEE72541801E00ABAE4B59412CCF2001ECE725413B8038C5B04B5941050DCF3717E82541659D0D9DB34B594175961E8B21E825410D9B0A2FB34B59418901F86B24E82541014FDFECB24B5941	1	2.8836175037407	2014-06-26	2014	26	177	346.786631272273
148	Snäcktorp- Mellingeholm	7	411	OSve	3802	0102000020BE0B0000040000008901F86B24E82541014FDFECB24B5941D105205D43E8254154148E25B04B59413262FE2158E825413E7C1209AF4B59410008A5F36FE82541074ECCC8AF4B5941	1	23.4599976959625	2011-06-28	2011	26	179	42.6257501368853
148	Snäcktorp- Mellingeholm	7	411	OSve	3802	0102000020BE0B0000040000008901F86B24E82541014FDFECB24B5941D105205D43E8254154148E25B04B59413262FE2158E825413E7C1209AF4B59410008A5F36FE82541074ECCC8AF4B5941	1	23.4599976959625	2013-06-24	2013	26	175	42.6257501368853
148	Snäcktorp- Mellingeholm	7	411	OSve	3802	0102000020BE0B0000040000008901F86B24E82541014FDFECB24B5941D105205D43E8254154148E25B04B59413262FE2158E825413E7C1209AF4B59410008A5F36FE82541074ECCC8AF4B5941	1	23.4599976959625	2017-07-10	2017	28	191	42.6257501368853
148	Snäcktorp- Mellingeholm	9	409	OSve	3804	0102000020BE0B0000040000007388BB28F2E8254151E6B4F1B94B59414005CE6612E925416E7BCA05BC4B5941E6A3D8894FE92541FE5DA980BF4B59412B3AE75984E9254117B2EFA9C04B5941	1	12.7325152313924	2018-06-25	2018	26	176	78.5390774585108
149	Bullandö	6	436	OSve	4676	0102000020BE0B000003000000CB941F919F9C25414382892C471A5941D4AEC03C9C9C2541B682D6634F1A5941408B89939A9C2541F47C84175B1A5941	1	12.5437345153275	2011-06-28	2011	26	179	79.7210749939006
150	Upnäs tomtområde	1	444	OSve	3806	0102000020BE0B00000600000089CC6405FC15264145000D5CE745594168BF47A5341626414FB80B62E6455941C3FA736BA7162641AE0DA49BEA4559413E3AF3BDF3162641B82FA762EF455941BBF09AEDE41626418CDB93D7F6455941BE72F792C31626416627EE4703465941	2	9.33307854899633	2011-07-12	2011	28	193	214.291564085794
150	Upnäs tomtområde	1	444	OSve	3806	0102000020BE0B00000600000089CC6405FC15264145000D5CE745594168BF47A5341626414FB80B62E6455941C3FA736BA7162641AE0DA49BEA4559413E3AF3BDF3162641B82FA762EF455941BBF09AEDE41626418CDB93D7F6455941BE72F792C31626416627EE4703465941	3	13.9996178234945	2012-07-04	2012	27	186	214.291564085794
150	Upnäs tomtområde	1	444	OSve	3806	0102000020BE0B00000600000089CC6405FC15264145000D5CE745594168BF47A5341626414FB80B62E6455941C3FA736BA7162641AE0DA49BEA4559413E3AF3BDF3162641B82FA762EF455941BBF09AEDE41626418CDB93D7F6455941BE72F792C31626416627EE4703465941	2	9.33307854899633	2013-06-29	2013	26	180	214.291564085794
150	Upnäs tomtområde	1	444	OSve	3806	0102000020BE0B00000600000089CC6405FC15264145000D5CE745594168BF47A5341626414FB80B62E6455941C3FA736BA7162641AE0DA49BEA4559413E3AF3BDF3162641B82FA762EF455941BBF09AEDE41626418CDB93D7F6455941BE72F792C31626416627EE4703465941	1	4.66653927449817	2014-07-04	2014	27	185	214.291564085794
150	Upnäs tomtområde	3	442	OSve	3808	0102000020BE0B00000600000024AA6C3045152641C6D126CA5046594126AB3C7E5A152641F8719CD63F465941DB311453841526413B47B18625465941ADE65CFEAF15264159285F110C465941D9D80564E415264123024F78EE455941777DFE5C00162641E8C625ACE7455941	1	2.31522508784351	2013-06-29	2013	26	180	431.923446774429
151	Röcklinge 2:7	1	449	OSve	3809	0102000020BE0B000004000000A96D5722CF5622412D1DAE479256594122D0B346CE5622416A72D8369656594179C05CBCC656224156AD39559A565941975E252BC65622410388D52F9B565941	2	55.4463535344769	2012-07-26	2012	30	208	36.0709022777555
153	Skogsmuren, Ramnäs	1	454	OSve	3851	0102000020BE0B000012000000EE90C648D11D2141AFEA40C84649594166D8EFD1FC1D2141351A0E7C3C495941A1D590EA1A1E2141D07D50A1274959419209536B1B1E21411CA115CA23495941FE5238DE381E21413A8FCA971C49594103BA1841511E2141C2BF573A1949594112E4588F581E21413EE183AF15495941F9BF0B8F831E21412C3E4A830F495941A09C016BAB1E2141AF280333074959417DE0C811B61E214168DDA13B044959419AD7595BBB1E2141565CBFB1FE48594183512A09F81E21412B8C8525F44859419F7904DDFF1E2141BE1DD7F0E34859413A86E3AA541E2141D51911A7D3485941757603A7F31D21414BEAD24ED448594142C97198A31C2141026804D10E495941770094FD7D1D214171EA3FA41B495941B27BF9B21D1E2141E55B47CB23495941	1	0.920182535248995	2011-06-13	2011	24	164	1086.74090378102
