replicate	K	run	cv_error	loglikelihood	q_file	run_dir
rep003	3	run01	0.35733	-8087650.213149	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run01/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run01
rep003	3	run02	0.35726	-8087650.210877	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run02/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run02
rep003	3	run03	0.35725	-8087650.217907	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run03/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run03
rep003	3	run04	0.35729	-8087650.218043	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run04/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run04
rep003	3	run05	0.35728	-8087650.211091	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run05/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run05
rep003	3	run06	0.3573	-8087650.209467	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run06/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run06
rep003	3	run07	0.35727	-8087650.21007	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run07/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run07
rep003	3	run08	0.35726	-8087650.21381	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run08/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run08
rep003	3	run09	0.3573	-8087650.210187	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run09/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run09
rep003	3	run10	0.35729	-8087650.224513	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run10/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run10
rep003	3	run11	0.3573	-8087650.215234	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run11/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run11
rep003	3	run12	0.3573	-8087650.21235	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run12/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run12
rep003	3	run13	0.3573	-8087650.210155	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run13/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run13
rep003	3	run14	0.35726	-8087650.209325	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run14/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run14
rep003	3	run15	0.35726	-8087650.217134	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run15/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run15
rep003	3	run16	0.35731	-8087650.213194	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run16/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run16
rep003	3	run17	0.35729	-8087650.219312	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run17/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run17
rep003	3	run18	0.35728	-8087650.209936	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run18/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run18
rep003	3	run19	0.3573	-8087650.211243	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run19/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run19
rep003	3	run20	0.35726	-8087650.210143	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run20/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K3/run20
rep003	4	run01	0.35677	-8068619.953103	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run01/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run01
rep003	4	run02	0.35678	-8068630.890139	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run02/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run02
rep003	4	run03	0.35676	-8068630.885481	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run03/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run03
rep003	4	run04	0.35677	-8068630.885336	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run04/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run04
rep003	4	run05	0.35669	-8068619.954133	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run05/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run05
rep003	4	run06	0.35677	-8068630.881058	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run06/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run06
rep003	4	run07	0.35676	-8068619.961619	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run07/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run07
rep003	4	run08	0.35671	-8068619.966918	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run08/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run08
rep003	4	run09	0.35669	-8068630.885372	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run09/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run09
rep003	4	run10	0.35674	-8068619.95865	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run10/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run10
rep003	4	run11	0.35671	-8068630.882992	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run11/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run11
rep003	4	run12	0.35677	-8068630.880996	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run12/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run12
rep003	4	run13	0.35669	-8068619.96979	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run13/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run13
rep003	4	run14	0.35673	-8068619.958994	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run14/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run14
rep003	4	run15	0.35676	-8068796.255701	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run15/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run15
rep003	4	run16	0.35671	-8068619.955593	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run16/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run16
rep003	4	run17	0.35679	-8068630.906931	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run17/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run17
rep003	4	run18	0.35676	-8068619.974821	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run18/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run18
rep003	4	run19	0.35668	-8068619.95356	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run19/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run19
rep003	4	run20	0.35672	-8068630.877717	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run20/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K4/run20
rep003	5	run01	0.35626	-8050592.822203	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run01/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run01
rep003	5	run02	0.35632	-8050871.612537	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run02/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run02
rep003	5	run03	0.35628	-8050871.62074	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run03/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run03
rep003	5	run04	0.35624	-8050592.850809	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run04/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run04
rep003	5	run05	0.35619	-8050592.809366	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run05/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run05
rep003	5	run06	0.35629	-8050871.622808	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run06/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run06
rep003	5	run07	0.35627	-8050871.61349	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run07/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run07
rep003	5	run08	0.35635	-8050871.626089	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run08/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run08
rep003	5	run09	0.35628	-8050592.813457	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run09/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run09
rep003	5	run10	0.35627	-8050592.851156	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run10/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run10
rep003	5	run11	0.35618	-8050592.814181	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run11/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run11
rep003	5	run12	0.35622	-8050592.822774	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run12/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run12
rep003	5	run13	0.35621	-8050592.84426	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run13/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run13
rep003	5	run14	0.35629	-8050871.629347	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run14/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run14
rep003	5	run15	0.35629	-8050592.810506	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run15/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run15
rep003	5	run16	0.35622	-8050592.804899	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run16/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run16
rep003	5	run17	0.35613	-8050592.811258	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run17/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run17
rep003	5	run18	0.35631	-8050592.815537	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run18/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run18
rep003	5	run19	0.35626	-8050592.874202	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run19/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run19
rep003	5	run20	0.35627	-8050592.814695	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run20/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K5/run20
rep003	6	run01	0.35577	-8033276.266195	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run01/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run01
rep003	6	run02	0.35571	-8033276.266056	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run02/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run02
rep003	6	run03	0.35565	-8033276.27772	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run03/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run03
rep003	6	run04	0.35568	-8033276.26225	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run04/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run04
rep003	6	run05	0.35572	-8033276.311978	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run05/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run05
rep003	6	run06	0.35567	-8033276.259451	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run06/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run06
rep003	6	run07	0.35572	-8033276.287914	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run07/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run07
rep003	6	run08	0.35567	-8033276.291372	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run08/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run08
rep003	6	run09	0.35573	-8033276.267497	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run09/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run09
rep003	6	run10	0.35575	-8033276.277311	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run10/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run10
rep003	6	run11	0.35564	-8033276.25455	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run11/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run11
rep003	6	run12	0.35584	-8033276.2697	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run12/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run12
rep003	6	run13	0.3558	-8033276.255261	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run13/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run13
rep003	6	run14	0.35575	-8033276.251693	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run14/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run14
rep003	6	run15	0.35582	-8033276.267583	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run15/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run15
rep003	6	run16	0.35571	-8033276.253838	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run16/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run16
rep003	6	run17	0.3559	-8034754.788679	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run17/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run17
rep003	6	run18	0.3557	-8033276.284651	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run18/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run18
rep003	6	run19	0.35578	-8033276.341085	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run19/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run19
rep003	6	run20	0.35572	-8033276.268903	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run20/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K6/run20
rep003	7	run01	0.35541	-8018381.867652	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run01/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run01
rep003	7	run02	0.35546	-8018029.558027	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run02/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run02
rep003	7	run03	0.35539	-8017997.897208	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run03/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run03
rep003	7	run04	0.3555	-8018029.572234	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run04/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run04
rep003	7	run05	0.35543	-8018029.565124	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run05/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run05
rep003	7	run06	0.35543	-8018029.535502	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run06/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run06
rep003	7	run07	0.35551	-8018029.532467	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run07/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run07
rep003	7	run08	0.35542	-8018029.574357	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run08/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run08
rep003	7	run09	0.35536	-8017998.077162	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run09/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run09
rep003	7	run10	0.35552	-8018029.736977	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run10/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run10
rep003	7	run11	0.35542	-8017998.06355	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run11/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep003/K7/run11
