replicate	K	n_runs	mean_cv	sd_cv	best_loglikelihood	top3_ll_spread	top3_converged	best_run	best_q_file	best_run_dir
rep004	5	20	0.35827549999999997	3.5314377570021e-05	-8030427.193825	0.004920000210404396	True	run06	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep004/K5/run06/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep004/K5/run06
rep004	6	20	0.35779400000000006	6.69956793579374e-05	-8013495.928934	0.016933999955654144	True	run19	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep004/K6/run19/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep004/K6/run19
rep004	7	20	0.357423	7.071812095622024e-05	-7997782.112713	0.11342900060117245	True	run07	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep004/K7/run07/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep004/K7/run07
rep004	8	20	0.35706350000000003	9.109133646481933e-05	-7982884.295225	0.04068499989807606	True	run15	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep004/K8/run15/data.8.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep004/K8/run15
rep005	1	20	0.35701499999999997	6.882472016123736e-06	-8123745.031434	0.0	True	run01	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K1/run01/data.1.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K1/run01
rep005	2	20	0.3558720000000001	8.944271909986544e-06	-8096233.748203	1.000240445137024e-06	True	run18	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K2/run18/data.2.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K2/run18
rep005	3	20	0.35513400000000006	1.35335839575814e-05	-8074492.978485	0.0002359999343752861	True	run18	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K3/run18/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K3/run18
rep005	4	20	0.35447950000000006	1.8488972531302235e-05	-8054592.29282	0.0005439994856715202	True	run07	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K4/run07/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K4/run07
rep005	5	20	0.353842	2.2147828692430842e-05	-8036000.928459	0.0026900004595518112	True	run02	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K5/run02/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K5/run02
rep005	6	20	0.353279	2.3597502097961838e-05	-8018819.991991	0.0036089997738599777	True	run03	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K6/run03/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K6/run03
rep005	7	20	0.352934	4.78374440436716e-05	-8003841.703106	0.010207999497652054	True	run08	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K7/run08/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K7/run08
rep005	8	20	0.3526409999999999	4.11543947899421e-05	-7989567.392392	0.22528900019824505	True	run19	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K8/run19/data.8.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep005/K8/run19
rep008	1	20	0.35807600000000006	7.539370349258059e-06	-8033381.663784	0.0	True	run01	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K1/run01/data.1.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K1/run01
rep008	2	20	0.35694900000000007	2.2454632624827126e-05	-8005410.110014	1.000240445137024e-06	True	run03	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K2/run03/data.2.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K2/run03
rep008	3	20	0.356304	2.9091507170890324e-05	-7984283.135414	2.600066363811493e-05	True	run09	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K3/run09/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K3/run09
rep008	4	20	0.35568600000000006	2.623777911012577e-05	-7964507.340129	0.0022029997780919075	True	run14	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K4/run14/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K4/run14
rep008	5	20	0.35511800000000004	4.2376756290258984e-05	-7946070.70903	0.000530000776052475	True	run09	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K5/run09/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K5/run09
rep008	6	20	0.3546095	5.010252646219653e-05	-7928781.804317	0.0036800000816583633	True	run03	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K6/run03/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K6/run03
rep008	7	20	0.35424350000000004	7.256757286542395e-05	-7913168.460567	0.009332999587059021	True	run17	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K7/run17/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K7/run17
rep008	8	20	0.35393749999999996	6.758036151988347e-05	-7898231.195531	0.04621199984103441	True	run02	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K8/run02/data.8.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep008/K8/run02
rep009	1	20	0.3589725	5.501196042207309e-06	-8009631.94859	0.0	True	run01	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K1/run01/data.1.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K1/run01
rep009	2	20	0.35781050000000003	1.6693837501497807e-05	-7981323.244903	1.000240445137024e-06	True	run03	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K2/run03/data.2.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K2/run03
rep009	3	20	0.35714349999999995	2.084403234047751e-05	-7960170.5599	0.00037899985909461975	True	run12	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K3/run12/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K3/run12
rep009	4	20	0.3565005	3.531437757002e-05	-7940430.559631	0.0005129994824528694	True	run05	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K4/run05/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K4/run05
rep009	5	20	0.35599000000000003	4.5073040138962345e-05	-7922212.345196	0.001693999394774437	True	run01	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K5/run01/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K5/run01
rep009	6	20	0.35554250000000004	7.376170736693656e-05	-7905834.164829	0.002956000156700611	True	run16	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K6/run16/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K6/run16
rep009	7	20	0.355242	5.3370601014332844e-05	-7890852.59776	0.0795499999076128	True	run06	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K7/run06/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K7/run06
rep009	8	20	0.354951	9.066421565314601e-05	-7876418.920405	0.1809389991685748	True	run08	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K8/run08/data.8.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep009/K8/run08
rep020	1	20	0.36431250000000004	7.863975156556066e-06	-8168503.935849	0.0	True	run01	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K1/run01/data.1.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K1/run01
rep020	2	20	0.3632215	1.8994459025837338e-05	-8140707.31844	1.000240445137024e-06	True	run16	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K2/run16/data.2.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K2/run16
rep020	3	20	0.36260499999999996	3.425907486384961e-05	-8119628.71804	0.0019850004464387894	True	run04	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K3/run04/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K3/run04
rep020	4	20	0.36202100000000004	5.1391172700955204e-05	-8100122.844017	0.0007119998335838318	True	run06	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K4/run06/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K4/run06
rep020	5	20	0.36147499999999994	4.310330308506278e-05	-8081716.553979	0.0049149999395012856	True	run09	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K5/run09/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K5/run09
rep020	6	20	0.36095750000000004	7.37617073669333e-05	-8064192.771999	0.005619000643491745	True	run07	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K6/run07/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K6/run07
rep020	7	20	0.36056649999999996	5.9848492923905496e-05	-8047994.249574	1.592854999937117	True	run02	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K7/run02/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K7/run02
rep020	8	20	0.36023400000000005	0.00010065051572540384	-8032481.673938	94.6402179999277	False	run02	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K8/run02/data.8.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep020/K8/run02
rep021	1	20	0.3618	6.48885684523699e-06	-8099399.452612	0.0	True	run01	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K1/run01/data.1.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K1/run01
rep021	2	20	0.36043949999999997	1.145931016569761e-05	-8069326.523996	1.000240445137024e-06	True	run19	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K2/run19/data.2.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K2/run19
rep021	3	20	0.359729	2.0235456115707112e-05	-8048066.872694	0.00033200066536664963	True	run19	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K3/run19/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K3/run19
rep021	4	20	0.35904949999999997	3.776311204838768e-05	-8028312.545909	0.004133000038564205	True	run20	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K4/run20/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K4/run20
rep021	5	20	0.35844550000000003	2.684752267312837e-05	-8009744.061627	0.001454000361263752	True	run12	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K5/run12/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K5/run12
rep021	6	20	0.357876	4.913997193838097e-05	-7992003.623268	0.0034380005672574043	True	run12	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K6/run12/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K6/run12
rep021	7	20	0.357421	5.320269086982041e-05	-7976390.661396	0.19437700044363737	True	run04	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K7/run04/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K7/run04
rep021	8	20	0.357001	8.077910099707074e-05	-7961332.35773	0.14745000004768372	True	run12	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K8/run12/data.8.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep021/K8/run12
rep022	1	20	0.35816549999999997	5.104177855345509e-06	-8082889.303454	0.0	True	run01	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K1/run01/data.1.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K1/run01
rep022	2	20	0.35697199999999996	1.6091841672755213e-05	-8053989.942485	0.0	True	run14	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K2/run14/data.2.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K2/run14
rep022	3	20	0.35629900000000003	2.936162909577598e-05	-8032220.123586	8.099991828203201e-05	True	run08	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K3/run08/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K3/run08
rep022	4	20	0.35568150000000004	3.453068810569392e-05	-8012232.273853	0.0024979999288916588	True	run15	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K4/run15/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K4/run15
rep022	5	20	0.3551165	3.082633870401093e-05	-7993531.858625	0.005300999619066715	True	run04	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K5/run04/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K5/run04
rep022	6	20	0.35458400000000007	3.885194569401655e-05	-7976293.77855	0.006741000339388847	True	run19	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K6/run19/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K6/run19
rep022	7	20	0.35429200000000005	7.345603769387173e-05	-7960933.294417	0.015993000008165836	True	run18	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K7/run18/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K7/run18
rep022	8	20	0.353995	6.916798772782215e-05	-7946102.269755	0.0646429993212223	True	run07	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K8/run07/data.8.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep022/K8/run07
rep023	1	20	0.358993	6.56946685331287e-06	-8135913.792884	0.0	True	run01	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K1/run01/data.1.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K1/run01
rep023	2	20	0.3579075	1.7434086394803447e-05	-8108282.662169	0.0	True	run13	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K2/run13/data.2.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K2/run13
rep023	3	20	0.35714049999999997	2.8923674513595457e-05	-8085869.179943	0.00021199975162744522	True	run09	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K3/run09/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K3/run09
rep023	4	20	0.35654	3.509385911193291e-05	-8065835.145524	0.00276000052690506	True	run07	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K4/run07/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K4/run07
rep023	5	20	0.355999	4.3516482055954055e-05	-8047408.468988	0.0008870000019669533	True	run06	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K5/run06/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K5/run06
rep023	6	20	0.35556449999999995	6.369954143435178e-05	-8030499.13271	0.00805600080639124	True	run12	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K6/run12/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K6/run12
rep023	7	20	0.35517199999999993	8.563078639687135e-05	-8014112.666665	0.005923000164330006	True	run04	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K7/run04/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K7/run04
rep023	8	20	0.3548475	4.494148241998035e-05	-7999390.171384	0.16213199961930513	True	run19	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K8/run19/data.8.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep023/K8/run19
rep024	1	20	0.363064	7.539370349258059e-06	-8069368.767526	0.0	True	run01	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K1/run01/data.1.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K1/run01
rep024	2	20	0.36173399999999994	1.875043859136941e-05	-8039046.074429	0.0	True	run16	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K2/run16/data.2.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K2/run16
rep024	3	20	0.36098749999999996	2.6132254721740943e-05	-8017164.512262	0.0005490006878972054	True	run20	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K3/run20/data.3.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K3/run20
rep024	4	20	0.3603545	2.704285098642137e-05	-7997214.411472	0.0008549997583031654	True	run17	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K4/run17/data.4.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K4/run17
rep024	5	20	0.359751	4.9936802165602746e-05	-7978591.48425	0.001941000111401081	True	run16	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K5/run16/data.5.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K5/run16
rep024	6	20	0.3592205	7.890533968989979e-05	-7961077.009983	0.0010529998689889908	True	run07	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K6/run07/data.6.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K6/run07
rep024	7	20	0.358824	6.862560516461853e-05	-7945007.286138	0.018585000187158585	True	run14	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K7/run14/data.7.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K7/run14
rep024	8	20	0.35847149999999994	8.677102354078862e-05	-7930093.141412	0.11808199994266033	True	run04	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K8/run04/data.8.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep024/K8/run04
rep025	1	20	0.3599875	7.863975156553279e-06	-8244150.238044	0.0	True	run01	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep025/K1/run01/data.1.Q	/cfs/klemming/home/t/tabeadi/tabea_work/08_population_analysis_final/skane_only/combined/results/structure/admixture/rep025/K1/run01
